"root","x","Barrier","Kr","Kx","kAQP","perimeter","Kr2","radius","conductance"
"root1",1,"M2",3.56123460452853e-05,0.0208317829117071,6e-04,0.114120707319229,4.12179931079691e-08,0.181628746789987,4.70382652776054e-09
"root1",1,"M3",3.4285683727194e-05,0.0208317829117071,6e-04,0.114120707319229,3.96825043138819e-08,0.181628746789987,4.52859546049856e-09
"root1",1,"M1",8.52370380380335e-05,0.0208317829117071,7e-04,0.114120707319229,9.86539792106869e-08,0.181628746789987,1.12584618873801e-08
"root1",1,"M2",3.61408691660511e-05,0.0208317829117071,7e-04,0.114120707319229,4.18297096829295e-08,0.181628746789987,4.77363605597392e-09
"root1",1,"M3",3.49429553644482e-05,0.0208317829117071,7e-04,0.114120707319229,4.04432353755187e-08,0.181628746789987,4.61541062733226e-09
"root1",1,"M1",8.9874092712592e-05,0.0208317829117071,8e-04,0.114120707319229,1.04020940639574e-07,0.181628746789987,1.18709433217997e-08
"root1",1,"M2",3.6591579178324e-05,0.0208317829117071,8e-04,0.114120707319229,4.23513647897269e-08,0.181628746789987,4.83316770573832e-09
"root1",1,"M3",3.55014348435661e-05,0.0208317829117071,8e-04,0.114120707319229,4.10896236615348e-08,0.181628746789987,4.68917691573528e-09
"root1",1,"M1",9.4257850888921e-05,0.0208317829117071,9e-04,0.114120707319229,1.0909473482514e-07,0.181628746789987,1.24499683030487e-08
"root1",1,"M2",3.69850773368455e-05,0.0208317829117071,9e-04,0.114120707319229,4.28068024732008e-08,0.181628746789987,4.8851425763162e-09
"root1",1,"M3",3.59864973261518e-05,0.0208317829117071,9e-04,0.114120707319229,4.1651038571935e-08,0.181628746789987,4.75324598240971e-09
"root1",1,"M1",9.8436563962101e-05,0.0208317829117071,0.001,0.114120707319229,1.13931208289469e-07,0.181628746789987,1.30019100757286e-08
"root1",1,"M2",3.73348394758509e-05,0.0208317829117071,0.001,0.114120707319229,4.32116197637163e-08,0.181628746789987,4.93134061184488e-09
"root1",1,"M3",3.64150280563449e-05,0.0208317829117071,0.001,0.114120707319229,4.21470232133622e-08,0.181628746789987,4.80984810050885e-09
"root1",19,"M1",4.98222500552751e-05,0.488690001814538,1e-04,0.157281054760234,5.76646412676795e-08,0.250320573197983,9.06955560095115e-09
"root1",19,"M2",3.46513622156233e-05,0.488690001814538,1e-04,0.157281054760234,4.01057433051196e-08,0.250320573197983,6.3078736089724e-09
"root1",19,"M3",3.15835641597864e-05,0.488690001814538,1e-04,0.157281054760234,3.65550511108639e-08,0.250320573197983,5.74941699553094e-09
"root1",19,"M1",6.02839945278768e-05,0.488690001814538,2e-04,0.157281054760234,6.97731418146722e-08,0.250320573197983,1.0973993338547e-08
"root1",19,"M2",3.76288682416331e-05,0.488690001814538,2e-04,0.157281054760234,4.35519308352235e-08,0.250320573197983,6.84989361860871e-09
"root1",19,"M3",3.52061417327215e-05,0.488690001814538,2e-04,0.157281054760234,4.07478492276869e-08,0.250320573197983,6.40886470574159e-09
"root1",19,"M1",6.84043826696366e-05,0.488690001814538,3e-04,0.157281054760234,7.91717392009683e-08,0.250320573197983,1.24522146487305e-08
"root1",19,"M2",3.93548938990926e-05,0.488690001814538,3e-04,0.157281054760234,4.55496457165424e-08,0.250320573197983,7.16409632225276e-09
