"root","x","Barrier","Kr","Kx","kAQP","perimeter","kr","radius"
"root1",9,"M3",6.70917508376456e-12,1.93830073140037e-10,1.04166666666667e-06,0.145028258448384,4.62611573464655e-08,0.230819642200692
"root1",9,"M1",1.53977884281731e-11,1.93830073140037e-10,1.15740740740741e-06,0.145028258448384,1.06170953115687e-07,0.230819642200692
"root1",9,"M2",6.94294736490352e-12,1.93830073140037e-10,1.15740740740741e-06,0.145028258448384,4.78730658368523e-08,0.230819642200692
"root1",9,"M3",6.79313968994816e-12,1.93830073140037e-10,1.15740740740741e-06,0.145028258448384,4.68401107661778e-08,0.230819642200692
"root10",0,"M1",6.76903914089901e-12,1.91055203085665e-11,1.15740740740741e-07,0.117266406555543,5.77235999611949e-08,0.186635282619385
"root10",0,"M2",4.54618118056411e-12,1.91055203085665e-11,1.15740740740741e-07,0.117266406555543,3.87679755362062e-08,0.186635282619385
"root10",0,"M3",4.07771491910834e-12,1.91055203085665e-11,1.15740740740741e-07,0.117266406555543,3.47730866740334e-08,0.186635282619385
"root10",0,"M1",8.29832231791106e-12,1.91055203085665e-11,2.31481481481481e-07,0.117266406555543,7.076470202897e-08,0.186635282619385
"root10",0,"M2",4.98184085771407e-12,1.91055203085665e-11,2.31481481481481e-07,0.117266406555543,4.2483103252204e-08,0.186635282619385
"root10",0,"M3",4.59771095033137e-12,1.91055203085665e-11,2.31481481481481e-07,0.117266406555543,3.92074003576947e-08,0.186635282619385
"root10",0,"M1",9.45111122659166e-12,1.91055203085665e-11,3.47222222222222e-07,0.117266406555543,8.05952148121394e-08,0.186635282619385
"root10",0,"M2",5.22285199092611e-12,1.91055203085665e-11,3.47222222222222e-07,0.117266406555543,4.45383477189806e-08,0.186635282619385
"root10",0,"M3",4.89860514873548e-12,1.91055203085665e-11,3.47222222222222e-07,0.117266406555543,4.17733031361822e-08,0.186635282619385
"root10",0,"M1",1.04131604274642e-11,1.91055203085665e-11,4.62962962962963e-07,0.117266406555543,8.8799177303451e-08,0.186635282619385
"root10",0,"M2",5.38498995758975e-12,1.91055203085665e-11,4.62962962962963e-07,0.117266406555543,4.59209940490431e-08,0.186635282619385
"root10",0,"M3",5.10498541799292e-12,1.91055203085665e-11,4.62962962962963e-07,0.117266406555543,4.35332297453402e-08,0.186635282619385
"root10",0,"M1",1.12578415265835e-11,1.91055203085665e-11,5.78703703703704e-07,0.117266406555543,9.60022725796692e-08,0.186635282619385
"root10",0,"M2",5.50618551129388e-12,1.91055203085665e-11,5.78703703703704e-07,0.117266406555543,4.69545002104749e-08,0.186635282619385
"root10",0,"M3",5.26025053147022e-12,1.91055203085665e-11,5.78703703703704e-07,0.117266406555543,4.48572671916804e-08,0.186635282619385
"root10",0,"M1",1.20226565660798e-11,1.91055203085665e-11,6.94444444444444e-07,0.117266406555543,1.02524302732729e-07,0.186635282619385
"root10",0,"M2",5.60291531188221e-12,1.91055203085665e-11,6.94444444444444e-07,0.117266406555543,4.77793724260528e-08,0.186635282619385
"root10",0,"M3",5.38407182015525e-12,1.91055203085665e-11,6.94444444444444e-07,0.117266406555543,4.5913164548153e-08,0.186635282619385
