"root","x","Barrier","Kr","Kx","kAQP","perimeter","Kr2","radius","conductance"
"root1",19,"T2",6.12022426613418e-05,0.488690001814538,5e-04,0.157281054760234,7.08359290061826e-08,0.250320573197983,1.11411496290135e-08
"root1",19,"T3",3.54962121751944e-05,0.488690001814538,5e-04,0.157281054760234,4.1083578906475e-08,0.250320573197983,6.46166862373569e-09
"root1",19,"T1",6.45310488035078e-05,0.488690001814538,5e-04,0.157281054760234,7.46887138929488e-08,0.250320573197983,1.17471196997683e-08
"root1",19,"T2",6.44967764717777e-05,0.488690001814538,6e-04,0.157281054760234,7.46490468423353e-08,0.250320573197983,1.17408808242086e-08
"root1",19,"T3",3.60965905923164e-05,0.488690001814538,6e-04,0.157281054760234,4.17784613336995e-08,0.250320573197983,6.57096046482391e-09
"root1",19,"T1",6.83810818751253e-05,0.488690001814538,6e-04,0.157281054760234,7.91447706888024e-08,0.250320573197983,1.24479730126917e-08
"root1",19,"T2",6.74262925061373e-05,0.488690001814538,7e-04,0.157281054760234,7.80396904006219e-08,0.250320573197983,1.22741648193719e-08
"root1",19,"T3",3.65873973055365e-05,0.488690001814538,7e-04,0.157281054760234,4.23465246591858e-08,0.250320573197983,6.66030606382700e-09
"root1",19,"T1",7.1866506136178e-05,0.488690001814538,7e-04,0.157281054760234,8.31788265465023e-08,0.250320573197983,1.30824535729524e-08
"root1",19,"T2",7.00731279999546e-05,0.488690001814538,8e-04,0.157281054760234,8.11031574073549e-08,0.250320573197983,1.27559901414141e-08
"root1",19,"T3",3.70011937637512e-05,0.488690001814538,8e-04,0.157281054760234,4.28254557450824e-08,0.250320573197983,6.73563285017428e-09
"root1",19,"T1",7.50684089679615e-05,0.488690001814538,8e-04,0.157281054760234,8.68847326018073e-08,0.250320573197983,1.36653223861731e-08
"root1",19,"T2",7.24931846624231e-05,0.488690001814538,9e-04,0.157281054760234,8.39041489148416e-08,0.250320573197983,1.3196533040086e-08
"root1",19,"T3",3.73581141831703e-05,0.488690001814538,9e-04,0.157281054760234,4.3238558082373e-08,0.250320573197983,6.80060602150727e-09
"root1",19,"T1",7.80415796137999e-05,0.488690001814538,9e-04,0.157281054760234,9.03259023307869e-08,0.250320573197983,1.4206553190756e-08
"root1",19,"T2",7.47263571718647e-05,0.488690001814538,0.001,0.157281054760234,8.64888393192879e-08,0.250320573197983,1.3603055873126e-08
"root1",19,"T3",3.76713974676499e-05,0.488690001814538,0.001,0.157281054760234,4.36011544764466e-08,0.250320573197983,6.85763556481943e-09
"root1",19,"T1",8.08249769274006e-05,0.488690001814538,0.001,0.157281054760234,9.35474269993062e-08,0.250320573197983,1.47132379885569e-08
"root1",21,"T2",3.90804200868444e-05,0.529888807148441,1e-04,0.170916110370515,4.52319676931069e-08,0.272021438195074,7.73087198251063e-09
"root1",21,"T3",2.98681588809054e-05,0.529888807148441,1e-04,0.170916110370515,3.45696283343812e-08,0.272021438195074,5.90850641186679e-09
"root1",21,"T1",4.02009899110477e-05,0.529888807148441,1e-04,0.170916110370515,4.65289235081571e-08,0.272021438195074,7.95254262574142e-09
"root1",21,"T2",4.62790550931186e-05,0.529888807148441,2e-04,0.170916110370515,5.3563721172591e-08,0.272021438195074,9.15490287979005e-09
"root1",21,"T3",3.27331427153943e-05,0.529888807148441,2e-04,0.170916110370515,3.78855818465212e-08,0.272021438195074,6.47525628833119e-09
"root1",21,"T1",4.79345279505739e-05,0.529888807148441,2e-04,0.170916110370515,5.54797777205716e-08,0.272021438195074,9.48238781222086e-09
"root1",21,"T2",5.11637466632381e-05,0.529888807148441,3e-04,0.170916110370515,5.92172993787478e-08,0.272021438195074,1.01211904764619e-08
"root1",21,"T3",3.42778518658914e-05,0.529888807148441,3e-04,0.170916110370515,3.96734396595965e-08,0.272021438195074,6.78082999163757e-09
"root1",21,"T1",5.33048628481438e-05,0.529888807148441,3e-04,0.170916110370515,6.16954431112775e-08,0.272021438195074,1.05447451641649e-08
"root1",21,"T2",5.4922629868628e-05,0.529888807148441,4e-04,0.170916110370515,6.35678586442454e-08,0.272021438195074,1.08647711440571e-08
"root1",21,"T3",3.52917497136793e-05,0.529888807148441,4e-04,0.170916110370515,4.08469325389807e-08,0.272021438195074,6.9813988301294e-09
