"node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","length","R","G","B","time","type","RSA_id"
0,1,0,0,0,0,-0.0021,0.0028,-0.1556,0.0641,0.155639358775343,0.4314,0.3922,0.1961,0.1179,1,"Tomato_60_1"
1,2,0,-0.0021,0.0028,-0.1556,0.0131,0.0116,-0.3548,0.0641,0.199972798150148,0.4314,0.3922,0.1961,0.2699,1,"Tomato_60_1"
2,3,0,0.0131,0.0116,-0.3548,0.0142,0.0221,-0.4663,0.0641,0.11199870534966,0.4314,0.3922,0.1961,0.3553,1,"Tomato_60_1"
3,4,0,0.0142,0.0221,-0.4663,0.019,0.0448,-0.6649,0.0641,0.19995071892844,0.4314,0.3922,0.1961,0.5082,1,"Tomato_60_1"
4,5,0,0.019,0.0448,-0.6649,0.0196,0.0503,-0.7132,0.0641,0.0486158410397269,0.4314,0.3922,0.1961,0.5454,1,"Tomato_60_1"
5,6,0,0.0196,0.0503,-0.7132,0.0249,0.0696,-0.9122,0.0641,0.200003949960995,0.4314,0.3922,0.1961,0.699,1,"Tomato_60_1"
6,7,0,0.0249,0.0696,-0.9122,0.0295,0.0759,-0.9522,0.0641,0.0407535274546879,0.4314,0.3922,0.1961,0.7304,1,"Tomato_60_1"
7,8,0,0.0295,0.0759,-0.9522,0.0341,0.1088,-1.1494,0.0641,0.199978523846937,0.4314,0.3922,0.1961,0.8846,1,"Tomato_60_1"
8,9,0,0.0341,0.1088,-1.1494,0.0316,0.1174,-1.2093,0.0641,0.0605658319516871,0.4314,0.3922,0.1961,0.9315,1,"Tomato_60_1"
9,10,0,0.0316,0.1174,-1.2093,0.03,0.1324,-1.3655,0.0641,0.156926734497344,0.4314,0.3922,0.1961,1.0531,1,"Tomato_60_1"
10,11,0,0.03,0.1324,-1.3655,0.0337,0.1257,-1.5653,0.0641,0.199946542855834,0.4314,0.3922,0.1961,1.2086,1,"Tomato_60_1"
11,12,0,0.0337,0.1257,-1.5653,0.0339,0.1252,-1.5817,0.0641,0.0164088390814221,0.4314,0.3922,0.1961,1.2213,1,"Tomato_60_1"
12,13,0,0.0339,0.1252,-1.5817,0.0362,0.119,-1.7816,0.0641,0.200009349781454,0.4314,0.3922,0.1961,1.3775,1,"Tomato_60_1"
13,14,0,0.0362,0.119,-1.7816,0.0362,0.119,-1.796,0.0641,0.0144,0.4314,0.3922,0.1961,1.3888,1,"Tomato_60_1"
14,15,0,0.0362,0.119,-1.796,0.039,0.1216,-1.8697,0.0641,0.07379898373284,0.4314,0.3922,0.1961,1.4466,1,"Tomato_60_1"
15,16,0,0.039,0.1216,-1.8697,0.0379,0.1268,-2.0697,0.0641,0.200070612534675,0.4314,0.3922,0.1961,1.6036,1,"Tomato_60_1"
16,17,0,0.0379,0.1268,-2.0697,0.0377,0.1274,-2.0839,0.0641,0.0142140775289849,0.4314,0.3922,0.1961,1.6148,1,"Tomato_60_1"
17,18,0,0.0377,0.1274,-2.0839,0.0343,0.1361,-2.2837,0.0641,0.200018224169699,0.4314,0.3922,0.1961,1.7724,1,"Tomato_60_1"
