"node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","length","R","G","B","time","type","RSA_id"
0,1,0,0,0,0,0.0068,0.0047,-0.1838,0.0679,0.183985787494578,0.4314,0.3922,0.1961,0.1173,1,"Tomato_60_3"
1,2,0,0.0068,0.0047,-0.1838,0.0229,0.0094,-0.3831,0.0679,0.200004474949937,0.4314,0.3922,0.1961,0.2452,1,"Tomato_60_3"
2,3,0,0.0229,0.0094,-0.3831,0.025,0.0098,-0.406,0.0679,0.0229995652132818,0.4314,0.3922,0.1961,0.2599,1,"Tomato_60_3"
3,4,0,0.025,0.0098,-0.406,0.0343,0.0027,-0.6057,0.0679,0.200042470490644,0.4314,0.3922,0.1961,0.3884,1,"Tomato_60_3"
4,5,0,0.0343,0.0027,-0.6057,0.0343,0.0027,-0.6057,0.0679,0,0.4314,0.3922,0.1961,0.3884,1,"Tomato_60_3"
5,6,0,0.0343,0.0027,-0.6057,0.0273,-0.0046,-0.7582,0.0679,0.152835009078418,0.4314,0.3922,0.1961,0.4868,1,"Tomato_60_3"
6,7,0,0.0273,-0.0046,-0.7582,-0.0011,-0.011,-0.9557,0.0679,0.199634090275183,0.4314,0.3922,0.1961,0.6159,1,"Tomato_60_3"
7,8,0,-0.0011,-0.011,-0.9557,-0.0301,-0.0223,-1.1533,0.0679,0.20003612173805,0.4314,0.3922,0.1961,0.7456,1,"Tomato_60_3"
8,9,0,-0.0301,-0.0223,-1.1533,-0.0365,-0.0247,-1.1955,0.0679,0.0427499707602239,0.4314,0.3922,0.1961,0.7734,1,"Tomato_60_3"
9,10,0,-0.0365,-0.0247,-1.1955,-0.0625,-0.023,-1.3938,0.0679,0.200004449950495,0.4314,0.3922,0.1961,0.9037,1,"Tomato_60_3"
10,11,0,-0.0625,-0.023,-1.3938,-0.0713,-0.0241,-1.458,0.0679,0.0648096443440327,0.4314,0.3922,0.1961,0.946,1,"Tomato_60_3"
11,12,0,-0.0713,-0.0241,-1.458,-0.0877,-0.0194,-1.5989,0.0679,0.141929066790422,0.4314,0.3922,0.1961,1.0389,1,"Tomato_60_3"
12,13,0,-0.0877,-0.0194,-1.5989,-0.106,-0.0149,-1.7498,0.0679,0.152072186806135,0.4314,0.3922,0.1961,1.1387,1,"Tomato_60_3"
13,14,0,-0.106,-0.0149,-1.7498,-0.1241,-0.0174,-1.949,0.0679,0.200036246715439,0.4314,0.3922,0.1961,1.2703,1,"Tomato_60_3"
14,15,0,-0.1241,-0.0174,-1.949,-0.1254,-0.0178,-1.9673,0.0679,0.0183504768330417,0.4314,0.3922,0.1961,1.2824,1,"Tomato_60_3"
15,16,0,-0.1254,-0.0178,-1.9673,-0.1434,-0.028,-2.1662,0.0679,0.199973123194093,0.4314,0.3922,0.1961,1.4146,1,"Tomato_60_3"
16,17,0,-0.1434,-0.028,-2.1662,-0.1437,-0.0282,-2.1696,0.0679,0.00341906419945582,0.4314,0.3922,0.1961,1.4169,1,"Tomato_60_3"
17,18,0,-0.1437,-0.0282,-2.1696,-0.1832,-0.0247,-2.3657,0.0679,0.20006926300659,0.4314,0.3922,0.1961,1.5496,1,"Tomato_60_3"
18,19,0,-0.1832,-0.0247,-2.3657,-0.1935,-0.0219,-2.4383,0.0679,0.0733804469869188,0.4314,0.3922,0.1961,1.5984,1,"Tomato_60_3"
19,20,0,-0.1935,-0.0219,-2.4383,-0.1895,-0.0237,-2.6307,0.0679,0.192449993504806,0.4314,0.3922,0.1961,1.7267,1,"Tomato_60_3"
20,21,0,-0.1895,-0.0237,-2.6307,-0.1866,-0.0206,-2.8307,0.0679,0.200045044927386,0.4314,0.3922,0.1961,1.8605,1,"Tomato_60_3"
21,22,0,-0.1866,-0.0206,-2.8307,-0.1861,-0.0199,-2.871,0.0679,0.0403091800958539,0.4314,0.3922,0.1961,1.8876,1,"Tomato_60_3"
22,23,0,-0.1861,-0.0199,-2.871,-0.1799,-0.0073,-3.0367,0.0679,0.166293986662176,0.4314,0.3922,0.1961,1.9994,1,"Tomato_60_3"
23,24,0,-0.1799,-0.0073,-3.0367,-0.1881,0.0204,-3.2226,0.0679,0.188131177639433,0.4314,0.3922,0.1961,2.1262,1,"Tomato_60_3"
24,25,0,-0.1881,0.0204,-3.2226,-0.1851,0.0359,-3.422,0.0679,0.200024023557172,0.4314,0.3922,0.1961,2.2616,1,"Tomato_60_3"
25,26,0,-0.1851,0.0359,-3.422,-0.1841,0.0369,-3.4591,0.0679,0.0371269443935261,0.4314,0.3922,0.1961,2.2867,1,"Tomato_60_3"
26,27,0,-0.1841,0.0369,-3.4591,-0.1756,0.047,-3.6587,0.0679,0.200036046751579,0.4314,0.3922,0.1961,2.4227,1,"Tomato_60_3"
27,28,0,-0.1756,0.047,-3.6587,-0.1753,0.0475,-3.6703,0.0679,0.0116146459265877,0.4314,0.3922,0.1961,2.4306,1,"Tomato_60_3"
28,29,0,-0.1753,0.0475,-3.6703,-0.1753,0.0476,-3.673,0.0679,0.00270185121722118,0.4314,0.3922,0.1961,2.4325,1,"Tomato_60_3"
29,30,0,-0.1753,0.0476,-3.673,-0.1889,0.0545,-3.8724,0.0679,0.199982324218917,0.4314,0.3922,0.1961,2.569,1,"Tomato_60_3"
30,31,0,-0.1889,0.0545,-3.8724,-0.189,0.0545,-3.8726,0.0679,0.000223606797749954,0.4314,0.3922,0.1961,2.5691,1,"Tomato_60_3"
31,32,0,-0.189,0.0545,-3.8726,-0.2097,0.061,-4.0714,0.0679,0.1999804490444,0.4314,0.3922,0.1961,2.7061,1,"Tomato_60_3"
32,33,0,-0.2097,0.061,-4.0714,-0.218,0.0582,-4.1632,0.0679,0.0922169724074697,0.4314,0.3922,0.1961,2.7695,1,"Tomato_60_3"
33,34,0,-0.218,0.0582,-4.1632,-0.2302,0.0638,-4.3627,0.0679,0.199951119026627,0.4314,0.3922,0.1961,2.9073,1,"Tomato_60_3"
34,35,0,-0.2302,0.0638,-4.3627,-0.23,0.0627,-4.3951,0.0679,0.0324192843844524,0.4314,0.3922,0.1961,2.9296,1,"Tomato_60_3"
35,36,0,-0.23,0.0627,-4.3951,-0.2317,0.0572,-4.595,0.0679,0.199982874266773,0.4314,0.3922,0.1961,3.0681,1,"Tomato_60_3"
36,37,0,-0.2317,0.0572,-4.595,-0.2317,0.0572,-4.5963,0.0679,0.00130000000000052,0.4314,0.3922,0.1961,3.069,1,"Tomato_60_3"
37,38,0,-0.2317,0.0572,-4.5963,-0.2376,0.0632,-4.7961,0.0679,0.199977123691686,0.4314,0.3922,0.1961,3.208,1,"Tomato_60_3"
38,39,0,-0.2376,0.0632,-4.7961,-0.2379,0.0636,-4.8042,0.0679,0.00811541742610917,0.4314,0.3922,0.1961,3.2136,1,"Tomato_60_3"
39,40,0,-0.2379,0.0636,-4.8042,-0.2321,0.069,-4.9442,0.0679,0.140224106344095,0.4314,0.3922,0.1961,3.3114,1,"Tomato_60_3"
40,41,0,-0.2321,0.069,-4.9442,-0.2305,0.0823,-5.1437,0.0679,0.199949243559459,0.4314,0.3922,0.1961,3.4513,1,"Tomato_60_3"
41,42,0,-0.2305,0.0823,-5.1437,-0.2281,0.0841,-5.1829,0.0679,0.0393146283207664,0.4314,0.3922,0.1961,3.4789,1,"Tomato_60_3"
42,43,0,-0.2281,0.0841,-5.1829,-0.2178,0.0985,-5.3821,0.0679,0.199985224454208,0.4314,0.3922,0.1961,3.6194,1,"Tomato_60_3"
43,44,0,-0.2178,0.0985,-5.3821,-0.2176,0.099,-5.3873,0.0679,0.00522781024904252,0.4314,0.3922,0.1961,3.6231,1,"Tomato_60_3"
44,45,0,-0.2176,0.099,-5.3873,-0.2085,0.1033,-5.5663,0.0679,0.179282737596234,0.4314,0.3922,0.1961,3.7496,1,"Tomato_60_3"
45,46,0,-0.2085,0.1033,-5.5663,-0.1971,0.1029,-5.7612,0.0679,0.195233526833892,0.4314,0.3922,0.1961,3.8879,1,"Tomato_60_3"
46,47,0,-0.1971,0.1029,-5.7612,-0.1897,0.1059,-5.961,0.0679,0.199959495898545,0.4314,0.3922,0.1961,4.0301,1,"Tomato_60_3"
47,48,0,-0.1897,0.1059,-5.961,-0.1888,0.1048,-5.9923,0.0679,0.0313322517543823,0.4314,0.3922,0.1961,4.0524,1,"Tomato_60_3"
48,49,0,-0.1888,0.1048,-5.9923,-0.1854,0.1074,-6.1521,0.0679,0.159857311374863,0.4314,0.3922,0.1961,4.1665,1,"Tomato_60_3"
49,50,0,-0.1854,0.1074,-6.1521,-0.1833,0.1096,-6.3123,0.0679,0.160228867561373,0.4314,0.3922,0.1961,4.2813,1,"Tomato_60_3"
50,51,0,-0.1833,0.1096,-6.3123,-0.1854,0.1122,-6.5123,0.0679,0.200027923050758,0.4314,0.3922,0.1961,4.4251,1,"Tomato_60_3"
51,52,0,-0.1854,0.1122,-6.5123,-0.1851,0.1132,-6.5677,0.0679,0.0554098366718407,0.4314,0.3922,0.1961,4.4651,1,"Tomato_60_3"
52,53,0,-0.1851,0.1132,-6.5677,-0.1959,0.1142,-6.7674,0.0679,0.199994324919484,0.4314,0.3922,0.1961,4.6096,1,"Tomato_60_3"
53,54,0,-0.1959,0.1142,-6.7674,-0.1961,0.1143,-6.7731,0.0679,0.0057043842787807,0.4314,0.3922,0.1961,4.6137,1,"Tomato_60_3"
