"node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","length","R","G","B","time","type","RSA_id"
0,1,0,0,0,0,1e-04,0,-0.1057,0.0673,0.105700047303679,0.4314,0.3922,0.1961,0.0824,1,"Tomato_60_9"
1,2,0,1e-04,0,-0.1057,0.0024,-0.0022,-0.3057,0.0673,0.200025323396814,0.4314,0.3922,0.1961,0.2387,1,"Tomato_60_9"
2,3,0,0.0024,-0.0022,-0.3057,0.0024,-0.0021,-0.308,0.0673,0.00230217288664424,0.4314,0.3922,0.1961,0.2405,1,"Tomato_60_9"
3,4,0,0.0024,-0.0021,-0.308,0.0046,0.0066,-0.5078,0.0673,0.200001424994924,0.4314,0.3922,0.1961,0.3974,1,"Tomato_60_9"
4,5,0,0.0046,0.0066,-0.5078,0.0041,0.0072,-0.5389,0.0673,0.0311098055281611,0.4314,0.3922,0.1961,0.4218,1,"Tomato_60_9"
5,6,0,0.0041,0.0072,-0.5389,-0.0032,0.0171,-0.7386,0.0673,0.200078459610224,0.4314,0.3922,0.1961,0.5794,1,"Tomato_60_9"
6,7,0,-0.0032,0.0171,-0.7386,-0.0034,0.0194,-0.7687,0.0673,0.0301884083714263,0.4314,0.3922,0.1961,0.6033,1,"Tomato_60_9"
7,8,0,-0.0034,0.0194,-0.7687,0.0096,0.0303,-0.968,0.0673,0.200020748923705,0.4314,0.3922,0.1961,0.7615,1,"Tomato_60_9"
8,9,0,0.0096,0.0303,-0.968,0.0254,0.0261,-1.1673,0.0673,0.199969422662566,0.4314,0.3922,0.1961,0.9203,1,"Tomato_60_9"
9,10,0,0.0254,0.0261,-1.1673,0.0261,0.026,-1.1789,0.0673,0.0116215317406959,0.4314,0.3922,0.1961,0.9295,1,"Tomato_60_9"
10,11,0,0.0261,0.026,-1.1789,0.031,0.0228,-1.3788,0.0673,0.199985649485157,0.4314,0.3922,0.1961,1.089,1,"Tomato_60_9"
11,12,0,0.031,0.0228,-1.3788,0.031,0.0228,-1.3792,0.0673,0.000399999999999956,0.4314,0.3922,0.1961,1.0893,1,"Tomato_60_9"
12,13,0,0.031,0.0228,-1.3792,0.03,0.0353,-1.5788,0.0673,0.199993524895183,0.4314,0.3922,0.1961,1.2494,1,"Tomato_60_9"
13,14,0,0.03,0.0353,-1.5788,0.0281,0.0353,-1.623,0.0673,0.0442408182564473,0.4314,0.3922,0.1961,1.2848,1,"Tomato_60_9"
14,15,0,0.0281,0.0353,-1.623,0.0438,0.0593,-1.8209,0.0673,0.199967247318155,0.4314,0.3922,0.1961,1.4456,1,"Tomato_60_9"
15,16,0,0.0438,0.0593,-1.8209,0.0491,0.0541,-1.8971,0.0673,0.0765608907994154,0.4314,0.3922,0.1961,1.5073,1,"Tomato_60_9"
16,17,0,0.0491,0.0541,-1.8971,0.0716,0.0413,-2.0642,0.0673,0.169093169584108,0.4314,0.3922,0.1961,1.644,1,"Tomato_60_9"
17,18,0,0.0716,0.0413,-2.0642,0.0984,0.0209,-2.2543,0.0673,0.193060638142528,0.4314,0.3922,0.1961,1.8004,1,"Tomato_60_9"
18,19,0,0.0984,0.0209,-2.2543,0.1255,-1e-04,-2.4513,0.0673,0.199961021201633,0.4314,0.3922,0.1961,1.9632,1,"Tomato_60_9"
19,20,0,0.1255,-1e-04,-2.4513,0.1314,-0.0029,-2.4875,0.0673,0.0367843716814628,0.4314,0.3922,0.1961,1.9932,1,"Tomato_60_9"
20,21,0,0.1314,-0.0029,-2.4875,0.1509,-0.0204,-2.6857,0.0673,0.19992433568728,0.4314,0.3922,0.1961,2.1567,1,"Tomato_60_9"
21,22,0,0.1509,-0.0204,-2.6857,0.1527,-0.0219,-2.7217,0.0673,0.0360761694197149,0.4314,0.3922,0.1961,2.1862,1,"Tomato_60_9"
22,23,0,0.1527,-0.0219,-2.7217,0.1535,-0.0378,-2.9211,0.0673,0.200034522020575,0.4314,0.3922,0.1961,2.3505,1,"Tomato_60_9"
23,24,0,0.1535,-0.0378,-2.9211,0.1525,-0.0413,-2.9432,0.0673,0.0223977677459161,0.4314,0.3922,0.1961,2.3689,1,"Tomato_60_9"
24,25,0,0.1525,-0.0413,-2.9432,0.1412,-0.0464,-3.1428,0.0673,0.199984649410898,0.4314,0.3922,0.1961,2.5339,1,"Tomato_60_9"
25,26,0,0.1412,-0.0464,-3.1428,0.1374,-0.0401,-3.2401,0.0673,0.0975777638604207,0.4314,0.3922,0.1961,2.6146,1,"Tomato_60_9"
26,27,0,0.1374,-0.0401,-3.2401,0.1363,-0.0199,-3.4391,0.0673,0.200025623358609,0.4314,0.3922,0.1961,2.7805,1,"Tomato_60_9"
27,28,0,0.1363,-0.0199,-3.4391,0.1286,-0.0169,-3.5026,0.0673,0.0640354589270667,0.4314,0.3922,0.1961,2.8338,1,"Tomato_60_9"
28,29,0,0.1286,-0.0169,-3.5026,0.0987,-0.0236,-3.6244,0.0673,0.125595143218199,0.4314,0.3922,0.1961,2.9384,1,"Tomato_60_9"
29,30,0,0.0987,-0.0236,-3.6244,0.0781,-0.0403,-3.8226,0.0673,0.199966222147642,0.4314,0.3922,0.1961,3.1056,1,"Tomato_60_9"
30,31,0,0.0781,-0.0403,-3.8226,0.0736,-0.045,-3.8833,0.0673,0.0610477681819739,0.4314,0.3922,0.1961,3.1568,1,"Tomato_60_9"
31,32,0,0.0736,-0.045,-3.8833,0.1197,-0.0535,-4.0777,0.0673,0.199972048046721,0.4314,0.3922,0.1961,3.3248,1,"Tomato_60_9"
32,33,0,0.1197,-0.0535,-4.0777,0.137,-0.0547,-4.1617,0.0673,0.085771382173776,0.4314,0.3922,0.1961,3.397,1,"Tomato_60_9"
33,34,0,0.137,-0.0547,-4.1617,0.1676,-0.0491,-4.3592,0.0673,0.199934914409665,0.4314,0.3922,0.1961,3.566,1,"Tomato_60_9"
34,35,0,0.1676,-0.0491,-4.3592,0.1752,-0.0459,-4.407,0.0673,0.0485060820928671,0.4314,0.3922,0.1961,3.6071,1,"Tomato_60_9"
35,36,0,0.1752,-0.0459,-4.407,0.1743,-0.0399,-4.6069,0.0673,0.199992049841988,0.4314,0.3922,0.1961,3.777,1,"Tomato_60_9"
36,37,0,0.1743,-0.0399,-4.6069,0.1713,-0.037,-4.6884,0.0673,0.0816067399177291,0.4314,0.3922,0.1961,3.8464,1,"Tomato_60_9"
