"node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","length","R","G","B","time","type","RSA_id"
0,1,0,0,0,0,-0.0067,-0.0244,-0.1984,0.0701,0.200007024876628,0.4314,0.3922,0.1961,0.0951,1,"Tomato_60_10"
1,2,0,-0.0067,-0.0244,-0.1984,-0.0069,-0.0258,-0.2098,0.0701,0.0114873843846195,0.4314,0.3922,0.1961,0.1006,1,"Tomato_60_10"
2,3,0,-0.0069,-0.0258,-0.2098,-0.0218,-0.0322,-0.4092,0.0701,0.200058316497965,0.4314,0.3922,0.1961,0.196,1,"Tomato_60_10"
3,4,0,-0.0218,-0.0322,-0.4092,-0.0259,-0.0339,-0.4689,0.0701,0.0598647642607903,0.4314,0.3922,0.1961,0.2247,1,"Tomato_60_10"
4,5,0,-0.0259,-0.0339,-0.4689,-0.0251,-0.0399,-0.6154,0.0701,0.146624997868713,0.4314,0.3922,0.1961,0.295,1,"Tomato_60_10"
5,6,0,-0.0251,-0.0399,-0.6154,-0.0268,-0.0417,-0.8154,0.0701,0.200015324412906,0.4314,0.3922,0.1961,0.3913,1,"Tomato_60_10"
6,7,0,-0.0268,-0.0417,-0.8154,-0.0258,-0.0442,-0.8953,0.0701,0.0799453563379387,0.4314,0.3922,0.1961,0.4299,1,"Tomato_60_10"
7,8,0,-0.0258,-0.0442,-0.8953,-0.025,-0.0508,-1.0952,0.0701,0.200010524723075,0.4314,0.3922,0.1961,0.5267,1,"Tomato_60_10"
8,9,0,-0.025,-0.0508,-1.0952,-0.025,-0.0509,-1.0988,0.0701,0.00360138862107387,0.4314,0.3922,0.1961,0.5285,1,"Tomato_60_10"
9,10,0,-0.025,-0.0509,-1.0988,-0.0108,-0.0497,-1.2983,0.0701,0.200008324826743,0.4314,0.3922,0.1961,0.6257,1,"Tomato_60_10"
10,11,0,-0.0108,-0.0497,-1.2983,-0.0062,-0.0494,-1.3599,0.0701,0.0617722429574968,0.4314,0.3922,0.1961,0.6558,1,"Tomato_60_10"
11,12,0,-0.0062,-0.0494,-1.3599,0.0061,-0.047,-1.5595,0.0701,0.199993024878369,0.4314,0.3922,0.1961,0.7536,1,"Tomato_60_10"
12,13,0,0.0061,-0.047,-1.5595,0.0128,-0.0504,-1.6642,0.0701,0.104969233587752,0.4314,0.3922,0.1961,0.805,1,"Tomato_60_10"
13,14,0,0.0128,-0.0504,-1.6642,0.0452,-0.0402,-1.8613,0.0701,0.200005524923688,0.4314,0.3922,0.1961,0.9034,1,"Tomato_60_10"
14,15,0,0.0452,-0.0402,-1.8613,0.0523,-0.0383,-1.9146,0.0701,0.0538043678524338,0.4314,0.3922,0.1961,0.9299,1,"Tomato_60_10"
15,16,0,0.0523,-0.0383,-1.9146,0.0475,-0.0192,-2.1136,0.0701,0.19997212305719,0.4314,0.3922,0.1961,1.0288,1,"Tomato_60_10"
16,17,0,0.0475,-0.0192,-2.1136,0.0484,-0.0146,-2.1624,0.0701,0.0490245856688253,0.4314,0.3922,0.1961,1.0531,1,"Tomato_60_10"
