"CS_id","name","type","value","id"
"B04_B_To_C01_Z20_01","Xylem","area","428.543",1
"B04_B_To_C01_Z20_01","Xylem","area","215.796",2
"B04_B_To_C01_Z20_01","Xylem","area","76.988",3
"B04_B_To_C01_Z20_01","Xylem","area","167.926",4
"B04_B_To_C01_Z20_01","Xylem","area","85.068",5
"B04_B_To_C01_Z20_01","Xylem","area","60.219",6
"B04_B_To_C01_Z20_01","Xylem","XM","266.547",7
"B04_B_To_C01_Z20_01","Xylem","XM","253.858",8
"B04_B_To_C01_Z20_01","Xylem","XM","243.961",9
"B04_B_To_C01_Z20_01","Xylem","XM","280.949",10
"B04_B_To_C01_Z20_01","Xylem","XM","289.803",11
"B04_B_To_C01_Z20_01","Xylem","XM","298.71",12
"B04_B_To_C01_Z20_01","Xylem","YM","212.226",13
"B04_B_To_C01_Z20_01","Xylem","YM","196.315",14
"B04_B_To_C01_Z20_01","Xylem","YM","187.112",15
"B04_B_To_C01_Z20_01","Xylem","YM","226.042",16
"B04_B_To_C01_Z20_01","Xylem","YM","235.822",17
"B04_B_To_C01_Z20_01","Xylem","YM","239.925",18
"B04_B_To_C01_Z20_01","Parenchyma","area","37.198",19
"B04_B_To_C01_Z20_01","Parenchyma","area","30.109",20
"B04_B_To_C01_Z20_01","Parenchyma","area","26.908",21
"B04_B_To_C01_Z20_01","Parenchyma","area","17.761",22
"B04_B_To_C01_Z20_01","Parenchyma","area","31.939",23
"B04_B_To_C01_Z20_01","Parenchyma","area","36.055",24
"B04_B_To_C01_Z20_01","Parenchyma","area","34.073",25
"B04_B_To_C01_Z20_01","Parenchyma","area","36.055",26
"B04_B_To_C01_Z20_01","Parenchyma","area","29.118",27
"B04_B_To_C01_Z20_01","Parenchyma","area","30.719",28
"B04_B_To_C01_Z20_01","Parenchyma","area","25.917",29
"B04_B_To_C01_Z20_01","Parenchyma","area","25.993",30
"B04_B_To_C01_Z20_01","Parenchyma","XM","259.467",31
"B04_B_To_C01_Z20_01","Parenchyma","XM","254.955",32
"B04_B_To_C01_Z20_01","Parenchyma","XM","252.475",33
"B04_B_To_C01_Z20_01","Parenchyma","XM","249.907",34
"B04_B_To_C01_Z20_01","Parenchyma","XM","243.167",35
"B04_B_To_C01_Z20_01","Parenchyma","XM","276.479",36
"B04_B_To_C01_Z20_01","Parenchyma","XM","282.468",37
"B04_B_To_C01_Z20_01","Parenchyma","XM","283.469",38
"B04_B_To_C01_Z20_01","Parenchyma","XM","288.796",39
"B04_B_To_C01_Z20_01","Parenchyma","XM","290.253",40
"B04_B_To_C01_Z20_01","Parenchyma","XM","292.777",41
"B04_B_To_C01_Z20_01","Parenchyma","XM","297.039",42
"B04_B_To_C01_Z20_01","Parenchyma","YM","225.337",43
"B04_B_To_C01_Z20_01","Parenchyma","YM","228.893",44
"B04_B_To_C01_Z20_01","Parenchyma","YM","233.472",45
"B04_B_To_C01_Z20_01","Parenchyma","YM","236.641",46
"B04_B_To_C01_Z20_01","Parenchyma","YM","240.081",47
"B04_B_To_C01_Z20_01","Parenchyma","YM","203.744",48
"B04_B_To_C01_Z20_01","Parenchyma","YM","204.587",49
"B04_B_To_C01_Z20_01","Parenchyma","YM","196.409",50
"B04_B_To_C01_Z20_01","Parenchyma","YM","195.512",51
"B04_B_To_C01_Z20_01","Parenchyma","YM","188.723",52
"B04_B_To_C01_Z20_01","Parenchyma","YM","184.162",53
"B04_B_To_C01_Z20_01","Parenchyma","YM","182.387",54
"B04_B_To_C01_Z20_01","Phloem","area","30.1",55
"B04_B_To_C01_Z20_01","Phloem","XM","0",56
"B04_B_To_C01_Z20_01","Phloem","YM","0",57
"B04_B_To_C01_Z20_01","Phloem","length","5.745",58
"B04_B_To_C01_Z20_01","Pericycle","area","106.564",59
"B04_B_To_C01_Z20_01","Pericycle","area","78.97",60
"B04_B_To_C01_Z20_01","Pericycle","area","91.243",61
"B04_B_To_C01_Z20_01","Pericycle","area","100.695",62
"B04_B_To_C01_Z20_01","Pericycle","area","82.553",63
"B04_B_To_C01_Z20_01","Pericycle","area","137.588",64
"B04_B_To_C01_Z20_01","Pericycle","area","140.789",65
"B04_B_To_C01_Z20_01","Pericycle","area","204.362",66
"B04_B_To_C01_Z20_01","Pericycle","area","148.564",67
"B04_B_To_C01_Z20_01","Pericycle","area","138.35",68
"B04_B_To_C01_Z20_01","Pericycle","area","85.754",69
"B04_B_To_C01_Z20_01","Pericycle","XM","229.455",70
"B04_B_To_C01_Z20_01","Pericycle","XM","227.454",71
"B04_B_To_C01_Z20_01","Pericycle","XM","230.682",72
"B04_B_To_C01_Z20_01","Pericycle","XM","246.008",73
"B04_B_To_C01_Z20_01","Pericycle","XM","267.16",74
"B04_B_To_C01_Z20_01","Pericycle","XM","287.452",75
"B04_B_To_C01_Z20_01","Pericycle","XM","306.887",76
"B04_B_To_C01_Z20_01","Pericycle","XM","315.115",77
"B04_B_To_C01_Z20_01","Pericycle","XM","319.747",78
"B04_B_To_C01_Z20_01","Pericycle","XM","231.668",79
"B04_B_To_C01_Z20_01","Pericycle","XM","295.523",80
"B04_B_To_C01_Z20_01","Pericycle","YM","222.125",81
"B04_B_To_C01_Z20_01","Pericycle","YM","202.821",82
"B04_B_To_C01_Z20_01","Pericycle","YM","180.107",83
"B04_B_To_C01_Z20_01","Pericycle","YM","164.831",84
"B04_B_To_C01_Z20_01","Pericycle","YM","165.378",85
"B04_B_To_C01_Z20_01","Pericycle","YM","167.178",86
"B04_B_To_C01_Z20_01","Pericycle","YM","181.39",87
"B04_B_To_C01_Z20_01","Pericycle","YM","204.692",88
"B04_B_To_C01_Z20_01","Pericycle","YM","229.615",89
"B04_B_To_C01_Z20_01","Pericycle","YM","245.01",90
"B04_B_To_C01_Z20_01","Pericycle","YM","257.693",91
"B04_B_To_C01_Z20_01","Pericycle","length","13.573",92
"B04_B_To_C01_Z20_01","Pericycle","length","15.978",93
"B04_B_To_C01_Z20_01","Pericycle","length","12.604",94
"B04_B_To_C01_Z20_01","Pericycle","length","11.977",95
"B04_B_To_C01_Z20_01","Pericycle","length","10.495",96
"B04_B_To_C01_Z20_01","Pericycle","length","10.654",97
"B04_B_To_C01_Z20_01","Pericycle","length","9.403",98
"B04_B_To_C01_Z20_01","Pericycle","length","9.115",99
"B04_B_To_C01_Z20_01","Pericycle","length","12.301",100
"B04_B_To_C01_Z20_01","Pericycle","length","13.032",101
"B04_B_To_C01_Z20_01","Pericycle","length","10.182",102
"B04_B_To_C01_Z20_01","Endodermis","area","223.495",103
"B04_B_To_C01_Z20_01","Endodermis","area","307.343",104
"B04_B_To_C01_Z20_01","Endodermis","area","166.859",105
"B04_B_To_C01_Z20_01","Endodermis","area","228.754",106
"B04_B_To_C01_Z20_01","Endodermis","area","257.949",107
"B04_B_To_C01_Z20_01","Endodermis","area","151.766",108
"B04_B_To_C01_Z20_01","Endodermis","area","193.004",109
"B04_B_To_C01_Z20_01","Endodermis","area","366.647",110
"B04_B_To_C01_Z20_01","Endodermis","area","163.886",111
"B04_B_To_C01_Z20_01","Endodermis","area","196.129",112
"B04_B_To_C01_Z20_01","Endodermis","XM","217.439",113
"B04_B_To_C01_Z20_01","Endodermis","XM","215.669",114
"B04_B_To_C01_Z20_01","Endodermis","XM","224.753",115
"B04_B_To_C01_Z20_01","Endodermis","XM","255.958",116
"B04_B_To_C01_Z20_01","Endodermis","XM","289.626",117
"B04_B_To_C01_Z20_01","Endodermis","XM","329.802",118
"B04_B_To_C01_Z20_01","Endodermis","XM","330.515",119
"B04_B_To_C01_Z20_01","Endodermis","XM","317.182",120
"B04_B_To_C01_Z20_01","Endodermis","XM","283.648",121
"B04_B_To_C01_Z20_01","Endodermis","XM","247.786",122
"B04_B_To_C01_Z20_01","Endodermis","YM","182.295",123
"B04_B_To_C01_Z20_01","Endodermis","YM","221.171",124
"B04_B_To_C01_Z20_01","Endodermis","YM","254.35",125
"B04_B_To_C01_Z20_01","Endodermis","YM","270.617",126
"B04_B_To_C01_Z20_01","Endodermis","YM","269.517",127
"B04_B_To_C01_Z20_01","Endodermis","YM","238.418",128
"B04_B_To_C01_Z20_01","Endodermis","YM","209.887",129
"B04_B_To_C01_Z20_01","Endodermis","YM","172.19",130
"B04_B_To_C01_Z20_01","Endodermis","YM","153.823",131
"B04_B_To_C01_Z20_01","Endodermis","YM","151.003",132
"B04_B_To_C01_Z20_01","Endodermis","length","13.741",133
"B04_B_To_C01_Z20_01","Endodermis","length","13.324",134
"B04_B_To_C01_Z20_01","Endodermis","length","9.663",135
"B04_B_To_C01_Z20_01","Endodermis","length","13.324",136
"B04_B_To_C01_Z20_01","Endodermis","length","14.078",137
"B04_B_To_C01_Z20_01","Endodermis","length","10.249",138
"B04_B_To_C01_Z20_01","Endodermis","length","12.858",139
"B04_B_To_C01_Z20_01","Endodermis","length","15.545",140
"B04_B_To_C01_Z20_01","Endodermis","length","10.582",141
"B04_B_To_C01_Z20_01","Endodermis","length","13.596",142
"B04_B_To_C01_Z20_01","Cortex","area","445.16",143
"B04_B_To_C01_Z20_01","Cortex","area","578.86",144
"B04_B_To_C01_Z20_01","Cortex","area","354.832",145
"B04_B_To_C01_Z20_01","Cortex","area","395.156",146
"B04_B_To_C01_Z20_01","Cortex","area","536.631",147
"B04_B_To_C01_Z20_01","Cortex","area","364.132",148
"B04_B_To_C01_Z20_01","Cortex","XM","329.195",149
"B04_B_To_C01_Z20_01","Cortex","XM","343.092",150
"B04_B_To_C01_Z20_01","Cortex","XM","356.298",151
"B04_B_To_C01_Z20_01","Cortex","XM","199.374",152
"B04_B_To_C01_Z20_01","Cortex","XM","178.835",153
"B04_B_To_C01_Z20_01","Cortex","XM","159.985",154
"B04_B_To_C01_Z20_01","Cortex","YM","159.786",155
"B04_B_To_C01_Z20_01","Cortex","YM","147.149",156
"B04_B_To_C01_Z20_01","Cortex","YM","132.961",157
"B04_B_To_C01_Z20_01","Cortex","YM","224.641",158
"B04_B_To_C01_Z20_01","Cortex","YM","227.503",159
"B04_B_To_C01_Z20_01","Cortex","YM","236.971",160
"B04_B_To_C01_Z20_01","Cortex","length","20.05",161
"B04_B_To_C01_Z20_01","Cortex","length","19.796",162
"B04_B_To_C01_Z20_01","Cortex","length","18.283",163
"B04_B_To_C01_Z20_01","Cortex","length","18.664",164
"B04_B_To_C01_Z20_01","Cortex","length","21.288",165
"B04_B_To_C01_Z20_01","Cortex","length","18.355",166
"B04_B_To_C01_Z20_01","Exodermis","area","558.051",167
"B04_B_To_C01_Z20_01","Exodermis","area","435.403",168
"B04_B_To_C01_Z20_01","Exodermis","area","445.541",169
"B04_B_To_C01_Z20_01","Exodermis","area","610.799",170
"B04_B_To_C01_Z20_01","Exodermis","area","337.757",171
"B04_B_To_C01_Z20_01","Exodermis","area","501.491",172
"B04_B_To_C01_Z20_01","Exodermis","area","482.434",173
"B04_B_To_C01_Z20_01","Exodermis","area","556.755",174
"B04_B_To_C01_Z20_01","Exodermis","XM","253.814",175
"B04_B_To_C01_Z20_01","Exodermis","XM","213.663",176
"B04_B_To_C01_Z20_01","Exodermis","XM","177.118",177
"B04_B_To_C01_Z20_01","Exodermis","XM","149.428",178
"B04_B_To_C01_Z20_01","Exodermis","XM","138.292",179
"B04_B_To_C01_Z20_01","Exodermis","XM","143.074",180
"B04_B_To_C01_Z20_01","Exodermis","XM","392.985",181
"B04_B_To_C01_Z20_01","Exodermis","XM","358.696",182
"B04_B_To_C01_Z20_01","Exodermis","YM","348.594",183
"B04_B_To_C01_Z20_01","Exodermis","YM","332.234",184
"B04_B_To_C01_Z20_01","Exodermis","YM","302.293",185
"B04_B_To_C01_Z20_01","Exodermis","YM","256.96",186
"B04_B_To_C01_Z20_01","Exodermis","YM","214.899",187
"B04_B_To_C01_Z20_01","Exodermis","YM","170.818",188
"B04_B_To_C01_Z20_01","Exodermis","YM","271.32",189
"B04_B_To_C01_Z20_01","Exodermis","YM","313.111",190
"B04_B_To_C01_Z20_01","Exodermis","length","25.848",191
"B04_B_To_C01_Z20_01","Exodermis","length","23.303",192
"B04_B_To_C01_Z20_01","Exodermis","length","20.109",193
"B04_B_To_C01_Z20_01","Exodermis","length","26.762",194
"B04_B_To_C01_Z20_01","Exodermis","length","20.824",195
"B04_B_To_C01_Z20_01","Exodermis","length","20.99",196
"B04_B_To_C01_Z20_01","Exodermis","length","25.678",197
"B04_B_To_C01_Z20_01","Exodermis","length","27.169",198
"B04_B_To_C01_Z20_01","Epidermis","area","173.948",199
"B04_B_To_C01_Z20_01","Epidermis","area","156.568",200
"B04_B_To_C01_Z20_01","Epidermis","area","177.073",201
"B04_B_To_C01_Z20_01","Epidermis","area","189.498",202
"B04_B_To_C01_Z20_01","Epidermis","XM","139.375",203
"B04_B_To_C01_Z20_01","Epidermis","XM","131.634",204
"B04_B_To_C01_Z20_01","Epidermis","XM","363.153",205
"B04_B_To_C01_Z20_01","Epidermis","XM","298.108",206
"B04_B_To_C01_Z20_01","Epidermis","YM","147.28",207
"B04_B_To_C01_Z20_01","Epidermis","YM","262.478",208
"B04_B_To_C01_Z20_01","Epidermis","YM","99.273",209
"B04_B_To_C01_Z20_01","Epidermis","YM","69.734",210
"B04_B_To_C01_Z20_01","Epidermis","length","15.087",211
"B04_B_To_C01_Z20_01","Epidermis","length","10.513",212
"B04_B_To_C01_Z20_01","Epidermis","length","13.928",213
"B04_B_To_C01_Z20_01","Epidermis","length","17.144",214
"B04_B_To_C01_Z20_01","Stele","area","9106.644",215
"B04_B_To_C01_Z20_01","Stele","XM","270.132",216
"B04_B_To_C01_Z20_01","Stele","YM","214.979",217
"B04_B_To_C01_Z20_01","Barriers","type","endodermis",218
"B04_B_To_C01_Z20_01","Barriers","type","exodermis",219
"B04_B_To_C01_Z20_01","Barriers","stage","1",220
"B04_B_To_C01_Z20_01","Barriers","stage","0",221
"B04_B_To_C01_Z20_01","stele","nLayers","9",222
"B04_B_To_C01_Z20_01","stele","radius","58.1",223
"B04_B_To_C01_Z20_01","pericycle","nLayers","1",224
"B04_B_To_C01_Z20_01","pericycle","radius","0",225
"B04_B_To_C01_Z20_01","endodermis","nLayers","1",226
"B04_B_To_C01_Z20_01","endodermis","radius","0",227
"B04_B_To_C01_Z20_01","cortex","nLayers","3",228
"B04_B_To_C01_Z20_01","cortex","radius","97.3",229
"B04_B_To_C01_Z20_01","epidermis","nLayers","1",230
"B04_B_To_C01_Z20_01","epidermis","radius","0",231
"B04_B_To_C01_Z20_01","exodermis","nLayers","1",232
"B04_B_To_C01_Z20_01","exodermis","radius","0",233
"B04_B_To_C01_Z20_01","phloem","nLayers","0",234
"B04_B_To_C01_Z20_01","phloem","radius","0",235
"B04_B_To_C03_Z20_01","Xylem","area","347.286",236
"B04_B_To_C03_Z20_01","Xylem","area","174.405",237
"B04_B_To_C03_Z20_01","Xylem","area","161.98",238
"B04_B_To_C03_Z20_01","Xylem","area","89.718",239
"B04_B_To_C03_Z20_01","Xylem","area","58.694",240
"B04_B_To_C03_Z20_01","Xylem","XM","261.284",241
"B04_B_To_C03_Z20_01","Xylem","XM","258.367",242
"B04_B_To_C03_Z20_01","Xylem","XM","266.926",243
"B04_B_To_C03_Z20_01","Xylem","XM","271.308",244
"B04_B_To_C03_Z20_01","Xylem","XM","277.047",245
"B04_B_To_C03_Z20_01","Xylem","YM","235.209",246
"B04_B_To_C03_Z20_01","Xylem","YM","216.137",247
"B04_B_To_C03_Z20_01","Xylem","YM","253.856",248
"B04_B_To_C03_Z20_01","Xylem","YM","266.526",249
"B04_B_To_C03_Z20_01","Xylem","YM","274.246",250
"B04_B_To_C03_Z20_01","Parenchyma","area","39.256",251
"B04_B_To_C03_Z20_01","Parenchyma","area","57.169",252
"B04_B_To_C03_Z20_01","Parenchyma","area","35.521",253
"B04_B_To_C03_Z20_01","Parenchyma","area","29.957",254
"B04_B_To_C03_Z20_01","Parenchyma","area","39.104",255
"B04_B_To_C03_Z20_01","Parenchyma","area","52.367",256
"B04_B_To_C03_Z20_01","Parenchyma","area","31.176",257
"B04_B_To_C03_Z20_01","Parenchyma","area","30.338",258
"B04_B_To_C03_Z20_01","Parenchyma","area","30.338",259
"B04_B_To_C03_Z20_01","Parenchyma","area","39.79",260
"B04_B_To_C03_Z20_01","Parenchyma","area","42.839",261
"B04_B_To_C03_Z20_01","Parenchyma","area","35.216",262
"B04_B_To_C03_Z20_01","Parenchyma","area","41.01",263
"B04_B_To_C03_Z20_01","Parenchyma","area","35.445",264
"B04_B_To_C03_Z20_01","Parenchyma","XM","272.426",265
"B04_B_To_C03_Z20_01","Parenchyma","XM","276.672",266
"B04_B_To_C03_Z20_01","Parenchyma","XM","282.334",267
"B04_B_To_C03_Z20_01","Parenchyma","XM","287.62",268
"B04_B_To_C03_Z20_01","Parenchyma","XM","293.009",269
"B04_B_To_C03_Z20_01","Parenchyma","XM","250.338",270
"B04_B_To_C03_Z20_01","Parenchyma","XM","244.141",271
"B04_B_To_C03_Z20_01","Parenchyma","XM","239.542",272
"B04_B_To_C03_Z20_01","Parenchyma","XM","239.542",273
"B04_B_To_C03_Z20_01","Parenchyma","XM","234.74",274
"B04_B_To_C03_Z20_01","Parenchyma","XM","228.126",275
"B04_B_To_C03_Z20_01","Parenchyma","XM","255.106",276
"B04_B_To_C03_Z20_01","Parenchyma","XM","253.943",277
"B04_B_To_C03_Z20_01","Parenchyma","XM","251.911",278
"B04_B_To_C03_Z20_01","Parenchyma","YM","233.38",279
"B04_B_To_C03_Z20_01","Parenchyma","YM","227.709",280
"B04_B_To_C03_Z20_01","Parenchyma","YM","224.463",281
"B04_B_To_C03_Z20_01","Parenchyma","YM","221.505",282
"B04_B_To_C03_Z20_01","Parenchyma","YM","219.357",283
"B04_B_To_C03_Z20_01","Parenchyma","YM","242.399",284
"B04_B_To_C03_Z20_01","Parenchyma","YM","242.757",285
"B04_B_To_C03_Z20_01","Parenchyma","YM","246.019",286
"B04_B_To_C03_Z20_01","Parenchyma","YM","246.019",287
"B04_B_To_C03_Z20_01","Parenchyma","YM","251.262",288
"B04_B_To_C03_Z20_01","Parenchyma","YM","251.57",289
"B04_B_To_C03_Z20_01","Parenchyma","YM","205.389",290
"B04_B_To_C03_Z20_01","Parenchyma","YM","200.13",291
"B04_B_To_C03_Z20_01","Parenchyma","YM","194.222",292
"B04_B_To_C03_Z20_01","Phloem","area","38.5",293
"B04_B_To_C03_Z20_01","Phloem","XM","0",294
"B04_B_To_C03_Z20_01","Phloem","YM","0",295
"B04_B_To_C03_Z20_01","Phloem","length","7",296
"B04_B_To_C03_Z20_01","Pericycle","area","116.016",297
"B04_B_To_C03_Z20_01","Pericycle","area","204.591",298
"B04_B_To_C03_Z20_01","Pericycle","area","126.002",299
"B04_B_To_C03_Z20_01","Pericycle","area","94.978",300
"B04_B_To_C03_Z20_01","Pericycle","area","71.348",301
"B04_B_To_C03_Z20_01","Pericycle","area","83.544",302
"B04_B_To_C03_Z20_01","Pericycle","area","97.722",303
"B04_B_To_C03_Z20_01","Pericycle","area","152.681",304
"B04_B_To_C03_Z20_01","Pericycle","area","89.108",305
"B04_B_To_C03_Z20_01","Pericycle","area","156.416",306
"B04_B_To_C03_Z20_01","Pericycle","area","81.409",307
"B04_B_To_C03_Z20_01","Pericycle","area","47.717",308
"B04_B_To_C03_Z20_01","Pericycle","area","101.99",309
"B04_B_To_C03_Z20_01","Pericycle","area","80.114",310
"B04_B_To_C03_Z20_01","Pericycle","XM","224.816",311
"B04_B_To_C03_Z20_01","Pericycle","XM","213.935",312
"B04_B_To_C03_Z20_01","Pericycle","XM","224.993",313
"B04_B_To_C03_Z20_01","Pericycle","XM","231.839",314
"B04_B_To_C03_Z20_01","Pericycle","XM","245.063",315
"B04_B_To_C03_Z20_01","Pericycle","XM","267.344",316
"B04_B_To_C03_Z20_01","Pericycle","XM","284.384",317
"B04_B_To_C03_Z20_01","Pericycle","XM","300.581",318
"B04_B_To_C03_Z20_01","Pericycle","XM","310.022",319
"B04_B_To_C03_Z20_01","Pericycle","XM","307.338",320
"B04_B_To_C03_Z20_01","Pericycle","XM","300.077",321
"B04_B_To_C03_Z20_01","Pericycle","XM","283.456",322
"B04_B_To_C03_Z20_01","Pericycle","XM","265.53",323
"B04_B_To_C03_Z20_01","Pericycle","XM","248.121",324
"B04_B_To_C03_Z20_01","Pericycle","YM","269.974",325
"B04_B_To_C03_Z20_01","Pericycle","YM","247.327",326
"B04_B_To_C03_Z20_01","Pericycle","YM","224.587",327
"B04_B_To_C03_Z20_01","Pericycle","YM","206.506",328
"B04_B_To_C03_Z20_01","Pericycle","YM","188.761",329
"B04_B_To_C03_Z20_01","Pericycle","YM","184.694",330
"B04_B_To_C03_Z20_01","Pericycle","YM","197.802",331
"B04_B_To_C03_Z20_01","Pericycle","YM","210.614",332
"B04_B_To_C03_Z20_01","Pericycle","YM","232.518",333
"B04_B_To_C03_Z20_01","Pericycle","YM","254.075",334
"B04_B_To_C03_Z20_01","Pericycle","YM","278.649",335
"B04_B_To_C03_Z20_01","Pericycle","YM","286.17",336
"B04_B_To_C03_Z20_01","Pericycle","YM","288.162",337
"B04_B_To_C03_Z20_01","Pericycle","YM","283.723",338
"B04_B_To_C03_Z20_01","Pericycle","length","12.938",339
"B04_B_To_C03_Z20_01","Pericycle","length","14.911",340
"B04_B_To_C03_Z20_01","Pericycle","length","13.172",341
"B04_B_To_C03_Z20_01","Pericycle","length","8.669",342
"B04_B_To_C03_Z20_01","Pericycle","length","7.162",343
"B04_B_To_C03_Z20_01","Pericycle","length","10.215",344
"B04_B_To_C03_Z20_01","Pericycle","length","12.501",345
"B04_B_To_C03_Z20_01","Pericycle","length","15.064",346
"B04_B_To_C03_Z20_01","Pericycle","length","11.047",347
"B04_B_To_C03_Z20_01","Pericycle","length","12",348
"B04_B_To_C03_Z20_01","Pericycle","length","9.277",349
"B04_B_To_C03_Z20_01","Pericycle","length","6.374",350
"B04_B_To_C03_Z20_01","Pericycle","length","10.23",351
"B04_B_To_C03_Z20_01","Pericycle","length","9.604",352
"B04_B_To_C03_Z20_01","Endodermis","area","144.601",353
"B04_B_To_C03_Z20_01","Endodermis","area","186.677",354
"B04_B_To_C03_Z20_01","Endodermis","area","207.258",355
"B04_B_To_C03_Z20_01","Endodermis","area","213.128",356
"B04_B_To_C03_Z20_01","Endodermis","area","160.837",357
"B04_B_To_C03_Z20_01","Endodermis","area","154.663",358
"B04_B_To_C03_Z20_01","Endodermis","area","147.726",359
"B04_B_To_C03_Z20_01","Endodermis","area","170.746",360
"B04_B_To_C03_Z20_01","Endodermis","area","205.886",361
"B04_B_To_C03_Z20_01","Endodermis","area","226.315",362
"B04_B_To_C03_Z20_01","Endodermis","area","204.133",363
"B04_B_To_C03_Z20_01","Endodermis","XM","211.222",364
"B04_B_To_C03_Z20_01","Endodermis","XM","223.361",365
"B04_B_To_C03_Z20_01","Endodermis","XM","246.423",366
"B04_B_To_C03_Z20_01","Endodermis","XM","277.105",367
"B04_B_To_C03_Z20_01","Endodermis","XM","305.55",368
"B04_B_To_C03_Z20_01","Endodermis","XM","319.814",369
"B04_B_To_C03_Z20_01","Endodermis","XM","316.741",370
"B04_B_To_C03_Z20_01","Endodermis","XM","301.756",371
"B04_B_To_C03_Z20_01","Endodermis","XM","269.961",372
"B04_B_To_C03_Z20_01","Endodermis","XM","237.875",373
"B04_B_To_C03_Z20_01","Endodermis","XM","201.263",374
"B04_B_To_C03_Z20_01","Endodermis","YM","224.087",375
"B04_B_To_C03_Z20_01","Endodermis","YM","197.51",376
"B04_B_To_C03_Z20_01","Endodermis","YM","177.468",377
"B04_B_To_C03_Z20_01","Endodermis","YM","176.322",378
"B04_B_To_C03_Z20_01","Endodermis","YM","198.19",379
"B04_B_To_C03_Z20_01","Endodermis","YM","229.898",380
"B04_B_To_C03_Z20_01","Endodermis","YM","264.656",381
"B04_B_To_C03_Z20_01","Endodermis","YM","290.337",382
"B04_B_To_C03_Z20_01","Endodermis","YM","300.362",383
"B04_B_To_C03_Z20_01","Endodermis","YM","292.66",384
"B04_B_To_C03_Z20_01","Endodermis","YM","254.477",385
"B04_B_To_C03_Z20_01","Endodermis","length","15.195",386
"B04_B_To_C03_Z20_01","Endodermis","length","12.748",387
"B04_B_To_C03_Z20_01","Endodermis","length","11.414",388
"B04_B_To_C03_Z20_01","Endodermis","length","13.172",389
"B04_B_To_C03_Z20_01","Endodermis","length","7.775",390
"B04_B_To_C03_Z20_01","Endodermis","length","12.123",391
"B04_B_To_C03_Z20_01","Endodermis","length","14.942",392
"B04_B_To_C03_Z20_01","Endodermis","length","14.412",393
"B04_B_To_C03_Z20_01","Endodermis","length","13.116",394
"B04_B_To_C03_Z20_01","Endodermis","length","11.36",395
"B04_B_To_C03_Z20_01","Endodermis","length","10.992",396
"B04_B_To_C03_Z20_01","Cortex","area","257.339",397
"B04_B_To_C03_Z20_01","Cortex","area","334.861",398
"B04_B_To_C03_Z20_01","Cortex","area","569.027",399
"B04_B_To_C03_Z20_01","Cortex","area","242.246",400
"B04_B_To_C03_Z20_01","Cortex","area","333.489",401
"B04_B_To_C03_Z20_01","Cortex","area","566.054",402
"B04_B_To_C03_Z20_01","Cortex","area","146.659",403
"B04_B_To_C03_Z20_01","Cortex","area","268.773",404
"B04_B_To_C03_Z20_01","Cortex","area","554.315",405
"B04_B_To_C03_Z20_01","Cortex","area","503.549",406
"B04_B_To_C03_Z20_01","Cortex","area","285.009",407
"B04_B_To_C03_Z20_01","Cortex","area","301.702",408
"B04_B_To_C03_Z20_01","Cortex","area","312.45",409
"B04_B_To_C03_Z20_01","Cortex","XM","324.252",410
"B04_B_To_C03_Z20_01","Cortex","XM","338.038",411
"B04_B_To_C03_Z20_01","Cortex","XM","355.762",412
"B04_B_To_C03_Z20_01","Cortex","XM","368.338",413
"B04_B_To_C03_Z20_01","Cortex","XM","289.706",414
"B04_B_To_C03_Z20_01","Cortex","XM","294.512",415
"B04_B_To_C03_Z20_01","Cortex","XM","306.74",416
"B04_B_To_C03_Z20_01","Cortex","XM","242.563",417
"B04_B_To_C03_Z20_01","Cortex","XM","235.116",418
"B04_B_To_C03_Z20_01","Cortex","XM","225.994",419
"B04_B_To_C03_Z20_01","Cortex","XM","188.681",420
"B04_B_To_C03_Z20_01","Cortex","XM","173.157",421
"B04_B_To_C03_Z20_01","Cortex","XM","156.417",422
"B04_B_To_C03_Z20_01","Cortex","YM","206.024",423
"B04_B_To_C03_Z20_01","Cortex","YM","201.084",424
"B04_B_To_C03_Z20_01","Cortex","YM","195.31",425
"B04_B_To_C03_Z20_01","Cortex","YM","182.127",426
"B04_B_To_C03_Z20_01","Cortex","YM","312.213",427
"B04_B_To_C03_Z20_01","Cortex","YM","331.955",428
"B04_B_To_C03_Z20_01","Cortex","YM","346.056",429
"B04_B_To_C03_Z20_01","Cortex","YM","163.848",430
"B04_B_To_C03_Z20_01","Cortex","YM","146.852",431
"B04_B_To_C03_Z20_01","Cortex","YM","127.134",432
"B04_B_To_C03_Z20_01","Cortex","YM","258.147",433
"B04_B_To_C03_Z20_01","Cortex","YM","255.042",434
"B04_B_To_C03_Z20_01","Cortex","YM","256.364",435
"B04_B_To_C03_Z20_01","Cortex","length","17.385",436
"B04_B_To_C03_Z20_01","Cortex","length","24.277",437
"B04_B_To_C03_Z20_01","Cortex","length","11.279",438
"B04_B_To_C03_Z20_01","Cortex","length","13.09",439
"B04_B_To_C03_Z20_01","Cortex","length","14.578",440
"B04_B_To_C03_Z20_01","Cortex","length","20.358",441
"B04_B_To_C03_Z20_01","Cortex","length","13.258",442
"B04_B_To_C03_Z20_01","Cortex","length","14.078",443
"B04_B_To_C03_Z20_01","Cortex","length","22.513",444
"B04_B_To_C03_Z20_01","Cortex","length","21.361",445
"B04_B_To_C03_Z20_01","Cortex","length","15.776",446
