"a","x","r","M2","M3","T1","T2","T3","kAQP","M2_kAQP","M3_kAQP","T1_kAQP","T2_kAQP","T3_kAQP"
7.37147175018327e-08,9.15481946263462e-10,-1.28369108115777e-07,-1.52953771170234e-08,-1.89254200095626e-08,-9.94434600565029e-09,-1.07802336671941e-08,-2.1771477833448e-08,0.0567493334192968,-0.0473601303892115,-0.0449913649591178,-0.0170365543110719,-0.0223357841134349,-0.0487032696286576
