"root","x","Barrier","Kr","Kx","kAQP","perimeter","kr","radius","Barrier_Name"
"root14",12,"b6",8.25958925480071e-12,1.34689604863043e-10,3.472e-07,0.149376562313152,5.52937430537822e-08,0.237740182742127,"T2"
"root14",12,"b8",5.40327491760522e-12,1.34689604863043e-10,3.472e-07,0.149376562313152,3.617217342489e-08,0.237740182742127,"T3"
"root14",12,"b9",8.58811347610449e-12,1.34689604863043e-10,3.472e-07,0.149376562313152,5.74930453821827e-08,0.237740182742127,"T1"
"root14",12,"b1",1.14696234184621e-11,1.34689604863043e-10,4.63e-07,0.149376562313152,7.67832867542988e-08,0.237740182742127,"M1"
"root14",12,"b3",6.4783673059421e-12,1.34689604863043e-10,4.63e-07,0.149376562313152,4.3369369368408e-08,0.237740182742127,"M2"
"root14",12,"b4",6.19704701571295e-12,1.34689604863043e-10,4.63e-07,0.149376562313152,4.14860733153137e-08,0.237740182742127,"M3"
"root14",12,"b6",8.91658723629354e-12,1.34689604863043e-10,4.63e-07,0.149376562313152,5.96920098991224e-08,0.237740182742127,"T2"
"root14",12,"b8",5.57699412187066e-12,1.34689604863043e-10,4.63e-07,0.149376562313152,3.73351350138791e-08,0.237740182742127,"T3"
"root14",12,"b9",9.32077526033339e-12,1.34689604863043e-10,4.63e-07,0.149376562313152,6.23978428476174e-08,0.237740182742127,"T1"
"root14",12,"b1",1.23124943786255e-11,1.34689604863043e-10,5.787e-07,0.149376562313152,8.24258785177668e-08,0.237740182742127,"M1"
"root14",12,"b3",6.62954515825422e-12,1.34689604863043e-10,5.787e-07,0.149376562313152,4.43814280874672e-08,0.237740182742127,"M2"
"root14",12,"b4",6.38244481861954e-12,1.34689604863043e-10,5.787e-07,0.149376562313152,4.27272171737319e-08,0.237740182742127,"M3"
"root14",12,"b6",9.46259904135611e-12,1.34689604863043e-10,5.787e-07,0.149376562313152,6.33472808238737e-08,0.237740182742127,"T2"
"root14",12,"b8",5.70481610544823e-12,1.34689604863043e-10,5.787e-07,0.149376562313152,3.81908380880308e-08,0.237740182742127,"T3"
"root14",12,"b9",9.94135914554295e-12,1.34689604863043e-10,5.787e-07,0.149376562313152,6.65523358657964e-08,0.237740182742127,"T1"
"root14",12,"b1",1.30779935804131e-11,1.34689604863043e-10,6.944e-07,0.149376562313152,8.75505057680769e-08,0.237740182742127,"M1"
"root14",12,"b3",6.75379919174712e-12,1.34689604863043e-10,6.944e-07,0.149376562313152,4.5213245553131e-08,0.237740182742127,"M2"
"root14",12,"b4",6.53362700224884e-12,1.34689604863043e-10,6.944e-07,0.149376562313152,4.37393048887535e-08,0.237740182742127,"M3"
