"Name","Barrier","Kr","Kx","perimeter"
"P12_D2_To_C03_Z20_06","b0",0.000208306565681447,1.00930773518899,0.138226040510678
"P12_D2_To_C03_Z20_06","b1",0.00010767389944694,1.00930773518899,0.138226040510678
"P12_D2_To_C03_Z20_06","b2",5.62160616630714e-05,1.00930773518899,0.138226040510678
"P12_D2_To_C03_Z20_06","b3",5.62160616630714e-05,1.00930773518899,0.138226040510678
"P12_D2_To_C03_Z20_06","b4",5.22984589785781e-05,1.00930773518899,0.138226040510678
"P12_D2_To_C03_Z20_06","b5",9.4017523018641e-05,1.00930773518899,0.138226040510678
"P12_D2_To_C03_Z20_06","b6",7.19578314150909e-05,1.00930773518899,0.138226040510678
"P12_D2_To_C03_Z20_06","b7",0.000131658241578477,1.00930773518899,0.138226040510678
"P12_D2_To_C03_Z20_06","b8",4.47287667019401e-05,1.00930773518899,0.138226040510678
"P12_D2_To_C03_Z20_06","b9",7.71023873934131e-05,1.00930773518899,0.138226040510678
