"Name","Barrier","Kr","Kx","perimeter"
"P13_B_To_C01_Z20_01","b0",4.43956866116879e-05,0.0314845358183916,0.1455873537523
"P13_B_To_C01_Z20_01","b1",6.97668369696213e-05,0.0314845358183916,0.1455873537523
"P13_B_To_C01_Z20_01","b2",3.74916870340636e-05,0.0314845358183916,0.1455873537523
"P13_B_To_C01_Z20_01","b3",3.74916870340636e-05,0.0314845358183916,0.1455873537523
"P13_B_To_C01_Z20_01","b4",3.57991443709381e-05,0.0314845358183916,0.1455873537523
"P13_B_To_C01_Z20_01","b5",6.41194806710326e-05,0.0314845358183916,0.1455873537523
"P13_B_To_C01_Z20_01","b6",5.31566216994031e-05,0.0314845358183916,0.1455873537523
"P13_B_To_C01_Z20_01","b7",8.9501331946339e-05,0.0314845358183916,0.1455873537523
"P13_B_To_C01_Z20_01","b8",3.21045841360658e-05,0.0314845358183916,0.1455873537523
"P13_B_To_C01_Z20_01","b9",5.5864195447532e-05,0.0314845358183916,0.1455873537523
