"Barrier","kr","Kx","perimeter","CS_id","kAQP","kpl","Simu_ID"
"b0",0.000219232611808466,0.494794952620798,0.130380914118338,"P11_E2_To_C01_Z20_03",3e-04,5.3e-12,"3e-04_5.3e-12"
"b1",0.000101482657367786,0.494794952620798,0.130380914118338,"P11_E2_To_C01_Z20_03",3e-04,5.3e-12,"3e-04_5.3e-12"
"b2",5.61653729616221e-05,0.494794952620798,0.130380914118338,"P11_E2_To_C01_Z20_03",3e-04,5.3e-12,"3e-04_5.3e-12"
"b3",5.61653729616221e-05,0.494794952620798,0.130380914118338,"P11_E2_To_C01_Z20_03",3e-04,5.3e-12,"3e-04_5.3e-12"
"b4",5.09100103985725e-05,0.494794952620798,0.130380914118338,"P11_E2_To_C01_Z20_03",3e-04,5.3e-12,"3e-04_5.3e-12"
"b5",8.52756419695104e-05,0.494794952620798,0.130380914118338,"P11_E2_To_C01_Z20_03",3e-04,5.3e-12,"3e-04_5.3e-12"
"b6",6.74356154251726e-05,0.494794952620798,0.130380914118338,"P11_E2_To_C01_Z20_03",3e-04,5.3e-12,"3e-04_5.3e-12"
"b7",0.000129842140486837,0.494794952620798,0.130380914118338,"P11_E2_To_C01_Z20_03",3e-04,5.3e-12,"3e-04_5.3e-12"
"b8",4.40374104726506e-05,0.494794952620798,0.130380914118338,"P11_E2_To_C01_Z20_03",3e-04,5.3e-12,"3e-04_5.3e-12"
"b9",7.17169080549005e-05,0.494794952620798,0.130380914118338,"P11_E2_To_C01_Z20_03",3e-04,5.3e-12,"3e-04_5.3e-12"
