"Barrier","kr","Kx","perimeter","CS_id","kAQP","kpl","Simu_ID"
"b0",0.000176340040656579,0.23122434692947,0.123687060948662,"B05_D_To_C03_Z20_01",6e-04,5.3e-12,"6e-04_5.3e-12"
"b1",0.000104992677510884,0.23122434692947,0.123687060948662,"B05_D_To_C03_Z20_01",6e-04,5.3e-12,"6e-04_5.3e-12"
"b2",4.72248574925463e-05,0.23122434692947,0.123687060948662,"B05_D_To_C03_Z20_01",6e-04,5.3e-12,"6e-04_5.3e-12"
"b3",4.72248574925463e-05,0.23122434692947,0.123687060948662,"B05_D_To_C03_Z20_01",6e-04,5.3e-12,"6e-04_5.3e-12"
"b4",4.50448284964759e-05,0.23122434692947,0.123687060948662,"B05_D_To_C03_Z20_01",6e-04,5.3e-12,"6e-04_5.3e-12"
"b5",9.47893160427566e-05,0.23122434692947,0.123687060948662,"B05_D_To_C03_Z20_01",6e-04,5.3e-12,"6e-04_5.3e-12"
"b6",7.14036451624255e-05,0.23122434692947,0.123687060948662,"B05_D_To_C03_Z20_01",6e-04,5.3e-12,"6e-04_5.3e-12"
"b7",0.000136795522256645,0.23122434692947,0.123687060948662,"B05_D_To_C03_Z20_01",6e-04,5.3e-12,"6e-04_5.3e-12"
"b8",3.89797368234555e-05,0.23122434692947,0.123687060948662,"B05_D_To_C03_Z20_01",6e-04,5.3e-12,"6e-04_5.3e-12"
"b9",7.68298364854805e-05,0.23122434692947,0.123687060948662,"B05_D_To_C03_Z20_01",6e-04,5.3e-12,"6e-04_5.3e-12"
