"Barrier","kr","Kx","perimeter","CS_id","kAQP","kpl","Simu_ID"
"b0",0.000133342594569892,0.0648949993528508,0.166786089222036,"P04_F_FY_C01_Z10_01",4e-04,5.3e-12,"4e-04_5.3e-12"
"b1",6.47684692513898e-05,0.0648949993528508,0.166786089222036,"P04_F_FY_C01_Z10_01",4e-04,5.3e-12,"4e-04_5.3e-12"
"b2",4.14465395791068e-05,0.0648949993528508,0.166786089222036,"P04_F_FY_C01_Z10_01",4e-04,5.3e-12,"4e-04_5.3e-12"
"b3",4.14465395791068e-05,0.0648949993528508,0.166786089222036,"P04_F_FY_C01_Z10_01",4e-04,5.3e-12,"4e-04_5.3e-12"
"b4",3.96574903632966e-05,0.0648949993528508,0.166786089222036,"P04_F_FY_C01_Z10_01",4e-04,5.3e-12,"4e-04_5.3e-12"
"b5",6.04721274308582e-05,0.0648949993528508,0.166786089222036,"P04_F_FY_C01_Z10_01",4e-04,5.3e-12,"4e-04_5.3e-12"
"b6",5.10886022204712e-05,0.0648949993528508,0.166786089222036,"P04_F_FY_C01_Z10_01",4e-04,5.3e-12,"4e-04_5.3e-12"
"b7",7.19095524795116e-05,0.0648949993528508,0.166786089222036,"P04_F_FY_C01_Z10_01",4e-04,5.3e-12,"4e-04_5.3e-12"
"b8",3.54122416820603e-05,0.0648949993528508,0.166786089222036,"P04_F_FY_C01_Z10_01",4e-04,5.3e-12,"4e-04_5.3e-12"
"b9",5.33490824804999e-05,0.0648949993528508,0.166786089222036,"P04_F_FY_C01_Z10_01",4e-04,5.3e-12,"4e-04_5.3e-12"
