"Root","X","Barrier","Kr","Kx","perimeter"
"root14",22,"b0",0.000124530633713287,0.655133412902533,0.169736109344665
"root14",22,"b1",7.31627257655104e-05,0.655133412902533,0.169736109344665
"root14",22,"b2",4.20571171964083e-05,0.655133412902533,0.169736109344665
"root14",22,"b3",4.20571171964083e-05,0.655133412902533,0.169736109344665
"root14",22,"b4",4.02675353512919e-05,0.655133412902533,0.169736109344665
"root14",22,"b5",6.78956136387061e-05,0.655133412902533,0.169736109344665
"root14",22,"b6",5.60945542587482e-05,0.655133412902533,0.169736109344665
"root14",22,"b7",8.71354936669389e-05,0.655133412902533,0.169736109344665
"root14",22,"b8",3.58090953840576e-05,0.655133412902533,0.169736109344665
"root14",22,"b9",5.88075264602959e-05,5.88075264602959e-05,0.169736109344665
