"Root","X","Barrier","Kr","Kx","perimeter"
"root2",19,"b0",0.000154073518494616,0.628755739570592,0.159953070656711
"root2",19,"b1",8.62813533302822e-05,0.628755739570592,0.159953070656711
"root2",19,"b2",4.88919238245979e-05,0.628755739570592,0.159953070656711
"root2",19,"b3",4.88919238245979e-05,0.628755739570592,0.159953070656711
"root2",19,"b4",4.59647655960079e-05,0.628755739570592,0.159953070656711
"root2",19,"b5",7.75569288810525e-05,0.628755739570592,0.159953070656711
"root2",19,"b6",6.21410792048679e-05,0.628755739570592,0.159953070656711
"root2",19,"b7",9.7933385148523e-05,0.628755739570592,0.159953070656711
"root2",19,"b8",4.00758691792883e-05,0.628755739570592,0.159953070656711
"root2",19,"b9",6.57774212144784e-05,6.57774212144784e-05,0.159953070656711
