"Root","X","Barrier","Kr","Kx","perimeter"
"root15",9,"b0",0.000135779476163853,0.0236508199488969,0.131403328155086
"root15",9,"b1",7.28270366343096e-05,0.0236508199488969,0.131403328155086
"root15",9,"b2",4.0650239560095e-05,0.0236508199488969,0.131403328155086
"root15",9,"b3",4.0650239560095e-05,0.0236508199488969,0.131403328155086
"root15",9,"b4",3.85326162526749e-05,0.0236508199488969,0.131403328155086
"root15",9,"b5",6.62878317475525e-05,0.0236508199488969,0.131403328155086
"root15",9,"b6",5.45674647388311e-05,0.0236508199488969,0.131403328155086
"root15",9,"b7",8.81545556737121e-05,0.0236508199488969,0.131403328155086
"root15",9,"b8",3.42589566589366e-05,0.0236508199488969,0.131403328155086
"root15",9,"b9",5.75596563281973e-05,5.75596563281973e-05,0.131403328155086
