"Root","X","Barrier","Kr","Kx","perimeter"
"root4",7,"b0",4.76517781007969e-05,0.278898360582948,0.154777203558366
"root4",7,"b1",7.03848038926149e-05,0.278898360582948,0.154777203558366
"root4",7,"b2",3.83780552883952e-05,0.278898360582948,0.154777203558366
"root4",7,"b3",3.83780552883952e-05,0.278898360582948,0.154777203558366
"root4",7,"b4",3.69271475739292e-05,0.278898360582948,0.154777203558366
"root4",7,"b5",6.5648559198395e-05,0.278898360582948,0.154777203558366
"root4",7,"b6",5.4535446853563e-05,0.278898360582948,0.154777203558366
"root4",7,"b7",8.60916882627072e-05,0.278898360582948,0.154777203558366
"root4",7,"b8",3.31313813510347e-05,0.278898360582948,0.154777203558366
"root4",7,"b9",5.74897439211276e-05,5.74897439211276e-05,0.154777203558366
