"Root","X","Barrier","Kr","Kx","perimeter"
"root18",27,"b0",0.000141213066770327,1.43961056811325,0.215145741672017
"root18",27,"b1",6.93018818673393e-05,1.43961056811325,0.215145741672017
"root18",27,"b2",4.35910528189674e-05,1.43961056811325,0.215145741672017
"root18",27,"b3",4.35910528189674e-05,1.43961056811325,0.215145741672017
"root18",27,"b4",4.16835819205524e-05,1.43961056811325,0.215145741672017
"root18",27,"b5",6.45924327596903e-05,1.43961056811325,0.215145741672017
"root18",27,"b6",5.39546106317855e-05,1.43961056811325,0.215145741672017
"root18",27,"b7",7.8709503165521e-05,1.43961056811325,0.215145741672017
"root18",27,"b8",3.69829274970912e-05,1.43961056811325,0.215145741672017
"root18",27,"b9",5.63549843234906e-05,5.63549843234906e-05,0.215145741672017
