"Root","X","Barrier","Kr","Kx","perimeter"
"root4",20,"b0",0.000152384504511919,0.402983985404555,0.149339419506105
"root4",20,"b1",8.358275669352e-05,0.402983985404555,0.149339419506105
"root4",20,"b2",4.61908750405182e-05,0.402983985404555,0.149339419506105
"root4",20,"b3",4.61908750405182e-05,0.402983985404555,0.149339419506105
"root4",20,"b4",4.3981127312957e-05,0.402983985404555,0.149339419506105
"root4",20,"b5",7.66092093838096e-05,0.402983985404555,0.149339419506105
"root4",20,"b6",6.16850023949711e-05,0.402983985404555,0.149339419506105
"root4",20,"b7",0.000103650021416151,0.402983985404555,0.149339419506105
"root4",20,"b8",3.86212252124888e-05,0.402983985404555,0.149339419506105
"root4",20,"b9",6.54601408842716e-05,6.54601408842716e-05,0.149339419506105
