"Root","X","Barrier","Kr","Kx","perimeter"
"root3",5,"b0",5.9008184053229e-05,0.0738779119087046,0.106820926159428
"root3",5,"b1",8.64770405203848e-05,0.0738779119087046,0.106820926159428
"root3",5,"b2",4.03683131068076e-05,0.0738779119087046,0.106820926159428
"root3",5,"b3",4.03683131068076e-05,0.0738779119087046,0.106820926159428
"root3",5,"b4",3.82385998759226e-05,0.0738779119087046,0.106820926159428
"root3",5,"b5",7.72578388615335e-05,0.0738779119087046,0.106820926159428
"root3",5,"b6",6.13860203568845e-05,0.0738779119087046,0.106820926159428
"root3",5,"b7",0.000136929879126162,0.0738779119087046,0.106820926159428
"root3",5,"b8",3.39009210208771e-05,0.0738779119087046,0.106820926159428
"root3",5,"b9",6.55246731466321e-05,6.55246731466321e-05,0.106820926159428
