"Root","X","Barrier","Kr","Kx","perimeter"
"root13",4,"b0",4.93772542527233e-05,0.114262381217162,0.141205968100879
"root13",4,"b1",7.12588742891745e-05,0.114262381217162,0.141205968100879
"root13",4,"b2",3.80021317151881e-05,0.114262381217162,0.141205968100879
"root13",4,"b3",3.80021317151881e-05,0.114262381217162,0.141205968100879
"root13",4,"b4",3.64733826620779e-05,0.114262381217162,0.141205968100879
"root13",4,"b5",6.60560624626425e-05,0.114262381217162,0.141205968100879
"root13",4,"b6",5.47744272223152e-05,0.114262381217162,0.141205968100879
"root13",4,"b7",8.91772342498961e-05,0.114262381217162,0.141205968100879
"root13",4,"b8",3.27512224149218e-05,0.114262381217162,0.141205968100879
"root13",4,"b9",5.76708668945639e-05,5.76708668945639e-05,0.141205968100879
