"Root","X","Barrier","Kr","Kx","perimeter"
"root17",24,"b0",0.000168114732007667,0.77786134207498,0.16383464859021
"root17",24,"b1",8.86693598799361e-05,0.77786134207498,0.16383464859021
"root17",24,"b2",5.10817390388341e-05,0.77786134207498,0.16383464859021
"root17",24,"b3",5.10817390388341e-05,0.77786134207498,0.16383464859021
"root17",24,"b4",4.82566864167444e-05,0.77786134207498,0.16383464859021
"root17",24,"b5",8.04238941201554e-05,0.77786134207498,0.16383464859021
"root17",24,"b6",6.41617562690853e-05,0.77786134207498,0.16383464859021
"root17",24,"b7",0.000101176238206482,0.77786134207498,0.16383464859021
"root17",24,"b8",4.19173423308067e-05,0.77786134207498,0.16383464859021
"root17",24,"b9",6.78192506643593e-05,6.78192506643593e-05,0.16383464859021
