"Root","X","Barrier","Kr","Kx","perimeter"
"root19",4,"b0",5.29013276730702e-05,0.0215093742784924,0.136973480919229
"root19",4,"b1",8.42691913970281e-05,0.0215093742784924,0.136973480919229
"root19",4,"b2",4.47348980612598e-05,0.0215093742784924,0.136973480919229
"root19",4,"b3",4.47348980612598e-05,0.0215093742784924,0.136973480919229
"root19",4,"b4",4.20202162469588e-05,0.0215093742784924,0.136973480919229
"root19",4,"b5",7.51092861920142e-05,0.0215093742784924,0.136973480919229
"root19",4,"b6",6.02868981274303e-05,0.0215093742784924,0.136973480919229
"root19",4,"b7",0.00010286297426111,0.0215093742784924,0.136973480919229
"root19",4,"b8",3.69443373824042e-05,0.0215093742784924,0.136973480919229
"root19",4,"b9",6.38524722058976e-05,6.38524722058976e-05,0.136973480919229
