"Root","X","Barrier","Kr","Kx","perimeter"
"root13",10,"b0",0.000169878344209991,0.121394020996447,0.130028054200743
"root13",10,"b1",9.27079671976209e-05,0.121394020996447,0.130028054200743
"root13",10,"b2",4.77624369565409e-05,0.121394020996447,0.130028054200743
"root13",10,"b3",4.77624369565409e-05,0.121394020996447,0.130028054200743
"root13",10,"b4",4.49294300465627e-05,0.121394020996447,0.130028054200743
"root13",10,"b5",8.25888116721633e-05,0.121394020996447,0.130028054200743
"root13",10,"b6",6.51776745141909e-05,0.121394020996447,0.130028054200743
"root13",10,"b7",0.000117989076200069,0.121394020996447,0.130028054200743
"root13",10,"b8",3.92318661928805e-05,0.121394020996447,0.130028054200743
"root13",10,"b9",6.93767177116528e-05,6.93767177116528e-05,0.130028054200743
