"Root","X","Barrier","Kr","Kx","perimeter"
"root2",27,"b0",0.000150875524655313,1.09715041571492,0.24599857823733
"root2",27,"b1",6.12917278674789e-05,1.09715041571492,0.24599857823733
"root2",27,"b2",4.14311616332149e-05,1.09715041571492,0.24599857823733
"root2",27,"b3",4.14311616332149e-05,1.09715041571492,0.24599857823733
"root2",27,"b4",3.96574361441097e-05,1.09715041571492,0.24599857823733
"root2",27,"b5",5.7484555481616e-05,1.09715041571492,0.24599857823733
"root2",27,"b6",4.89018803467285e-05,1.09715041571492,0.24599857823733
"root2",27,"b7",6.71928967615016e-05,1.09715041571492,0.24599857823733
"root2",27,"b8",3.53779914702968e-05,1.09715041571492,0.24599857823733
"root2",27,"b9",5.08843344674532e-05,5.08843344674532e-05,0.24599857823733
