"Root","X","Barrier","Kr","Kx","perimeter"
"root15",8,"b0",0.000178881076304148,0.0567983793337367,0.121910485747729
"root15",8,"b1",9.01965936060915e-05,0.0567983793337367,0.121910485747729
"root15",8,"b2",4.66164474973596e-05,0.0567983793337367,0.121910485747729
"root15",8,"b3",4.66164474973596e-05,0.0567983793337367,0.121910485747729
"root15",8,"b4",4.36147683215956e-05,0.0567983793337367,0.121910485747729
"root15",8,"b5",7.95833700731515e-05,0.0567983793337367,0.121910485747729
"root15",8,"b6",6.29574586054311e-05,0.0567983793337367,0.121910485747729
"root15",8,"b7",0.00011587790840073,0.0567983793337367,0.121910485747729
"root15",8,"b8",3.81049466225739e-05,0.0567983793337367,0.121910485747729
"root15",8,"b9",6.70220231151927e-05,6.70220231151927e-05,0.121910485747729
