"Root","X","Barrier","Kr","Kx","perimeter"
"root12",14,"b0",0.00014735450469855,0.551613677584186,0.13621713141049
"root12",14,"b1",9.24654211599747e-05,0.551613677584186,0.13621713141049
"root12",14,"b2",4.58610810359377e-05,0.551613677584186,0.13621713141049
"root12",14,"b3",4.58610810359377e-05,0.551613677584186,0.13621713141049
"root12",14,"b4",4.34040557372436e-05,0.551613677584186,0.13621713141049
"root12",14,"b5",8.29748335098216e-05,0.551613677584186,0.13621713141049
"root12",14,"b6",6.54772536550298e-05,0.551613677584186,0.13621713141049
"root12",14,"b7",0.000123668039370913,0.551613677584186,0.13621713141049
"root12",14,"b8",3.80871414267023e-05,0.551613677584186,0.13621713141049
"root12",14,"b9",6.96410732005673e-05,6.96410732005673e-05,0.13621713141049
