"Root","X","Barrier","Kr","Kx","perimeter"
"root4",17,"b0",0.000123340701208005,0.405644212733428,0.167387986466756
"root4",17,"b1",7.47414121287837e-05,0.405644212733428,0.167387986466756
"root4",17,"b2",4.31898047406805e-05,0.405644212733428,0.167387986466756
"root4",17,"b3",4.31898047406805e-05,0.405644212733428,0.167387986466756
"root4",17,"b4",4.12719627815493e-05,0.405644212733428,0.167387986466756
"root4",17,"b5",6.91617697969729e-05,0.405644212733428,0.167387986466756
"root4",17,"b6",5.68833121290976e-05,0.405644212733428,0.167387986466756
"root4",17,"b7",8.61511463627506e-05,0.405644212733428,0.167387986466756
"root4",17,"b8",3.65696796916848e-05,0.405644212733428,0.167387986466756
"root4",17,"b9",5.98813272945643e-05,5.98813272945643e-05,0.167387986466756
