"Root","X","Barrier","Kr","Kx","perimeter"
"root19",10,"b0",8.87773134256884e-05,0.0366064970493647,0.147828401263481
"root19",10,"b1",5.51411574520519e-05,0.0366064970493647,0.147828401263481
"root19",10,"b2",3.04567819844998e-05,0.0366064970493647,0.147828401263481
"root19",10,"b3",3.04567819844998e-05,0.0366064970493647,0.147828401263481
"root19",10,"b4",2.94075186150634e-05,0.0366064970493647,0.147828401263481
"root19",10,"b5",5.17934223128909e-05,0.0366064970493647,0.147828401263481
"root19",10,"b6",4.45010386076555e-05,0.0366064970493647,0.147828401263481
"root19",10,"b7",6.93702456335385e-05,0.0366064970493647,0.147828401263481
"root19",10,"b8",2.69054141468651e-05,0.0366064970493647,0.147828401263481
"root19",10,"b9",4.62808430334581e-05,4.62808430334581e-05,0.147828401263481
