"Root","X","Barrier","Kr","Kx","perimeter"
"root11",29,"b0",0.000183309266277508,8.51286819511035,0.250852515343094
"root11",29,"b1",8.02021274135296e-05,8.51286819511035,0.250852515343094
"root11",29,"b2",5.15904370778523e-05,8.51286819511035,0.250852515343094
"root11",29,"b3",5.15904370778523e-05,8.51286819511035,0.250852515343094
"root11",29,"b4",4.8870386685516e-05,8.51286819511035,0.250852515343094
"root11",29,"b5",7.37647076807038e-05,8.51286819511035,0.250852515343094
"root11",29,"b6",6.02585356521685e-05,8.51286819511035,0.250852515343094
"root11",29,"b7",8.75694786636547e-05,8.51286819511035,0.250852515343094
"root11",29,"b8",4.25783303607315e-05,8.51286819511035,0.250852515343094
"root11",29,"b9",6.32715154130276e-05,6.32715154130276e-05,0.250852515343094
