"Root","X","Barrier","Kr","Kx","perimeter"
"root8",21,"b0",0.000103485967344444,0.165859799672314,0.168970622749963
"root8",21,"b1",5.26451947893918e-05,0.165859799672314,0.168970622749963
"root8",21,"b2",3.19924301587921e-05,0.165859799672314,0.168970622749963
"root8",21,"b3",3.19924301587921e-05,0.165859799672314,0.168970622749963
"root8",21,"b4",3.09562463981627e-05,0.165859799672314,0.168970622749963
"root8",21,"b5",4.9895243171053e-05,0.165859799672314,0.168970622749963
"root8",21,"b6",4.32628372048049e-05,0.165859799672314,0.168970622749963
"root8",21,"b7",6.45321559838167e-05,0.165859799672314,0.168970622749963
"root8",21,"b8",2.82688044565648e-05,0.165859799672314,0.168970622749963
"root8",21,"b9",4.49396412670793e-05,4.49396412670793e-05,0.168970622749963
