"Root","X","Barrier","Kr","Kx","perimeter"
"root14",12,"b0",0.000173241092156417,0.152628585897189,0.116561788965554
"root14",12,"b1",9.84738966278088e-05,0.152628585897189,0.116561788965554
"root14",12,"b2",4.91283407810601e-05,0.152628585897189,0.116561788965554
"root14",12,"b3",4.91283407810601e-05,0.152628585897189,0.116561788965554
"root14",12,"b4",4.61495113217963e-05,0.152628585897189,0.116561788965554
"root14",12,"b5",8.70943936034649e-05,0.152628585897189,0.116561788965554
"root14",12,"b6",6.78332568300358e-05,0.152628585897189,0.116561788965554
"root14",12,"b7",0.000126923345694838,0.152628585897189,0.116561788965554
"root14",12,"b8",4.0146374623577e-05,0.152628585897189,0.116561788965554
"root14",12,"b9",7.24038297585576e-05,7.24038297585576e-05,0.116561788965554
