"Root","X","Barrier","Kr","Kx","perimeter"
"root18",19,"b0",0.000189653883999427,0.337036438502424,0.124612632171674
"root18",19,"b1",0.000102033979404442,0.337036438502424,0.124612632171674
"root18",19,"b2",5.29080712745024e-05,0.337036438502424,0.124612632171674
"root18",19,"b3",5.29080712745024e-05,0.337036438502424,0.124612632171674
"root18",19,"b4",4.95186330080068e-05,0.337036438502424,0.124612632171674
"root18",19,"b5",9.00132067897866e-05,0.337036438502424,0.124612632171674
"root18",19,"b6",6.9652139649678e-05,0.337036438502424,0.124612632171674
"root18",19,"b7",0.000123509893068491,0.337036438502424,0.124612632171674
"root18",19,"b8",4.27003200091888e-05,0.337036438502424,0.124612632171674
"root18",19,"b9",7.44510497962077e-05,7.44510497962077e-05,0.124612632171674
