"Root","X","Barrier","Kr","Kx","perimeter"
"root13",23,"b0",0.000156888645908116,0.209317750972118,0.143206259194345
"root13",23,"b1",8.20798078249409e-05,0.209317750972118,0.143206259194345
"root13",23,"b2",4.57714227535685e-05,0.209317750972118,0.143206259194345
"root13",23,"b3",4.57714227535685e-05,0.209317750972118,0.143206259194345
"root13",23,"b4",4.39639680189727e-05,0.209317750972118,0.143206259194345
"root13",23,"b5",7.6394653446561e-05,0.209317750972118,0.143206259194345
"root13",23,"b6",6.16439327562529e-05,0.209317750972118,0.143206259194345
"root13",23,"b7",0.000102445500040429,0.209317750972118,0.143206259194345
"root13",23,"b8",3.86698209212962e-05,0.209317750972118,0.143206259194345
"root13",23,"b9",6.52670514233338e-05,6.52670514233338e-05,0.143206259194345
