"Root","X","Barrier","Kr","Kx","perimeter"
"root6",2,"b0",4.9949143569431e-05,0.0400717144380987,0.125570510300072
"root6",2,"b1",7.0802814966782e-05,0.0400717144380987,0.125570510300072
"root6",2,"b2",3.5673750837366e-05,0.0400717144380987,0.125570510300072
"root6",2,"b3",3.5673750837366e-05,0.0400717144380987,0.125570510300072
"root6",2,"b4",3.4072610395454e-05,0.0400717144380987,0.125570510300072
"root6",2,"b5",6.47607124716971e-05,0.0400717144380987,0.125570510300072
"root6",2,"b6",5.35109014459756e-05,0.0400717144380987,0.125570510300072
"root6",2,"b7",9.96831809403375e-05,0.0400717144380987,0.125570510300072
"root6",2,"b8",3.06797137627708e-05,0.0400717144380987,0.125570510300072
"root6",2,"b9",5.63008107702834e-05,5.63008107702834e-05,0.125570510300072
