"Root","X","Barrier","Kr","Kx","perimeter"
"root1",2,"b0",5.88962872954921e-05,0.016265106103225,0.112261118857557
"root1",2,"b1",7.41801902828513e-05,0.016265106103225,0.112261118857557
"root1",2,"b2",3.62470553010512e-05,0.016265106103225,0.112261118857557
"root1",2,"b3",3.62470553010512e-05,0.016265106103225,0.112261118857557
"root1",2,"b4",3.46434992160195e-05,0.016265106103225,0.112261118857557
"root1",2,"b5",6.77535261957857e-05,0.016265106103225,0.112261118857557
"root1",2,"b6",5.547612637789e-05,0.016265106103225,0.112261118857557
"root1",2,"b7",0.000116857154688505,0.016265106103225,0.112261118857557
"root1",2,"b8",3.11240118558769e-05,0.016265106103225,0.112261118857557
"root1",2,"b9",5.85021484335948e-05,5.85021484335948e-05,0.112261118857557
