"Root","X","Barrier","Kr","Kx","perimeter"
"root12",0,"b0",4.02212830202621e-05,0.0181253184844119,0.148457460431862
"root12",0,"b1",6.44943839847396e-05,0.0181253184844119,0.148457460431862
"root12",0,"b2",3.4295445418044e-05,0.0181253184844119,0.148457460431862
"root12",0,"b3",3.4295445418044e-05,0.0181253184844119,0.148457460431862
"root12",0,"b4",3.28003030989782e-05,0.0181253184844119,0.148457460431862
"root12",0,"b5",5.93993872414087e-05,0.0181253184844119,0.148457460431862
"root12",0,"b6",5.00699616954335e-05,0.0181253184844119,0.148457460431862
"root12",0,"b7",8.29941563860053e-05,0.0181253184844119,0.148457460431862
"root12",0,"b8",2.97410544113532e-05,0.0181253184844119,0.148457460431862
"root12",0,"b9",5.22397967014084e-05,5.22397967014084e-05,0.148457460431862
