"Root","X","Barrier","Kr","Kx","perimeter"
"root19",7,"b0",5.34117206772692e-05,0.106351975501505,0.122893465927904
"root19",7,"b1",7.45717062901001e-05,0.106351975501505,0.122893465927904
"root19",7,"b2",3.74754092628263e-05,0.106351975501505,0.122893465927904
"root19",7,"b3",3.74754092628263e-05,0.106351975501505,0.122893465927904
"root19",7,"b4",3.55572961332515e-05,0.106351975501505,0.122893465927904
"root19",7,"b5",6.73362187094326e-05,0.106351975501505,0.122893465927904
"root19",7,"b6",5.51666385176363e-05,0.106351975501505,0.122893465927904
"root19",7,"b7",9.79089611424793e-05,0.106351975501505,0.122893465927904
"root19",7,"b8",3.18493842131998e-05,0.106351975501505,0.122893465927904
"root19",7,"b9",5.81244206100425e-05,5.81244206100425e-05,0.122893465927904
