"Root","X","Barrier","Kr","Kx","perimeter"
"root9",4,"b0",6.88242215980154e-05,0.109988754196399,0.107862056538696
"root9",4,"b1",9.12894476615687e-05,0.109988754196399,0.107862056538696
"root9",4,"b2",4.42627892340914e-05,0.109988754196399,0.107862056538696
"root9",4,"b3",4.42627892340914e-05,0.109988754196399,0.107862056538696
"root9",4,"b4",4.14030019144524e-05,0.109988754196399,0.107862056538696
"root9",4,"b5",7.98906153546143e-05,0.109988754196399,0.107862056538696
"root9",4,"b6",6.29309688012193e-05,0.109988754196399,0.107862056538696
"root9",4,"b7",0.000124200554864132,0.109988754196399,0.107862056538696
"root9",4,"b8",3.63332684738273e-05,0.109988754196399,0.107862056538696
"root9",4,"b9",6.72077910526179e-05,6.72077910526179e-05,0.107862056538696
