"Root","X","Barrier","Kr","Kx","perimeter"
"root9",15,"b0",0.000102110199821759,0.379024565505905,0.178434372924018
"root9",15,"b1",6.75819733582268e-05,0.379024565505905,0.178434372924018
"root9",15,"b2",3.90451294093847e-05,0.379024565505905,0.178434372924018
"root9",15,"b3",3.90451294093847e-05,0.379024565505905,0.178434372924018
"root9",15,"b4",3.77345588884115e-05,0.379024565505905,0.178434372924018
"root9",15,"b5",6.37434461563014e-05,0.379024565505905,0.178434372924018
"root9",15,"b6",5.35156917788893e-05,0.379024565505905,0.178434372924018
"root9",15,"b7",7.98921944123076e-05,0.379024565505905,0.178434372924018
"root9",15,"b8",3.39016122656293e-05,0.379024565505905,0.178434372924018
"root9",15,"b9",5.59493601735509e-05,5.59493601735509e-05,0.178434372924018
