"Root","X","Barrier","Kr","Kx","perimeter"
"root1",0,"b0",5.40598419367755e-05,0.00798064070274776,0.115645206459867
"root1",0,"b1",6.92699649046348e-05,0.00798064070274776,0.115645206459867
"root1",0,"b2",3.49551448809312e-05,0.00798064070274776,0.115645206459867
"root1",0,"b3",3.49551448809312e-05,0.00798064070274776,0.115645206459867
"root1",0,"b4",3.36951356339491e-05,0.00798064070274776,0.115645206459867
"root1",0,"b5",6.44851207637329e-05,0.00798064070274776,0.115645206459867
"root1",0,"b6",5.34401495522482e-05,0.00798064070274776,0.115645206459867
"root1",0,"b7",0.000118634726054076,0.00798064070274776,0.115645206459867
"root1",0,"b8",3.04132585296443e-05,0.00798064070274776,0.115645206459867
"root1",0,"b9",5.63031640067736e-05,5.63031640067736e-05,0.115645206459867
