"Root","X","Barrier","Kr","Kx","perimeter"
"root9",29,"b0",0.000182298269693655,3.41896408759413,0.260455972129498
"root9",29,"b1",5.50616545675165e-05,3.41896408759413,0.260455972129498
"root9",29,"b2",4.26292091038504e-05,3.41896408759413,0.260455972129498
"root9",29,"b3",4.26292091038504e-05,3.41896408759413,0.260455972129498
"root9",29,"b4",4.1249787954745e-05,3.41896408759413,0.260455972129498
"root9",29,"b5",5.28140235552861e-05,3.41896408759413,0.260455972129498
"root9",29,"b6",4.71591268939678e-05,3.41896408759413,0.260455972129498
"root9",29,"b7",5.9151029562175e-05,3.41896408759413,0.260455972129498
"root9",29,"b8",3.76850219835964e-05,3.41896408759413,0.260455972129498
"root9",29,"b9",4.84623270523832e-05,4.84623270523832e-05,0.260455972129498
