"Root","X","Barrier","Kr","Kx","perimeter"
"root18",3,"b0",3.94364549775065e-05,0.0366685765777643,0.151013661913634
"root18",3,"b1",6.60703659288326e-05,0.0366685765777643,0.151013661913634
"root18",3,"b2",3.53164693854719e-05,0.0366685765777643,0.151013661913634
"root18",3,"b3",3.53164693854719e-05,0.0366685765777643,0.151013661913634
"root18",3,"b4",3.3816308778301e-05,0.0366685765777643,0.151013661913634
"root18",3,"b5",6.10050662976963e-05,0.0366685765777643,0.151013661913634
"root18",3,"b6",5.10752321870726e-05,0.0366685765777643,0.151013661913634
"root18",3,"b7",8.61835705458103e-05,0.0366685765777643,0.151013661913634
"root18",3,"b8",3.05273422568247e-05,0.0366685765777643,0.151013661913634
"root18",3,"b9",5.34749708384387e-05,5.34749708384387e-05,0.151013661913634
