"Root","X","Barrier","Kr","Kx","perimeter"
"root6",3,"b0",5.22114630448168e-05,0.0224486798418515,0.108257348135553
"root6",3,"b1",7.43151211960141e-05,0.0224486798418515,0.108257348135553
"root6",3,"b2",3.50855155718283e-05,0.0224486798418515,0.108257348135553
"root6",3,"b3",3.50855155718283e-05,0.0224486798418515,0.108257348135553
"root6",3,"b4",3.32082870809311e-05,0.0224486798418515,0.108257348135553
"root6",3,"b5",6.63667082408534e-05,0.0224486798418515,0.108257348135553
"root6",3,"b6",5.42270087670002e-05,0.0224486798418515,0.108257348135553
"root6",3,"b7",0.000104047638426597,0.0224486798418515,0.108257348135553
"root6",3,"b8",2.98634584752869e-05,0.0224486798418515,0.108257348135553
"root6",3,"b9",5.73954298901871e-05,5.73954298901871e-05,0.108257348135553
