"Root","X","Barrier","Kr","Kx","perimeter"
"root11",28,"b0",0.000176121126385813,1.82962290821327,0.26652692220461
"root11",28,"b1",4.91671696748704e-05,1.82962290821327,0.26652692220461
"root11",28,"b2",3.66997142417145e-05,1.82962290821327,0.26652692220461
"root11",28,"b3",3.66997142417145e-05,1.82962290821327,0.26652692220461
"root11",28,"b4",3.53558004982129e-05,1.82962290821327,0.26652692220461
"root11",28,"b5",4.67639387130725e-05,1.82962290821327,0.26652692220461
"root11",28,"b6",4.09556672949913e-05,1.82962290821327,0.26652692220461
"root11",28,"b7",5.14209590620802e-05,1.82962290821327,0.26652692220461
"root11",28,"b8",3.19507638964005e-05,1.82962290821327,0.26652692220461
"root11",28,"b9",4.23084417573919e-05,4.23084417573919e-05,0.26652692220461
