"Root","X","Barrier","Kr","Kx","perimeter"
"root7",8,"b0",0.00012117774728263,0.0583517488409366,0.14562712232873
"root7",8,"b1",6.93583248753641e-05,0.0583517488409366,0.14562712232873
"root7",8,"b2",3.79354776934525e-05,0.0583517488409366,0.14562712232873
"root7",8,"b3",3.79354776934525e-05,0.0583517488409366,0.14562712232873
"root7",8,"b4",3.61560501566107e-05,0.0583517488409366,0.14562712232873
"root7",8,"b5",6.36327841542008e-05,0.0583517488409366,0.14562712232873
"root7",8,"b6",5.29176476652182e-05,0.0583517488409366,0.14562712232873
"root7",8,"b7",8.52943090492024e-05,0.0583517488409366,0.14562712232873
"root7",8,"b8",3.24255935294206e-05,0.0583517488409366,0.14562712232873
"root7",8,"b9",5.54820207933262e-05,5.54820207933262e-05,0.14562712232873
