"Root","X","Barrier","Kr","Kx","perimeter"
"root6",15,"b0",0.000125803340159409,0.324821051719621,0.150366678337942
"root6",15,"b1",7.88117576748951e-05,0.324821051719621,0.150366678337942
"root6",15,"b2",4.2189572212079e-05,0.324821051719621,0.150366678337942
"root6",15,"b3",4.2189572212079e-05,0.324821051719621,0.150366678337942
"root6",15,"b4",4.03811842865328e-05,0.324821051719621,0.150366678337942
"root6",15,"b5",7.27237805247329e-05,0.324821051719621,0.150366678337942
"root6",15,"b6",5.92476805216278e-05,0.324821051719621,0.150366678337942
"root6",15,"b7",0.000101045937011448,0.324821051719621,0.150366678337942
"root6",15,"b8",3.58550086645643e-05,0.324821051719621,0.150366678337942
"root6",15,"b9",6.24034877143787e-05,6.24034877143787e-05,0.150366678337942
