"Root","X","Barrier","Kr","Kx","perimeter"
"root14",25,"b0",0.000150371191417341,0.574273759123184,0.177995011058846
"root14",25,"b1",8.06408447243814e-05,0.574273759123184,0.177995011058846
"root14",25,"b2",4.73101206134687e-05,0.574273759123184,0.177995011058846
"root14",25,"b3",4.73101206134687e-05,0.574273759123184,0.177995011058846
"root14",25,"b4",4.4791219701521e-05,0.574273759123184,0.177995011058846
"root14",25,"b5",7.35713048592884e-05,0.574273759123184,0.177995011058846
"root14",25,"b6",5.96329634950714e-05,0.574273759123184,0.177995011058846
"root14",25,"b7",9.15340652651187e-05,0.574273759123184,0.177995011058846
"root14",25,"b8",3.92200153887872e-05,0.574273759123184,0.177995011058846
"root14",25,"b9",6.29523231571698e-05,6.29523231571698e-05,0.177995011058846
