(217.7175, 169.507) 
(220.0125, 171.748) 
(218.35649999999998, 173.871) 
(221.97199999999998, 173.597) 
(223.32299999999998, 176.648) 
(220.762, 179.08549999999997) 
(224.4975, 180.2265) 
(226.26, 183.99099999999999) 
(222.45, 185.112) 
(226.53449999999998, 202.2205) 
(229.88649999999998, 202.602) 
(232.6535, 206.2905) 
(231.63, 209.961) 
(228.805, 209.9835) 
(231.11950000000002, 212.77949999999998) 
(229.82350000000002, 215.922) 
(226.16000000000003, 214.76749999999998) 
(227.9145, 218.04999999999998) 
(225.42649999999998, 219.939) 
(221.8165, 218.868) 
(223.027, 221.6345) 
(220.399, 223.74349999999998) 
(216.22500000000002, 222.94549999999998) 
(217.902, 226.3295) 
(215.49599999999998, 228.70600000000002) 
(211.8295, 226.853) 
(213.1035, 229.9085) 
(211.06, 231.244) 
(208.85699999999997, 232.13150000000002) 
(207.04149999999998, 229.5165) 
(204.99099999999999, 232.9315) 
(201.149, 231.3715) 
(201.4245, 233.92450000000002) 
(199.8275, 234.82150000000001) 
(196.45, 234.926) 
(194.60750000000002, 231.3705) 
(192.89100000000002, 235.197) 
(189.241, 234.763) 
(188.622, 230.8185) 
(186.1705, 233.42149999999998) 
(183.75900000000001, 232.80700000000002) 
(182.6365, 228.977) 
(181.039, 232.502) 
(177.437, 231.735) 
(175.199, 230.05849999999998) 
(177.01250000000002, 227.3155) 
(173.1985, 228.409) 
(171.249, 226.8525) 
(172.55200000000002, 224.2625) 
(167.684, 219.70600000000002) 
(168.64350000000002, 224.74599999999998) 
(166.047, 221.9195) 
(163.4495, 214.824) 
(163.997, 219.5925) 
(161.846, 217.46050000000002) 
(160.9905, 209.159) 
(160.21949999999998, 215.322) 
(158.7905, 212.189) 
(158.60150000000002, 202.2505) 
(157.67450000000002, 209.46650000000002) 
(156.799, 205.644) 
(154.85399999999998, 186.40300000000002) 
(155.6115, 184.73650000000004) 
(159.96749999999997, 184.618) 
(162.90499999999997, 187.3785) 
(158.593, 188.163) 
(156.729, 179.409) 
(160.791, 179.449) 
(163.92, 185.14999999999998) 
(156.1125, 182.1055) 
(160.03549999999998, 174.3415) 
(163.846, 175.108) 
(157.81799999999998, 176.8635) 
(163.4415, 168.98250000000002) 
(166.664, 169.565) 
(162.296, 171.5155) 
(166.9985, 164.7765) 
(171.12099999999998, 165.0865) 
(164.63299999999998, 167.21699999999998) 
(171.91500000000002, 160.749) 
(174.91750000000002, 158.945) 
(176.2335, 161.567) 
(169.1345, 163.026) 
(178.0475, 158.0475) 
(181.63600000000002, 157.3745) 
(182.7235, 159.3415) 
(184.156, 156.25799999999998) 
(186.79649999999998, 154.8745) 
(188.81799999999998, 157.9925) 
(189.47449999999998, 153.8005) 
(192.887, 153.8515) 
(193.9795, 157.5255) 
(196.0515, 154.6155) 
(198.7, 154.6705) 
(199.975, 157.76999999999998) 
(201.4785, 154.51850000000002) 
(204.9765, 155.1785) 
(206.131, 158.5645) 
(207.6025, 156.156) 
(210.86399999999998, 157.2715) 
(211.4075, 161.1345) 
(213.60399999999998, 158.69) 
(215.78050000000002, 160.526) 
(217.651, 163.02100000000002) 
(216.518, 164.99349999999998) 
(220.59300000000002, 164.897) 
(223.5655, 166.45499999999998) 
(221.788, 168.935) 
(225.54399999999998, 168.39800000000002) 
(227.463, 171.70400000000004) 
(225.66649999999998, 174.09000000000003) 
(228.3355, 174.0295) 
(229.601, 176.359) 
(228.10649999999998, 179.998) 
(231.356, 178.7145) 
(233.118, 182.1395) 
(233.1245, 185.31300000000002) 
(229.8065, 186.171) 
(226.59050000000002, 186.291) 
(240.4265, 198.2905) 
(241.0225, 201.486) 
(239.539, 203.64249999999998) 
(236.87099999999998, 203.453) 
(237.122, 199.799) 
(233.99099999999999, 203.0345) 
(238.899, 206.874) 
(238.553, 210.147) 
(235.1875, 209.982) 
(237.6455, 212.54000000000002) 
(235.6715, 215.2305) 
(232.70300000000003, 215.49099999999999) 
(234.34400000000002, 218.0505) 
(232.8005, 221.5905) 
(229.2505, 221.159) 
(230.9675, 223.536) 
(228.378, 225.608) 
(224.26149999999998, 224.9265) 
(225.6495, 227.93200000000002) 
(223.8505, 229.84650000000002) 
(221.5815, 230.97000000000003) 
(219.35899999999998, 229.316) 
(218.84050000000002, 233.082) 
(216.48600000000002, 235.23999999999998) 
(214.61200000000002, 232.67649999999998) 
(213.41700000000003, 236.4315) 
(210.031, 237.433) 
(209.32799999999997, 234.744) 
(207.667, 238.1865) 
(205.664, 239.128) 
(203.4535, 236.5) 
(202.678, 240.01100000000002) 
(198.999, 240.1095) 
(198.183, 237.481) 
(195.769, 240.3495) 
(192.1815, 240.528) 
(191.03650000000002, 237.9305) 
(189.1475, 240.615) 
(185.5015, 240.769) 
(184.32, 236.743) 
(183.12449999999998, 240.1085) 
(180.176, 239.41250000000002) 
(178.6515, 235.74200000000002) 
(173.7055, 232.827) 
(177.6685, 238.57299999999998) 
(174.8225, 236.87599999999998) 
(169.39249999999998, 229.1155) 
(171.97050000000002, 235.166) 
(169.78449999999998, 234.21800000000002) 
(167.57549999999998, 232.127) 
(164.998, 229.36900000000003) 
(164.336, 225.365) 
(159.989, 220.08350000000002) 
(162.435, 227.75100000000003) 
(160.25400000000002, 226.10500000000002) 
(158.06900000000002, 223.1245) 
(156.54899999999998, 214.8165) 
(155.9095, 220.84) 
(154.096, 217.7115) 
(154.23600000000002, 209.08100000000002) 
(153.127, 214.562) 
(151.93, 211.54899999999998) 
(152.313, 203.418) 
(155.6695, 202.3785) 
(151.1665, 208.8145) 
(150.373, 206.417) 
(148.7885, 198.374) 
(151.923, 199.8995) 
(149.291, 203.954) 
(148.1245, 201.1085) 
(151.885, 185.3025) 
(152.2465, 188.894) 
(149.1485, 190.2645) 
(148.83100000000002, 187.339) 
(150.8915, 179.4005) 
(153.6635, 179.7545) 
(148.87800000000001, 184.7635) 
(149.532, 182.213) 
(152.905, 173.5685) 
(156.113, 173.9385) 
(151.5445, 176.839) 
(155.6925, 168.37900000000002) 
(159.8095, 168.70600000000002) 
(154.25650000000002, 170.78549999999998) 
(159.6875, 163.39350000000002) 
(163.275, 164.24349999999998) 
(157.4135, 166.09050000000002) 
(164.0135, 158.416) 
(167.71249999999998, 160.051) 
(161.712, 160.858) 
(169.191, 155.1995) 
(172.2775, 154.5405) 
(173.793, 156.81799999999998) 
(166.504, 156.779) 
(175.748, 153.24849999999998) 
(179.74900000000002, 154.33100000000002) 
(178.601, 151.5865) 
(180.1945, 150.555) 
(182.8625, 149.9595) 
(184.964, 152.54649999999998) 
(186.3625, 148.8735) 
(190.002, 148.0355) 
(191.2815, 150.6345) 
(192.2745, 148.0485) 
(195.6225, 148.2145) 
(197.79399999999998, 151.5645) 
(198.98149999999998, 148.3825) 
(201.90699999999998, 148.899) 
(203.498, 151.929) 
(205.251, 149.2525) 
(208.64600000000002, 149.8795) 
(209.519, 153.5335) 
(210.903, 151.18900000000002) 
(213.6325, 152.20749999999998) 
(216.20350000000002, 153.8165) 
(215.153, 156.48399999999998) 
(219.20749999999998, 155.46699999999998) 
(222.13049999999998, 157.208) 
(219.9185, 160.113) 
(223.8725, 159.32750000000001) 
(225.65750000000003, 161.691) 
(224.64550000000003, 164.3525) 
(228.5395, 163.4495) 
(231.5555, 165.659) 
(229.64, 168.505) 
(233.2745, 167.76850000000002) 
(234.489, 170.7555) 
(231.727, 173.8175) 
(235.5255, 174.11849999999998) 
(236.654, 176.4325) 
(234.6105, 178.487) 
(237.903, 179.121) 
(238.8465, 182.262) 
(235.95299999999997, 184.3535) 
(239.5085, 185.0985) 
(240.67450000000002, 187.55599999999998) 
(239.94050000000001, 189.5895) 
(235.94600000000003, 188.0915) 
(245.717, 199.7905) 
(250.0315, 200.1525) 
(248.5475, 203.063) 
(243.5965, 204.399) 
(247.0015, 208.471) 
(247.022, 211.41899999999998) 
(242.97700000000003, 210.5785) 
(244.74200000000002, 215.127) 
(239.9635, 216.5885) 
(242.69549999999998, 220.3645) 
(242.0105, 222.28699999999998) 
(237.95100000000002, 221.331) 
(238.4225, 225.83100000000002) 
(233.2745, 226.51850000000002) 
(235.5525, 229.649) 
(233.5535, 231.579) 
(228.54700000000003, 230.7725) 
(230.442, 235.8345) 
(227.02100000000002, 238.253) 
(223.4635, 234.4255) 
(222.16, 239.136) 
(218.14350000000002, 237.90349999999998) 
(218.8005, 242.04399999999998) 
(216.274, 243.5615) 
(212.548, 240.6125) 
(211.474, 245.75850000000003) 
(207.43149999999997, 247.376) 
(206.1415, 242.9835) 
(203.20749999999998, 247.0155) 
(199.92000000000002, 244.11) 
(198.1755, 248.469) 
(195.814, 249.32850000000002) 
(194.3285, 245.2095) 
(191.281, 248.822) 
(187.3265, 245.1405) 
(186.567, 249.142) 
(183.242, 248.109) 
(181.62449999999998, 243.447) 
(178.1435, 246.8375) 
(174.9005, 245.5665) 
(175.874, 241.3365) 
(171.8355, 243.06) 
(170.6805, 238.6285) 
(165.22199999999998, 235.573) 
(167.062, 242.376) 
(163.68599999999998, 240.2975) 
(160.2875, 236.324) 
(160.078, 231.26) 
(155.3865, 226.4715) 
(156.70850000000002, 234.77300000000002) 
(154.086, 231.6565) 
(151.72500000000002, 220.9875) 
(150.8365, 227.41899999999998) 
(149.33450000000002, 224.21949999999998) 
(148.506, 215.1455) 
(147.334, 219.4185) 
(146.9525, 209.255) 
(144.0895, 216.345) 
(143.2995, 213.189) 
(140.2835, 204.832) 
(144.303, 203.926) 
(141.851, 207.69799999999998) 
(144.40550000000002, 199.6945) 
(140.584, 202.512) 
(145.092, 184.16899999999998) 
(145.166, 189.0585) 
(141.50900000000001, 185.993) 
(147.0135, 178.481) 
(141.2595, 183.5005) 
(142.445, 180.2585) 
(143.911, 172.753) 
(148.03749999999997, 173.5735) 
(143.54, 175.099) 
(152.02749999999997, 167.6615) 
(147.1395, 169.374) 
(151.41449999999998, 160.86849999999998) 
(155.8675, 162.156) 
(149.2955, 164.0855) 
(155.3895, 158.0625) 
(159.2655, 157.872) 
(159.948, 152.1585) 
(165.029, 153.56349999999998) 
(156.675, 154.83) 
(167.905, 146.2015) 
(171.015, 150.40800000000002) 
(164.361, 148.4005) 
(171.87650000000002, 145.8025) 
(175.99200000000002, 148.273) 
(174.275, 143.67649999999998) 
(178.27949999999998, 142.5755) 
(181.563, 146.21300000000002) 
(183.44650000000001, 141.55700000000002) 
(187.1445, 143.85399999999998) 
(185.6655, 140.01049999999998) 
(190.6655, 139.4995) 
(194.41700000000003, 143.356) 
(196.04950000000002, 138.942) 
(198.6805, 139.99849999999998) 
(200.40699999999998, 144.5805) 
(204.1525, 141.277) 
(207.11350000000002, 144.836) 
(207.70350000000002, 141.05349999999999) 
(211.0935, 142.8515) 
(212.7605, 147.94349999999997) 
(216.86150000000004, 144.6705) 
(219.80900000000003, 145.57850000000002) 
(218.11450000000002, 149.947) 
(223.0525, 148.842) 
(223.981, 153.8485) 
(227.511, 151.01850000000002) 
(230.391, 153.62349999999998) 
(228.603, 158.573) 
(233.265, 157.45299999999997) 
(233.075, 161.48149999999998) 
(235.89100000000002, 158.636) 
(238.62650000000002, 162.73700000000002) 
(237.5295, 167.692) 
(241.835, 167.5395) 
(243.29399999999998, 170.2135) 
(240.02499999999998, 173.72899999999998) 
(244.72899999999998, 174.83249999999998) 
(246.07549999999998, 177.822) 
(242.6205, 179.407) 
(246.27249999999998, 180.823) 
(243.618, 184.9345) 
(248.8005, 186.0795) 
(245.85700000000003, 188.70100000000002) 
(254.029, 201.18) 
(257.725, 206.8515) 
(256.4125, 212.74099999999999) 
(251.1705, 212.4775) 
(254.356, 218.63049999999998) 
(251.16899999999998, 224.6275) 
(245.76299999999998, 223.803) 
(247.755, 229.7475) 
(244.637, 234.792) 
(239.03050000000002, 232.96750000000003) 
(240.9735, 239.3325) 
(235.969, 243.54250000000002) 
(230.9145, 241.433) 
(231.3625, 246.2265) 
(226.2705, 249.48949999999996) 
(220.18099999999998, 247.12099999999998) 
(221.1955, 252.8345) 
(215.28050000000002, 255.647) 
(209.466, 252.1305) 
(210.0175, 256.8895) 
(203.583, 258.15099999999995) 
(197.011, 254.24149999999997) 
(197.505, 258.9885) 
(191.3225, 259.09450000000004) 
(184.51749999999998, 258.198) 
(184.789, 253.499) 
(179.344, 257.1755) 
(174.032, 255.40000000000003) 
(174.3785, 250.452) 
(167.9445, 252.57300000000004) 
(162.1835, 250.07150000000001) 
(163.1205, 245.75799999999998) 
(153.328, 237.017) 
(157.2075, 247.75900000000001) 
(151.938, 242.9615) 
(145.53, 228.048) 
(147.8145, 238.29649999999998) 
(143.266, 233.565) 
(139.812, 217.7495) 
(140.285, 228.933) 
(137.562, 223.8165) 
(130.74650000000003, 206.96800000000002) 
(135.4725, 205.9745) 
(134.604, 218.5615) 
(131.7125, 212.2785) 
(130.2575, 194.00350000000003) 
(133.76099999999997, 193.7995) 
(138.737, 197.21949999999998) 
(130.2075, 200.73600000000002) 
(131.7595, 182.1925) 
(136.589, 182.6275) 
(139.15249999999997, 191.202) 
(131.15949999999998, 187.977) 
(135.0635, 170.8245) 
(140.153, 171.3285) 
(132.5945, 176.964) 
(140.93, 160.0085) 
(146.1765, 160.2455) 
(137.65249999999997, 165.553) 
(148.4225, 150.1595) 
(154.317, 150.923) 
(144.16899999999998, 155.192) 
(157.7225, 141.4965) 
(163.48700000000002, 143.2255) 
(152.9655, 145.436) 
(162.561, 138.607) 
(168.27550000000002, 135.7425) 
(174.09199999999998, 138.6065) 
(173.91649999999998, 133.46550000000002) 
(179.13400000000001, 131.47449999999998) 
(184.614, 135.3235) 
(184.00650000000002, 130.15300000000002) 
(190.99349999999998, 129.7485) 
(196.985, 134.36149999999998) 
(197.80349999999999, 129.691) 
(203.8055, 130.051) 
(210.0745, 131.7775) 
(209.319, 136.831) 
(215.66899999999998, 133.51049999999998) 
(221.47950000000003, 136.0075) 
(220.89750000000004, 141.147) 
(226.303, 138.6775) 
(231.7855, 142.64300000000003) 
(231.2195, 148.3015) 
(236.872, 146.119) 
(241.9425, 150.039) 
(240.2, 156.084) 
(245.0405, 154.144) 
(248.1935, 159.4685) 
(246.5615, 166.211) 
(251.6205, 164.772) 
(255.07899999999998, 170.623) 
(251.45499999999998, 176.681) 
(257.0385, 176.107) 
(257.772, 181.64100000000002) 
(257.883, 187.219) 
(254.41200000000003, 188.137) 
(251.10700000000003, 188.6995) 
(258.432, 193.95999999999998) 
(258.5155, 201.12400000000002) 
(250.49800000000002, 194.2735) 
(265.102, 200.224) 
(272.5385, 201.9185) 
(272.453, 209.5545) 
(264.226, 213.5875) 
(272.2075, 218.88550000000004) 
(268.18, 225.6225) 
(258.142, 226.214) 
(261.41299999999995, 234.8425) 
(259.06949999999995, 241.444) 
(252.3845, 237.9355) 
(255.47199999999998, 246.46049999999997) 
(250.168, 250.9005) 
(243.417, 246.916) 
(242.20350000000002, 255.584) 
(233.59199999999998, 254.307) 
(236.5865, 261.96900000000005) 
(231.258, 265.16) 
(223.1885, 260.84299999999996) 
(224.57999999999998, 269.1775) 
(217.4615, 271.61299999999994) 
(210.80700000000002, 264.52099999999996) 
(209.159, 273.582) 
(201.853, 273.361) 
(197.423, 265.13750000000005) 
(192.31099999999998, 273.0785) 
(185.51999999999998, 273.846) 
(184.58749999999998, 265.8265) 
(176.9555, 272.028) 
(169.697, 270.7935) 
(172.15550000000002, 263.5695) 
(163.7765, 267.022) 
(160.4645, 257.5965) 
(149.31400000000002, 249.98649999999998) 
(153.94, 264.515) 
(147.7655, 259.2175) 
(140.22199999999998, 250.69799999999998) 
(134.5045, 247.7785) 
(139.473, 242.402) 
(129.92000000000002, 243.332) 
(125.60150000000002, 238.0235) 
(132.1735, 232.4615) 
(126.2895, 220.529) 
(122.82600000000001, 230.1475) 
(125.16050000000001, 207.3) 
(117.973, 222.394) 
(117.81049999999999, 214.4745) 
(123.67750000000001, 194.18200000000002) 
(117.70750000000001, 205.0235) 
(116.76350000000001, 198.13750000000002) 
(113.86149999999999, 182.8005) 
(123.495, 181.5615) 
(114.946, 189.3945) 
(118.2635, 167.0465) 
(125.98750000000001, 169.359) 
(116.606, 174.0205) 
(132.093, 157.819) 
(122.3495, 160.4545) 
(131.0115, 148.15050000000002) 
(140.5535, 147.86200000000002) 
(125.78999999999999, 153.291) 
(141.865, 135.7075) 
(150.106, 138.15800000000002) 
(136.8555, 140.688) 
(154.99349999999998, 124.816) 
(161.4495, 131.0145) 
(148.4885, 129.07) 
(163.9355, 122.7995) 
(171.688, 126.101) 
(168.56199999999998, 120.105) 
(176.33599999999998, 119.0775) 
(184.3345, 123.75200000000001) 
(185.227, 116.60300000000001) 
(192.0825, 117.042) 
(198.0, 124.1335) 
(201.348, 116.58699999999999) 
(208.59449999999998, 116.5935) 
(210.844, 124.91) 
(217.1855, 118.148) 
(224.0595, 120.21350000000001) 
(223.3125, 128.7085) 
(231.79250000000002, 124.4735) 
(237.88250000000002, 127.723) 
(234.226, 134.628) 
(242.186, 133.964) 
(243.28549999999998, 142.439) 
(250.1995, 138.23200000000003) 
(256.254, 143.27200000000002) 
(252.438, 151.58400000000003) 
(261.643, 150.5) 
(264.614, 155.6835) 
(258.836, 162.071) 
(267.92650000000003, 164.893) 
(271.5135, 171.4225) 
(264.38250000000005, 174.0845) 
(273.266, 177.90800000000002) 
(273.1775, 185.988) 
(264.68499999999995, 187.44150000000002) 
(271.075, 194.00650000000002) 
(281.793, 202.57049999999998) 
(289.5925, 211.28750000000002) 
(285.9195, 223.899) 
(277.8745, 224.513) 
(282.6865, 232.80399999999997) 
(279.3845, 242.527) 
(267.8055, 243.456) 
(275.188, 249.6755) 
(266.62300000000005, 257.277) 
(255.64300000000003, 256.07399999999996) 
(258.0395, 264.26599999999996) 
(252.554, 270.65999999999997) 
(241.79450000000003, 268.82950000000005) 
(247.03750000000002, 275.6825) 
(239.359, 281.6015) 
(229.5695, 284.64599999999996) 
(224.9635, 277.562) 
(219.4555, 288.005) 
(209.0335, 290.6665) 
(206.23899999999998, 282.1925) 
(199.9585, 290.72049999999996) 
(190.38000000000002, 291.294) 
(187.1185, 282.4835) 
(181.52, 292.23) 
(170.6605, 290.1195) 
(167.6945, 278.555) 
(147.135, 268.4075) 
(163.435, 286.066) 
(153.71, 282.7) 
(145.244, 275.31) 
(136.0975, 269.16999999999996) 
(127.43799999999999, 265.1085) 
(130.932, 255.8265) 
(119.541, 242.119) 
(119.743, 257.4145) 
(112.9365, 248.1535) 
(109.526, 222.0165) 
(109.20150000000001, 241.08300000000003) 
(103.88900000000001, 229.9325) 
(108.93549999999999, 204.19850000000002) 
(102.67949999999999, 222.49450000000002) 
(102.192, 214.1275) 
(106.96549999999999, 185.347) 
(99.9385, 203.3625) 
(99.786, 193.25400000000002) 
(101.2875, 165.51250000000002) 
(111.877, 164.74) 
(101.269, 185.382) 
(98.6635, 176.9575) 
(109.9275, 146.347) 
(120.70599999999999, 147.9865) 
(105.10849999999999, 155.6135) 
(121.6875, 130.089) 
(131.5405, 132.577) 
(116.697, 138.036) 
(135.84699999999998, 119.4025) 
(147.9145, 119.17349999999999) 
(126.09649999999999, 126.1685) 
(145.293, 113.1055) 
(151.1355, 107.4315) 
(161.421, 103.781) 
(167.284, 112.40299999999999) 
(172.2645, 101.262) 
(181.59199999999998, 99.124) 
(185.5025, 107.79050000000001) 
(189.892, 98.864) 
(199.9005, 100.057) 
(204.7765, 108.5285) 
(209.1255, 101.3075) 
(219.5145, 102.76749999999998) 
(223.75650000000002, 111.54299999999999) 
(227.473, 104.791) 
(237.6235, 107.22749999999999) 
(246.52, 112.86699999999999) 
(242.43200000000002, 120.4445) 
(253.6725, 118.0745) 
(260.9335, 123.9395) 
(258.03700000000003, 132.4835) 
(267.10900000000004, 129.5155) 
(274.4515, 139.5775) 
(270.7685, 149.7735) 
(280.552, 148.385) 
(285.01649999999995, 157.058) 
(278.5455, 167.656) 
(288.25649999999996, 166.65050000000002) 
(292.0485, 175.6805) 
(290.95950000000005, 184.448) 
(282.01750000000004, 185.28750000000002) 
(289.22400000000005, 193.8945) 
(289.5065, 201.2885) 
(298.677, 202.2345) 
(308.7705, 204.62050000000002) 
(308.47450000000003, 213.71200000000002) 
(306.2795, 222.085) 
(297.5455, 221.983) 
(304.983, 232.0005) 
(300.56050000000005, 243.4755) 
(289.89, 242.363) 
(296.49, 250.3635) 
(290.914, 261.439) 
(284.67650000000003, 267.89500000000004) 
(279.433, 260.63800000000003) 
(279.0375, 272.548) 
(265.895, 272.22900000000004) 
(274.0585, 277.444) 
(264.72299999999996, 284.959) 
(251.043, 284.7665) 
(255.37649999999996, 292.9135) 
(248.1965, 298.2215) 
(238.307, 301.891) 
(233.803, 293.418) 
(229.6555, 304.14) 
(219.485, 305.509) 
(213.51850000000002, 298.14599999999996) 
(209.167, 308.412) 
(199.5175, 312.05549999999994) 
(194.794, 301.84349999999995) 
(193.138, 312.2415) 
(182.3955, 308.75699999999995) 
(175.19150000000002, 299.29499999999996) 
(171.79399999999998, 306.6535) 
(161.52849999999998, 307.428) 
(153.011, 303.9305) 
(156.8055, 294.35549999999995) 
(141.64600000000002, 284.885) 
(145.48200000000003, 299.895) 
(138.10750000000002, 294.16549999999995) 
(122.925, 271.68049999999994) 
(130.0445, 287.97249999999997) 
(120.47, 280.908) 
(107.24, 255.61499999999998) 
(114.625, 276.299) 
(106.635, 267.9275) 
(90.53800000000001, 246.25300000000001) 
(97.6565, 241.6895) 
(99.13900000000001, 259.356) 
(93.28750000000001, 252.52499999999998) 
(95.2045, 222.8905) 
(86.8015, 239.447) 
(85.559, 228.086) 
(89.5335, 201.8985) 
(83.429, 217.5425) 
(80.0115, 207.3155) 
(90.22999999999999, 185.1325) 
(78.74199999999999, 197.8915) 
(77.9555, 188.9975) 
(80.4375, 170.015) 
(89.975, 166.8325) 
(78.544, 180.2725) 
(98.711, 146.5605) 
(82.6755, 162.115) 
