"name","type","value","CS_id","age"
"planttype","param",2,"B11_F_To_C01_Z10_01",28.22
"xylem","max_size",0.0699733205414097,"B11_F_To_C01_Z10_01",28.22
"endodermis","order",3,"B11_F_To_C01_Z10_01",28.22
"exodermis","cell_diameter",0.037912,"B11_F_To_C01_Z10_01",28.22
"phloem","cell_diameter",0.0089406,"B11_F_To_C01_Z10_01",28.22
"stele","n_layers",7,"B11_F_To_C01_Z10_01",28.22
"cortex","cell_diameter",0.027329125,"B11_F_To_C01_Z10_01",28.22
"aerenchyma","n_files",10,"B11_F_To_C01_Z10_01",28.22
"pericycle","cell_diameter",0.017907,"B11_F_To_C01_Z10_01",28.22
"randomness","param",2,"B11_F_To_C01_Z10_01",28.22
"planttype","param",2,"B11_F_To_C02_Z10_01",28.22
"xylem","max_size",0.0678419148086331,"B11_F_To_C02_Z10_01",28.22
"phloem","proportion",0.220129032258064,"B11_F_To_C02_Z10_01",28.22
"secondarygrowth","param",1,"B11_F_To_C02_Z10_01",28.22
"stele","layer_diameter",0.31,"B11_F_To_C02_Z10_01",28.22
"epidermis","n_layers",1,"B11_F_To_C02_Z10_01",28.22
"stele","cell_diameter",0.0124205025011934,"B11_F_To_C02_Z10_01",28.22
"xylem","n_cells",11,"B11_F_To_C02_Z10_01",28.22
"epidermis","cell_diameter",0.022361,"B11_F_To_C02_Z10_01",28.22
"xylem","n_files",2,"B11_F_To_C02_Z10_01",28.22
"exodermis","cell_diameter",0.033352,"B11_F_To_C02_Z10_01",28.22
"xylem","order",1.5,"B11_F_To_C02_Z10_01",28.22
"aerenchyma","proportion",0,"B11_F_To_C02_Z10_01",28.22
"pericycle","n_layers",1,"B11_F_To_C02_Z10_01",28.22
"phloem","n_layers",4,"B11_F_To_C02_Z10_01",28.22
"phloem","cell_diameter",0.0104045833333333,"B11_F_To_C02_Z10_01",28.22
"cortex","n_layers",2,"B11_F_To_C02_Z10_01",28.22
"randomness","param",2,"B11_F_To_C02_Z10_01",28.22
"phloem","order",1.5,"B11_F_To_C02_Z10_01",28.22
"exodermis","n_layers",1,"B11_F_To_C02_Z10_01",28.22
"endodermis","n_layers",1,"B11_F_To_C02_Z10_01",28.22
"aerenchyma","n_files",10,"B11_F_To_C02_Z10_01",28.22
"stele","SD",0.0023486986736415,"B11_F_To_C02_Z10_01",28.22
"epidermis","order",6,"B11_F_To_C02_Z10_01",28.22
"cortex","order",4,"B11_F_To_C02_Z10_01",28.22
"endodermis","cell_diameter",0.02394525,"B11_F_To_C02_Z10_01",28.22
"xylem","cell_diameter",0.045819000336525,"B11_F_To_C02_Z10_01",28.22
"stele","n_layers",7,"B11_F_To_C02_Z10_01",28.22
"exodermis","order",5,"B11_F_To_C02_Z10_01",28.22
"pericycle","order",2,"B11_F_To_C02_Z10_01",28.22
"endodermis","order",3,"B11_F_To_C02_Z10_01",28.22
"cortex","cell_diameter",0.0266878,"B11_F_To_C02_Z10_01",28.22
"pericycle","cell_diameter",0.0166084285714286,"B11_F_To_C02_Z10_01",28.22
"stele","order",1,"B11_F_To_C02_Z10_01",28.22
"pericycle","cell_diameter",0.0184228666666667,"B11_F_To_C03_Z10_01",28.22
"cortex","n_layers",2,"B11_F_To_C03_Z10_01",28.22
"secondarygrowth","param",1,"B11_F_To_C03_Z10_01",28.22
"epidermis","order",6,"B11_F_To_C03_Z10_01",28.22
"randomness","param",2,"B11_F_To_C03_Z10_01",28.22
"xylem","n_cells",14,"B11_F_To_C03_Z10_01",28.22
"cortex","cell_diameter",0.0309581666666667,"B11_F_To_C03_Z10_01",28.22
"endodermis","cell_diameter",0.0273901333333333,"B11_F_To_C03_Z10_01",28.22
"pericycle","order",2,"B11_F_To_C03_Z10_01",28.22
"exodermis","order",5,"B11_F_To_C03_Z10_01",28.22
"stele","n_layers",8,"B11_F_To_C03_Z10_01",28.22
"stele","SD",0.00275818794414442,"B11_F_To_C03_Z10_01",28.22
"aerenchyma","proportion",0,"B11_F_To_C03_Z10_01",28.22
"xylem","max_size",0.0719719471982765,"B11_F_To_C03_Z10_01",28.22
"exodermis","n_layers",1,"B11_F_To_C03_Z10_01",28.22
"xylem","n_files",2,"B11_F_To_C03_Z10_01",28.22
"stele","order",1,"B11_F_To_C03_Z10_01",28.22
"epidermis","n_layers",1,"B11_F_To_C03_Z10_01",28.22
"endodermis","n_layers",1,"B11_F_To_C03_Z10_01",28.22
"exodermis","cell_diameter",0.0417027142857143,"B11_F_To_C03_Z10_01",28.22
"cortex","order",4,"B11_F_To_C03_Z10_01",28.22
"stele","layer_diameter",0.4356,"B11_F_To_C03_Z10_01",28.22
"phloem","n_layers",4,"B11_F_To_C03_Z10_01",28.22
"phloem","proportion",0.190220385674931,"B11_F_To_C03_Z10_01",28.22
"phloem","order",1.5,"B11_F_To_C03_Z10_01",28.22
"aerenchyma","n_files",10,"B11_F_To_C03_Z10_01",28.22
"planttype","param",2,"B11_F_To_C03_Z10_01",28.22
"endodermis","order",3,"B11_F_To_C03_Z10_01",28.22
"xylem","order",1.5,"B11_F_To_C03_Z10_01",28.22
"epidermis","cell_diameter",0.031288,"B11_F_To_C03_Z10_01",28.22
"xylem","cell_diameter",0.0484205406249893,"B11_F_To_C03_Z10_01",28.22
"phloem","cell_diameter",0.011021625,"B11_F_To_C03_Z10_01",28.22
"pericycle","n_layers",1,"B11_F_To_C03_Z10_01",28.22
"stele","cell_diameter",0.0170842260153678,"B11_F_To_C03_Z10_01",28.22
"cortex","n_layers",2,"P01_A_To_C04_Z20_03",1.58
"exodermis","cell_diameter",0.0212491666666667,"P01_A_To_C04_Z20_03",1.58
"stele","cell_diameter",0.00785112425815587,"P01_A_To_C04_Z20_03",1.58
"phloem","n_layers",1,"P01_A_To_C04_Z20_03",1.58
"exodermis","order",5,"P01_A_To_C04_Z20_03",1.58
"randomness","param",2,"P01_A_To_C04_Z20_03",1.58
"xylem","cell_diameter",0.0198280119476704,"P01_A_To_C04_Z20_03",1.58
"cortex","order",4,"P01_A_To_C04_Z20_03",1.58
"endodermis","order",3,"P01_A_To_C04_Z20_03",1.58
"stele","layer_diameter",0.1096,"P01_A_To_C04_Z20_03",1.58
"epidermis","cell_diameter",0.0140233105859673,"P01_A_To_C04_Z20_03",1.58
"phloem","proportion",0.127737226277372,"P01_A_To_C04_Z20_03",1.58
"xylem","n_files",2,"P01_A_To_C04_Z20_03",1.58
"endodermis","cell_diameter",0.01215175,"P01_A_To_C04_Z20_03",1.58
"epidermis","order",6,"P01_A_To_C04_Z20_03",1.58
"stele","order",1,"P01_A_To_C04_Z20_03",1.58
"stele","n_layers",6,"P01_A_To_C04_Z20_03",1.58
"xylem","n_cells",6,"P01_A_To_C04_Z20_03",1.58
"epidermis","n_layers",1,"P01_A_To_C04_Z20_03",1.58
"secondarygrowth","param",1,"P01_A_To_C04_Z20_03",1.58
"aerenchyma","n_files",10,"P01_A_To_C04_Z20_03",1.58
"exodermis","n_layers",1,"P01_A_To_C04_Z20_03",1.58
"planttype","param",2,"P01_A_To_C04_Z20_03",1.58
"cortex","cell_diameter",0.02465025,"P01_A_To_C04_Z20_03",1.58
"xylem","max_size",0.0253642720550466,"P01_A_To_C04_Z20_03",1.58
"stele","SD",0.000898006516288527,"P01_A_To_C04_Z20_03",1.58
"pericycle","order",2,"P01_A_To_C04_Z20_03",1.58
"pericycle","n_layers",1,"P01_A_To_C04_Z20_03",1.58
"phloem","order",1.5,"P01_A_To_C04_Z20_03",1.58
"aerenchyma","proportion",0,"P01_A_To_C04_Z20_03",1.58
"phloem","cell_diameter",0.00769522944747726,"P01_A_To_C04_Z20_03",1.58
"xylem","order",1.5,"P01_A_To_C04_Z20_03",1.58
"endodermis","n_layers",1,"P01_A_To_C04_Z20_03",1.58
"pericycle","cell_diameter",0.00908333333333333,"P01_A_To_C04_Z20_03",1.58
"secondarygrowth","param",0,"P04_A_FY_C01_Z20_04",0.93
"cortex","n_layers",3,"P04_A_FY_C01_Z20_04",0.93
"phloem","proportion",0,"P04_A_FY_C01_Z20_04",0.93
"xylem","cell_diameter",0.0108401214252086,"P04_A_FY_C01_Z20_04",0.93
"xylem","max_size",0.0133960041771441,"P04_A_FY_C01_Z20_04",0.93
"pericycle","cell_diameter",0.01212175,"P04_A_FY_C01_Z20_04",0.93
"pericycle","n_layers",1,"P04_A_FY_C01_Z20_04",0.93
"stele","order",1,"P04_A_FY_C01_Z20_04",0.93
"exodermis","n_layers",1,"P04_A_FY_C01_Z20_04",0.93
"phloem","n_layers",0,"P04_A_FY_C01_Z20_04",0.93
"pericycle","order",2,"P04_A_FY_C01_Z20_04",0.93
"stele","SD",0.00104776887156073,"P04_A_FY_C01_Z20_04",0.93
"stele","layer_diameter",0.106374,"P04_A_FY_C01_Z20_04",0.93
"exodermis","cell_diameter",0.0295325,"P04_A_FY_C01_Z20_04",0.93
"endodermis","order",3,"P04_A_FY_C01_Z20_04",0.93
"cortex","order",4,"P04_A_FY_C01_Z20_04",0.93
"endodermis","cell_diameter",0.0159271,"P04_A_FY_C01_Z20_04",0.93
"phloem","order",1.5,"P04_A_FY_C01_Z20_04",0.93
"planttype","param",2,"P04_A_FY_C01_Z20_04",0.93
"randomness","param",2,"P04_A_FY_C01_Z20_04",0.93
"epidermis","n_layers",1,"P04_A_FY_C01_Z20_04",0.93
"xylem","order",1.5,"P04_A_FY_C01_Z20_04",0.93
"epidermis","cell_diameter",0.0167084285714286,"P04_A_FY_C01_Z20_04",0.93
"cortex","cell_diameter",0.0242814166666667,"P04_A_FY_C01_Z20_04",0.93
"epidermis","order",6,"P04_A_FY_C01_Z20_04",0.93
"aerenchyma","n_files",10,"P04_A_FY_C01_Z20_04",0.93
"stele","n_layers",5,"P04_A_FY_C01_Z20_04",0.93
"xylem","n_cells",4,"P04_A_FY_C01_Z20_04",0.93
"xylem","n_files",2,"P04_A_FY_C01_Z20_04",0.93
"endodermis","n_layers",1,"P04_A_FY_C01_Z20_04",0.93
"exodermis","order",5,"P04_A_FY_C01_Z20_04",0.93
"stele","cell_diameter",0.00778319738531254,"P04_A_FY_C01_Z20_04",0.93
"aerenchyma","proportion",0,"P04_A_FY_C01_Z20_04",0.93
"phloem","cell_diameter",0.00778331216103443,"P04_A_FY_C01_Z20_04",0.93
"exodermis","n_layers",1,"P04_B_BH_C01_Z20_05",2.78
"endodermis","order",3,"P04_B_BH_C01_Z20_05",2.78
"xylem","n_cells",5,"P04_B_BH_C01_Z20_05",2.78
"endodermis","n_layers",1,"P04_B_BH_C01_Z20_05",2.78
"xylem","order",1.5,"P04_B_BH_C01_Z20_05",2.78
"cortex","order",4,"P04_B_BH_C01_Z20_05",2.78
"randomness","param",2,"P04_B_BH_C01_Z20_05",2.78
"aerenchyma","n_files",10,"P04_B_BH_C01_Z20_05",2.78
"epidermis","n_layers",1,"P04_B_BH_C01_Z20_05",2.78
"cortex","n_layers",3,"P04_B_BH_C01_Z20_05",2.78
"xylem","max_size",0.0173287228020121,"P04_B_BH_C01_Z20_05",2.78
"xylem","cell_diameter",0.0135379732942125,"P04_B_BH_C01_Z20_05",2.78
"epidermis","cell_diameter",0.017704,"P04_B_BH_C01_Z20_05",2.78
"secondarygrowth","param",0,"P04_B_BH_C01_Z20_05",2.78
"planttype","param",2,"P04_B_BH_C01_Z20_05",2.78
"xylem","n_files",2,"P04_B_BH_C01_Z20_05",2.78
"phloem","order",1.5,"P04_B_BH_C01_Z20_05",2.78
"aerenchyma","proportion",0,"P04_B_BH_C01_Z20_05",2.78
"pericycle","order",2,"P04_B_BH_C01_Z20_05",2.78
"cortex","cell_diameter",0.0228735833333333,"P04_B_BH_C01_Z20_05",2.78
"pericycle","n_layers",1,"P04_B_BH_C01_Z20_05",2.78
"exodermis","order",5,"P04_B_BH_C01_Z20_05",2.78
"stele","order",1,"P04_B_BH_C01_Z20_05",2.78
"pericycle","cell_diameter",0.0132314545454545,"P04_B_BH_C01_Z20_05",2.78
"exodermis","cell_diameter",0.028227375,"P04_B_BH_C01_Z20_05",2.78
"stele","n_layers",6,"P04_B_BH_C01_Z20_05",2.78
"phloem","proportion",0,"P04_B_BH_C01_Z20_05",2.78
"stele","SD",0.00159362667822576,"P04_B_BH_C01_Z20_05",2.78
"stele","cell_diameter",0.0077083971363261,"P04_B_BH_C01_Z20_05",2.78
"phloem","n_layers",0,"P04_B_BH_C01_Z20_05",2.78
"phloem","cell_diameter",0.00770851080899841,"P04_B_BH_C01_Z20_05",2.78
"endodermis","cell_diameter",0.0150199545454545,"P04_B_BH_C01_Z20_05",2.78
"epidermis","order",6,"P04_B_BH_C01_Z20_05",2.78
"stele","layer_diameter",0.1138,"P04_B_BH_C01_Z20_05",2.78
"pericycle","order",2,"P04_C_BH_C01_Z20_01",4.63
"endodermis","n_layers",1,"P04_C_BH_C01_Z20_01",4.63
"randomness","param",2,"P04_C_BH_C01_Z20_01",4.63
"stele","order",1,"P04_C_BH_C01_Z20_01",4.63
"cortex","cell_diameter",0.0252135,"P04_C_BH_C01_Z20_01",4.63
"cortex","order",4,"P04_C_BH_C01_Z20_01",4.63
"endodermis","cell_diameter",0.018296,"P04_C_BH_C01_Z20_01",4.63
"secondarygrowth","param",0,"P04_C_BH_C01_Z20_01",4.63
"xylem","n_files",2,"P04_C_BH_C01_Z20_01",4.63
"epidermis","cell_diameter",0.0152255555555556,"P04_C_BH_C01_Z20_01",4.63
"pericycle","n_layers",1,"P04_C_BH_C01_Z20_01",4.63
"aerenchyma","proportion",0,"P04_C_BH_C01_Z20_01",4.63
"phloem","cell_diameter",0.00795471877361213,"P04_C_BH_C01_Z20_01",4.63
"stele","cell_diameter",0.00795460147026224,"P04_C_BH_C01_Z20_01",4.63
"phloem","order",1.5,"P04_C_BH_C01_Z20_01",4.63
"endodermis","order",3,"P04_C_BH_C01_Z20_01",4.63
"phloem","n_layers",0,"P04_C_BH_C01_Z20_01",4.63
"epidermis","order",6,"P04_C_BH_C01_Z20_01",4.63
"stele","SD",0.000987143425330664,"P04_C_BH_C01_Z20_01",4.63
"xylem","order",1.5,"P04_C_BH_C01_Z20_01",4.63
"epidermis","n_layers",1,"P04_C_BH_C01_Z20_01",4.63
"exodermis","order",5,"P04_C_BH_C01_Z20_01",4.63
"aerenchyma","n_files",10,"P04_C_BH_C01_Z20_01",4.63
"xylem","max_size",0.0167390019765994,"P04_C_BH_C01_Z20_01",4.63
"xylem","cell_diameter",0.0127667576054212,"P04_C_BH_C01_Z20_01",4.63
"phloem","proportion",0,"P04_C_BH_C01_Z20_01",4.63
"exodermis","n_layers",1,"P04_C_BH_C01_Z20_01",4.63
"stele","n_layers",5,"P04_C_BH_C01_Z20_01",4.63
"pericycle","cell_diameter",0.0144233076923077,"P04_C_BH_C01_Z20_01",4.63
"exodermis","cell_diameter",0.0298616470588235,"P04_C_BH_C01_Z20_01",4.63
"xylem","n_cells",8,"P04_C_BH_C01_Z20_01",4.63
"planttype","param",2,"P04_C_BH_C01_Z20_01",4.63
"cortex","n_layers",3,"P04_C_BH_C01_Z20_01",4.63
"stele","layer_diameter",0.1228,"P04_C_BH_C01_Z20_01",4.63
"exodermis","cell_diameter",0.0378826153846154,"P04_D_FY_C02_Z20_01",7.41
"stele","layer_diameter",0.1398,"P04_D_FY_C02_Z20_01",7.41
"xylem","order",1.5,"P04_D_FY_C02_Z20_01",7.41
"secondarygrowth","param",1,"P04_D_FY_C02_Z20_01",7.41
"aerenchyma","proportion",0,"P04_D_FY_C02_Z20_01",7.41
"xylem","cell_diameter",0.0166311376333561,"P04_D_FY_C02_Z20_01",7.41
"epidermis","n_layers",1,"P04_D_FY_C02_Z20_01",7.41
"endodermis","order",3,"P04_D_FY_C02_Z20_01",7.41
"pericycle","n_layers",1,"P04_D_FY_C02_Z20_01",7.41
"epidermis","cell_diameter",0.0260385,"P04_D_FY_C02_Z20_01",7.41
"planttype","param",2,"P04_D_FY_C02_Z20_01",7.41
"phloem","cell_diameter",0.0083815606363405,"P04_D_FY_C02_Z20_01",7.41
"phloem","n_layers",1,"P04_D_FY_C02_Z20_01",7.41
"epidermis","order",6,"P04_D_FY_C02_Z20_01",7.41
"xylem","n_files",2,"P04_D_FY_C02_Z20_01",7.41
"cortex","order",4,"P04_D_FY_C02_Z20_01",7.41
"pericycle","cell_diameter",0.0151839090909091,"P04_D_FY_C02_Z20_01",7.41
"endodermis","n_layers",1,"P04_D_FY_C02_Z20_01",7.41
"cortex","n_layers",2,"P04_D_FY_C02_Z20_01",7.41
"stele","cell_diameter",0.00838143703861594,"P04_D_FY_C02_Z20_01",7.41
"aerenchyma","n_files",10,"P04_D_FY_C02_Z20_01",7.41
"randomness","param",2,"P04_D_FY_C02_Z20_01",7.41
"cortex","cell_diameter",0.0303832857142857,"P04_D_FY_C02_Z20_01",7.41
"phloem","order",1.5,"P04_D_FY_C02_Z20_01",7.41
"pericycle","order",2,"P04_D_FY_C02_Z20_01",7.41
"xylem","max_size",0.0256992659460525,"P04_D_FY_C02_Z20_01",7.41
"exodermis","order",5,"P04_D_FY_C02_Z20_01",7.41
"endodermis","cell_diameter",0.0200762272727273,"P04_D_FY_C02_Z20_01",7.41
"exodermis","n_layers",1,"P04_D_FY_C02_Z20_01",7.41
"phloem","proportion",0.150214592274678,"P04_D_FY_C02_Z20_01",7.41
"stele","SD",0.00155119099369402,"P04_D_FY_C02_Z20_01",7.41
"stele","order",1,"P04_D_FY_C02_Z20_01",7.41
"xylem","n_cells",11,"P04_D_FY_C02_Z20_01",7.41
"stele","n_layers",4,"P04_D_FY_C02_Z20_01",7.41
"stele","n_layers",10,"P04_D_To_C01_Z20_01",7.41
"cortex","n_layers",2,"P04_D_To_C01_Z20_01",7.41
"secondarygrowth","param",0,"P04_D_To_C01_Z20_01",7.41
"xylem","n_cells",6,"P04_D_To_C01_Z20_01",7.41
"endodermis","cell_diameter",0.0174982727272727,"P04_D_To_C01_Z20_01",7.41
"phloem","proportion",0,"P04_D_To_C01_Z20_01",7.41
"stele","layer_diameter",0.1464115,"P04_D_To_C01_Z20_01",7.41
"endodermis","order",3,"P04_D_To_C01_Z20_01",7.41
"epidermis","n_layers",1,"P04_D_To_C01_Z20_01",7.41
"randomness","param",2,"P04_D_To_C01_Z20_01",7.41
"phloem","cell_diameter",0.007968,"P04_D_To_C01_Z20_01",7.41
"xylem","cell_diameter",0.0220420525943034,"P04_D_To_C01_Z20_01",7.41
"aerenchyma","proportion",0,"P04_D_To_C01_Z20_01",7.41
"epidermis","cell_diameter",0.01448875,"P04_D_To_C01_Z20_01",7.41
"xylem","order",1.5,"P04_D_To_C01_Z20_01",7.41
"xylem","n_files",2,"P04_D_To_C01_Z20_01",7.41
"cortex","order",4,"P04_D_To_C01_Z20_01",7.41
"planttype","param",2,"P04_D_To_C01_Z20_01",7.41
"aerenchyma","n_files",10,"P04_D_To_C01_Z20_01",7.41
"cortex","cell_diameter",0.0275757142857143,"P04_D_To_C01_Z20_01",7.41
"xylem","max_size",0.0331297965152746,"P04_D_To_C01_Z20_01",7.41
"exodermis","cell_diameter",0.0384731538461539,"P04_D_To_C01_Z20_01",7.41
"phloem","order",1.5,"P04_D_To_C01_Z20_01",7.41
"epidermis","order",6,"P04_D_To_C01_Z20_01",7.41
"pericycle","cell_diameter",0.013347,"P04_D_To_C01_Z20_01",7.41
"pericycle","order",2,"P04_D_To_C01_Z20_01",7.41
"exodermis","order",5,"P04_D_To_C01_Z20_01",7.41
"stele","order",1,"P04_D_To_C01_Z20_01",7.41
"exodermis","n_layers",1,"P04_D_To_C01_Z20_01",7.41
"phloem","n_layers",0,"P04_D_To_C01_Z20_01",7.41
"pericycle","n_layers",1,"P04_D_To_C01_Z20_01",7.41
"stele","SD",0.00134152766406868,"P04_D_To_C01_Z20_01",7.41
"stele","cell_diameter",0.00798921786692472,"P04_D_To_C01_Z20_01",7.41
"endodermis","n_layers",1,"P04_D_To_C01_Z20_01",7.41
"stele","order",1,"P04_F_FY_C01_Z10_01",16.68
"stele","cell_diameter",0.0106737138693607,"P04_F_FY_C01_Z10_01",16.68
"planttype","param",2,"P04_F_FY_C01_Z10_01",16.68
"phloem","proportion",0.12853470437018,"P04_F_FY_C01_Z10_01",16.68
"secondarygrowth","param",1,"P04_F_FY_C01_Z10_01",16.68
"phloem","cell_diameter",0.0106738712703816,"P04_F_FY_C01_Z10_01",16.68
"cortex","n_layers",2,"P04_F_FY_C01_Z10_01",16.68
"epidermis","n_layers",1,"P04_F_FY_C01_Z10_01",16.68
"pericycle","n_layers",1,"P04_F_FY_C01_Z10_01",16.68
"endodermis","cell_diameter",0.0276701333333333,"P04_F_FY_C01_Z10_01",16.68
"aerenchyma","n_files",10,"P04_F_FY_C01_Z10_01",16.68
"aerenchyma","proportion",0,"P04_F_FY_C01_Z10_01",16.68
"randomness","param",2,"P04_F_FY_C01_Z10_01",16.68
"pericycle","cell_diameter",0.0177072,"P04_F_FY_C01_Z10_01",16.68
"phloem","n_layers",1,"P04_F_FY_C01_Z10_01",16.68
"xylem","order",1.5,"P04_F_FY_C01_Z10_01",16.68
"pericycle","order",2,"P04_F_FY_C01_Z10_01",16.68
"exodermis","order",5,"P04_F_FY_C01_Z10_01",16.68
"stele","n_layers",5,"P04_F_FY_C01_Z10_01",16.68
"epidermis","cell_diameter",0.023787,"P04_F_FY_C01_Z10_01",16.68
"xylem","n_files",2,"P04_F_FY_C01_Z10_01",16.68
"stele","layer_diameter",0.2334,"P04_F_FY_C01_Z10_01",16.68
"endodermis","order",3,"P04_F_FY_C01_Z10_01",16.68
"xylem","n_cells",9,"P04_F_FY_C01_Z10_01",16.68
"xylem","max_size",0.036341342608212,"P04_F_FY_C01_Z10_01",16.68
"cortex","cell_diameter",0.0290878235294118,"P04_F_FY_C01_Z10_01",16.68
"stele","SD",0.00173465854383146,"P04_F_FY_C01_Z10_01",16.68
"phloem","order",1.5,"P04_F_FY_C01_Z10_01",16.68
"epidermis","order",6,"P04_F_FY_C01_Z10_01",16.68
"endodermis","n_layers",1,"P04_F_FY_C01_Z10_01",16.68
"exodermis","cell_diameter",0.0303235789473684,"P04_F_FY_C01_Z10_01",16.68
"xylem","cell_diameter",0.0243707174730504,"P04_F_FY_C01_Z10_01",16.68
"cortex","order",4,"P04_F_FY_C01_Z10_01",16.68
"exodermis","n_layers",1,"P04_F_FY_C01_Z10_01",16.68
"stele","n_layers",6,"P11_A_To_C02_Z20_01",0.75
"phloem","cell_diameter",0.00757,"P11_A_To_C02_Z20_01",0.75
"randomness","param",2,"P11_A_To_C02_Z20_01",0.75
"stele","SD",0.00118156469608625,"P11_A_To_C02_Z20_01",0.75
"aerenchyma","proportion",0,"P11_A_To_C02_Z20_01",0.75
"cortex","n_layers",4,"P11_A_To_C02_Z20_01",0.75
"cortex","cell_diameter",0.02255095,"P11_A_To_C02_Z20_01",0.75
"epidermis","order",6,"P11_A_To_C02_Z20_01",0.75
"xylem","cell_diameter",0.0159200105138322,"P11_A_To_C02_Z20_01",0.75
"endodermis","cell_diameter",0.0148587058823529,"P11_A_To_C02_Z20_01",0.75
"planttype","param",2,"P11_A_To_C02_Z20_01",0.75
"epidermis","cell_diameter",0.0147818461132593,"P11_A_To_C02_Z20_01",0.75
"xylem","order",1.5,"P11_A_To_C02_Z20_01",0.75
"secondarygrowth","param",0,"P11_A_To_C02_Z20_01",0.75
"exodermis","order",5,"P11_A_To_C02_Z20_01",0.75
"xylem","max_size",0.017370700043123,"P11_A_To_C02_Z20_01",0.75
"endodermis","order",3,"P11_A_To_C02_Z20_01",0.75
"phloem","n_layers",0,"P11_A_To_C02_Z20_01",0.75
"pericycle","cell_diameter",0.016602,"P11_A_To_C02_Z20_01",0.75
"exodermis","n_layers",1,"P11_A_To_C02_Z20_01",0.75
"epidermis","n_layers",1,"P11_A_To_C02_Z20_01",0.75
"aerenchyma","n_files",10,"P11_A_To_C02_Z20_01",0.75
"xylem","n_files",2,"P11_A_To_C02_Z20_01",0.75
"phloem","proportion",0,"P11_A_To_C02_Z20_01",0.75
"pericycle","n_layers",1,"P11_A_To_C02_Z20_01",0.75
"xylem","n_cells",5,"P11_A_To_C02_Z20_01",0.75
"endodermis","n_layers",1,"P11_A_To_C02_Z20_01",0.75
"stele","cell_diameter",0.00749338662644927,"P11_A_To_C02_Z20_01",0.75
"pericycle","order",2,"P11_A_To_C02_Z20_01",0.75
"exodermis","cell_diameter",0.0217805,"P11_A_To_C02_Z20_01",0.75
"stele","order",1,"P11_A_To_C02_Z20_01",0.75
"stele","layer_diameter",0.1486,"P11_A_To_C02_Z20_01",0.75
"phloem","order",1.5,"P11_A_To_C02_Z20_01",0.75
"cortex","order",4,"P11_A_To_C02_Z20_01",0.75
"epidermis","n_layers",1,"P11_B_To_C01_Z20_01",2.25
"xylem","cell_diameter",0.0175269941390385,"P11_B_To_C01_Z20_01",2.25
"endodermis","cell_diameter",0.0154721333333333,"P11_B_To_C01_Z20_01",2.25
"xylem","n_files",2,"P11_B_To_C01_Z20_01",2.25
"pericycle","cell_diameter",0.0154466875,"P11_B_To_C01_Z20_01",2.25
"cortex","order",4,"P11_B_To_C01_Z20_01",2.25
"stele","n_layers",8,"P11_B_To_C01_Z20_01",2.25
"endodermis","n_layers",1,"P11_B_To_C01_Z20_01",2.25
"xylem","order",1.5,"P11_B_To_C01_Z20_01",2.25
"xylem","n_cells",5,"P11_B_To_C01_Z20_01",2.25
"planttype","param",2,"P11_B_To_C01_Z20_01",2.25
"stele","layer_diameter",0.14502,"P11_B_To_C01_Z20_01",2.25
"stele","order",1,"P11_B_To_C01_Z20_01",2.25
"secondarygrowth","param",0,"P11_B_To_C01_Z20_01",2.25
"exodermis","order",5,"P11_B_To_C01_Z20_01",2.25
"stele","cell_diameter",0.00744819092405978,"P11_B_To_C01_Z20_01",2.25
"phloem","order",1.5,"P11_B_To_C01_Z20_01",2.25
"endodermis","order",3,"P11_B_To_C01_Z20_01",2.25
"phloem","n_layers",0,"P11_B_To_C01_Z20_01",2.25
"pericycle","order",2,"P11_B_To_C01_Z20_01",2.25
"pericycle","n_layers",1,"P11_B_To_C01_Z20_01",2.25
"xylem","max_size",0.0199795774626562,"P11_B_To_C01_Z20_01",2.25
"aerenchyma","proportion",0,"P11_B_To_C01_Z20_01",2.25
"exodermis","cell_diameter",0.029173625,"P11_B_To_C01_Z20_01",2.25
"phloem","cell_diameter",0.00530913299126285,"P11_B_To_C01_Z20_01",2.25
"aerenchyma","n_files",10,"P11_B_To_C01_Z20_01",2.25
"randomness","param",2,"P11_B_To_C01_Z20_01",2.25
"cortex","cell_diameter",0.0231240416666667,"P11_B_To_C01_Z20_01",2.25
"epidermis","cell_diameter",0.0159191111111111,"P11_B_To_C01_Z20_01",2.25
"cortex","n_layers",4,"P11_B_To_C01_Z20_01",2.25
"stele","SD",0.000700932130180581,"P11_B_To_C01_Z20_01",2.25
"phloem","proportion",0,"P11_B_To_C01_Z20_01",2.25
"epidermis","order",6,"P11_B_To_C01_Z20_01",2.25
"exodermis","n_layers",1,"P11_B_To_C01_Z20_01",2.25
"stele","n_layers",7,"P11_C_To_C01_Z20_01",3.75
"xylem","order",1.5,"P11_C_To_C01_Z20_01",3.75
"stele","layer_diameter",0.1494,"P11_C_To_C01_Z20_01",3.75
"epidermis","n_layers",1,"P11_C_To_C01_Z20_01",3.75
"endodermis","order",3,"P11_C_To_C01_Z20_01",3.75
"planttype","param",2,"P11_C_To_C01_Z20_01",3.75
"endodermis","cell_diameter",0.0150572,"P11_C_To_C01_Z20_01",3.75
"stele","order",1,"P11_C_To_C01_Z20_01",3.75
"epidermis","cell_diameter",0.014696,"P11_C_To_C01_Z20_01",3.75
"exodermis","cell_diameter",0.0276952727272727,"P11_C_To_C01_Z20_01",3.75
"xylem","n_cells",7,"P11_C_To_C01_Z20_01",3.75
