CS_id,param_id,value
B11_F_To_C01_Z10_01,stele_n_layers,7
B11_F_To_C01_Z10_01,stele_order,1
B11_F_To_C01_Z10_01,stele_SD,99.6316405407662
B11_F_To_C01_Z10_01,stele_totarea,141829.717
B11_F_To_C01_Z10_01,xylem_max_size,3845.518
B11_F_To_C01_Z10_01,xylem_mean_size,2021.373
B11_F_To_C01_Z10_01,xylem_n_files,14
B11_F_To_C01_Z10_01,xylem_order,1.5
B11_F_To_C03_Z10_01,aerenchyma_n_files,10
B11_F_To_C03_Z10_01,aerenchyma_proportion,0
B11_F_To_C03_Z10_01,cortex_cell_diameter,0.0309581666666667
B11_F_To_C03_Z10_01,cortex_n_layers,2
B11_F_To_C03_Z10_01,cortex_order,4
B11_F_To_C03_Z10_01,endodermis_barrier,2
B11_F_To_C03_Z10_01,endodermis_cell_diameter,0.0273901333333333
B11_F_To_C03_Z10_01,endodermis_n_layers,1
B11_F_To_C03_Z10_01,endodermis_order,3
B11_F_To_C03_Z10_01,epidermis_cell_diameter,0.031288
B11_F_To_C03_Z10_01,epidermis_n_layers,1
B11_F_To_C03_Z10_01,epidermis_order,6
B11_F_To_C03_Z10_01,exodermis_barrier,1
B11_F_To_C03_Z10_01,exodermis_cell_diameter,0.0417027142857143
B11_F_To_C03_Z10_01,exodermis_n_layers,1
B11_F_To_C03_Z10_01,exodermis_order,5
B11_F_To_C03_Z10_01,pericycle_cell_diameter,0.0184228666666667
B11_F_To_C03_Z10_01,pericycle_n_layers,1
B11_F_To_C03_Z10_01,pericycle_order,2
B11_F_To_C03_Z10_01,phloem_max_size,0.012491
B11_F_To_C03_Z10_01,phloem_n_files,4
B11_F_To_C03_Z10_01,phloem_proportion,0.190220385674931
B11_F_To_C03_Z10_01,planttype_param,2
B11_F_To_C03_Z10_01,randomness_param,2
B11_F_To_C03_Z10_01,secondarygrowth_param,1
B11_F_To_C03_Z10_01,stele_cell_diameter,0.0170842260153678
B11_F_To_C03_Z10_01,stele_layer_diameter,0.4356
B11_F_To_C03_Z10_01,stele_mean_size,234.979961538462
B11_F_To_C03_Z10_01,stele_n_layers,8
B11_F_To_C03_Z10_01,stele_order,1
B11_F_To_C03_Z10_01,stele_SD,74.8940173447683
B11_F_To_C03_Z10_01,stele_totarea,147326.913
B11_F_To_C03_Z10_01,xylem_max_size,4068.332
B11_F_To_C03_Z10_01,xylem_mean_size,1841.40428571429
B11_F_To_C03_Z10_01,xylem_n_files,14
B11_F_To_C03_Z10_01,xylem_order,1.5
P04_A_FY_C01_Z20_04,aerenchyma_n_files,10
P04_A_FY_C01_Z20_04,aerenchyma_proportion,0
P04_A_FY_C01_Z20_04,cortex_cell_diameter,0.0242814166666667
P04_A_FY_C01_Z20_04,cortex_n_layers,3
P04_A_FY_C01_Z20_04,cortex_order,4
P04_A_FY_C01_Z20_04,endodermis_barrier,1
P04_A_FY_C01_Z20_04,endodermis_cell_diameter,0.0159271
