"node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","length","R","G","B","time","type","X","RSA_id","kr","Kx","SUF","RSHA_id","age"
82,83,0,0.2516,-0.3379,-14.0088,0.2575,-0.3467,-14.2085,0.1887,0.199980849083106,0.4314,0.3922,0.1961,9.7509,1,NA,"Tomato_60d_1",7.56207312487228e-05,0.0647461817856762,0.00181796342325275,"Tomato_60d_1_20_1B_60",20
83,84,0,0.2575,-0.3467,-14.2085,0.2576,-0.3524,-14.3282,0.1887,0.119835679161091,0.4314,0.3922,0.1961,9.8652,1,NA,"Tomato_60d_1",7.57274366663593e-05,0.0636813084768671,0.00108949941278269,"Tomato_60d_1_20_1B_60",20
84,85,0,0.2576,-0.3524,-14.3282,0.2645,-0.3488,-14.5194,0.1887,0.191358328797049,0.4314,0.3922,0.1961,10.0485,1,NA,"Tomato_60d_1",7.5803190786817e-05,0.0620404437654944,0.00173928393541944,"Tomato_60d_1_20_1B_60",20
85,86,0,0.2645,-0.3488,-14.5194,0.2633,-0.3482,-14.564,0.1887,0.0446201748091609,0.4314,0.3922,0.1961,10.0913,1,NA,"Tomato_60d_1",7.57693369849132e-05,0.0616934343145169,0.000404991102647562,"Tomato_60d_1_20_1B_60",20
86,87,0,0.2633,-0.3482,-14.564,0.2629,-0.3481,-14.6864,0.1887,0.122400694442475,0.4314,0.3922,0.1961,10.2089,1,NA,"Tomato_60d_1",7.56763181273458e-05,0.0607399690940743,0.00110884887263545,"Tomato_60d_1_20_1B_60",20
87,88,0,0.2629,-0.3481,-14.6864,0.2575,-0.3559,-14.8606,0.1887,0.174458132513218,0.4314,0.3922,0.1961,10.377,1,NA,"Tomato_60d_1",7.55433549474385e-05,0.059377065152268,0.00157578832800891,"Tomato_60d_1_20_1B_60",20
88,89,0,0.2575,-0.3559,-14.8606,0.2521,-0.3647,-14.9764,0.1887,0.116259365214163,0.4314,0.3922,0.1961,10.4894,1,NA,"Tomato_60d_1",7.5454449168607e-05,0.0584657599585796,0.00104766025591322,"Tomato_60d_1_20_1B_60",20
89,90,0,0.2521,-0.3647,-14.9764,0.2506,-0.3515,-15.176,0.1887,0.2000416206693,0.4314,0.3922,0.1961,10.6832,1,NA,"Tomato_60d_1",7.53011578880239e-05,0.0568944881922378,0.00179673839974396,"Tomato_60d_1_20_1B_60",20
90,91,0,0.2506,-0.3515,-15.176,0.2499,-0.3456,-15.222,0.1887,0.0463821086195954,0.4314,0.3922,0.1961,10.7283,1,NA,"Tomato_60d_1",7.52654848397561e-05,0.056528831037119,0.000415996427206517,"Tomato_60d_1_20_1B_60",20
91,92,0,0.2499,-0.3456,-15.222,0.2284,-0.347,-15.4209,0.1887,0.200063539906701,0.4314,0.3922,0.1961,10.9231,1,NA,"Tomato_60d_1",7.5111402582493e-05,0.0549494515733245,0.00178894866345528,"Tomato_60d_1_20_1B_60",20
92,93,0,0.2284,-0.347,-15.4209,0.2271,-0.3465,-15.4355,0.1887,0.0146662878738961,0.4314,0.3922,0.1961,10.9374,1,NA,"Tomato_60d_1",7.51000916159691e-05,0.0548335114997502,0.000131015816337977,"Tomato_60d_1_20_1B_60",20
93,94,0,0.2271,-0.3465,-15.4355,0.2079,-0.3329,-15.6341,0.1887,0.199988899691959,0.4314,0.3922,0.1961,11.133,1,NA,"Tomato_60d_1",7.4945376577362e-05,0.0533947077394707,0.00178136760022179,"Tomato_60d_1_20_1B_60",20
94,95,0,0.2079,-0.3329,-15.6341,0.2065,-0.3306,-15.6666,0.1887,0.0326113477182413,0.4314,0.3922,0.1961,11.165,1,NA,"Tomato_60d_1",7.49200653236021e-05,0.0531689236496472,0.000290124901164636,"Tomato_60d_1_20_1B_60",20
95,96,0,0.2065,-0.3306,-15.6666,0.228,-0.3284,-15.8654,0.1887,0.199971322944065,0.4314,0.3922,0.1961,11.3614,1,NA,"Tomato_60d_1",7.4764717503651e-05,0.0517831737983555,0.00177377970138324,"Tomato_60d_1_20_1B_60",20
96,97,0,0.228,-0.3284,-15.8654,0.2301,-0.3283,-15.8853,0.1887,0.0200107471124909,0.4314,0.3922,0.1961,11.3811,1,NA,"Tomato_60d_1",7.47491352630551e-05,0.0516441754680579,0.000177315940368217,"Tomato_60d_1_20_1B_60",20
97,98,0,0.2301,-0.3283,-15.8853,0.256,-0.318,-16.0834,0.1887,0.200051268428871,0.4314,0.3922,0.1961,11.5784,1,NA,"Tomato_60d_1",7.4593075564092e-05,0.0502520754392399,0.00176751303258633,"Tomato_60d_1_20_1B_60",20
