"Barrier","kr","kx","perimeter","CS_id","kAQP","kpl","Simu_ID","kw_lignin","Kr","Barrier_Name"
"b9",9.85205268068956e-08,4.33469419896506e-10,1.23088570181564,"B05_E2_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,1.21267507781952e-07,"En.CS-Ex.LC"
"b1",1.37335108730461e-07,4.33469419896506e-10,1.23088570181564,"B05_E2_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.69043821693621e-07,"En.CS"
"b6",9.00371193215011e-08,4.33469419896506e-10,1.23088570181564,"B05_E2_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.10825402805504e-07,"En.CS-Ex.Sub"
"b9",9.80686825637969e-08,4.33469419896506e-10,1.23088570181564,"B05_E2_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.20711339163674e-07,"En.CS-Ex.LC"
"b1",1.40909559481697e-07,4.33469419896506e-10,1.23088570181564,"B05_E2_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.73443562015161e-07,"En.CS"
"b6",9.51352932807405e-08,4.33469419896506e-10,1.23088570181564,"B05_E2_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.17100672237301e-07,"En.CS-Ex.Sub"
"b9",1.27961878290653e-07,4.33469419896506e-10,1.23088570181564,"B05_E2_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.57506446365438e-07,"En.CS-Ex.LC"
"b1",6.14165287121419e-08,2.32352739077325e-11,1.03802031932893,"B11_C_To_C01_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,6.3751604745852e-08,"En.CS"
"b6",4.54838875703593e-08,2.32352739077325e-11,1.03802031932893,"B11_C_To_C01_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,4.72131995001055e-08,"En.CS-Ex.Sub"
"b9",4.70734875377766e-08,2.32352739077325e-11,1.03802031932893,"B11_C_To_C01_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,4.88632365658893e-08,"En.CS-Ex.LC"
"b1",7.09875865728675e-08,2.32352739077325e-11,1.03802031932893,"B11_C_To_C01_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,7.3686557282758e-08,"En.CS"
"b6",5.29466811544816e-08,2.32352739077325e-11,1.03802031932893,"B11_C_To_C01_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,5.4959730879382e-08,"En.CS-Ex.Sub"
"b9",5.89077740680405e-08,2.32352739077325e-11,1.03802031932893,"B11_C_To_C01_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,6.11474664490639e-08,"En.CS-Ex.LC"
"b1",9.81791962309424e-08,2.32352739077325e-11,1.03802031932893,"B11_C_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,1.019120006231e-07,"En.CS"
"b6",6.95564942346427e-08,2.32352739077325e-11,1.03802031932893,"B11_C_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,7.22010543568447e-08,"En.CS-Ex.Sub"
"b9",7.38305045814263e-08,2.32352739077325e-11,1.03802031932893,"B11_C_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,7.66375639418282e-08,"En.CS-Ex.LC"
"b1",1.03880682933551e-07,2.32352739077325e-11,1.03802031932893,"B11_C_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,1.07830259670792e-07,"En.CS"
"b6",7.52102283879742e-08,2.32352739077325e-11,1.03802031932893,"B11_C_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,7.80697452880868e-08,"En.CS-Ex.Sub"
"b9",9.16127653259193e-08,2.32352739077325e-11,1.03802031932893,"B11_C_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,9.50959119182171e-08,"En.CS-Ex.LC"
"b1",1.28823266244676e-07,2.32352739077325e-11,1.03802031932893,"B11_C_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.33721167964294e-07,"En.CS"
"b6",8.54928151717729e-08,2.32352739077325e-11,1.03802031932893,"B11_C_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,8.87432793049329e-08,"En.CS-Ex.Sub"
"b9",9.29519875874156e-08,2.32352739077325e-11,1.03802031932893,"B11_C_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,9.64860518377479e-08,"En.CS-Ex.LC"
"b1",1.32675916483655e-07,2.32352739077325e-11,1.03802031932893,"B11_C_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.37720297195622e-07,"En.CS"
"b6",9.07104511279851e-08,2.32352739077325e-11,1.03802031932893,"B11_C_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,9.41592914463424e-08,"En.CS-Ex.Sub"
"b9",1.20365116216471e-07,2.32352739077325e-11,1.03802031932893,"B11_C_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.24941436371085e-07,"En.CS-Ex.LC"
"b1",6.72090950903283e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,7.44730476936133e-08,"En.CS"
"b6",4.84658830391495e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,5.37040710671177e-08,"En.CS-Ex.Sub"
"b9",5.029087103242e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,5.57263035890768e-08,"En.CS-Ex.LC"
"b1",7.88545451935081e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,8.73771369360305e-08,"En.CS"
"b6",5.70725573286426e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,6.32409538950053e-08,"En.CS-Ex.Sub"
"b9",6.40873794258603e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,7.10139372971205e-08,"En.CS-Ex.LC"
"b1",1.04584611189876e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,1.15888106017402e-07,"En.CS"
"b6",7.2605287382253e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,8.04524599350712e-08,"En.CS-Ex.Sub"
"b9",7.73596046821676e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,8.57206233964486e-08,"En.CS-Ex.LC"
"b1",1.11187482127091e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,1.23204614617333e-07,"En.CS"
"b6",7.88855259223984e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,8.74114660591519e-08,"En.CS-Ex.Sub"
"b9",9.71376895786387e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,1.07636321826901e-07,"En.CS-Ex.LC"
"b1",1.3415554178018e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.48655059972614e-07,"En.CS"
"b6",8.77548060581468e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,9.72393371481744e-08,"En.CS-Ex.Sub"
"b9",9.57400081896258e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.06087579166335e-07,"En.CS-Ex.LC"
"b1",1.38423232755436e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.5338400258246e-07,"En.CS"
"b6",9.33444408304585e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.03433099114896e-07,"En.CS-Ex.Sub"
"b9",1.25001143425296e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.38511255114457e-07,"En.CS-Ex.LC"
"b1",6.91433827192841e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,1.07116889211172e-07,"En.CS"
"b6",5.12104727233127e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,7.93352352375566e-08,"En.CS-Ex.Sub"
"b9",5.28749657061186e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,8.19138668205073e-08,"En.CS-Ex.LC"
"b1",7.32394969835152e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,1.13462587101298e-07,"En.CS"
"b6",5.54174365025132e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,8.58526611332721e-08,"En.CS-Ex.Sub"
"b9",6.18463311232806e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,9.58123010259118e-08,"En.CS-Ex.LC"
"b1",9.66868256682916e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,1.49787175373497e-07,"En.CS"
"b6",7.0426336491714e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,1.09104440466255e-07,"En.CS-Ex.Sub"
"b9",7.4358058674738e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,1.15195462237607e-07,"En.CS-Ex.LC"
"b1",9.85963156192089e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,1.52745356120202e-07,"En.CS"
"b6",7.35745867807931e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,1.13981708024793e-07,"En.CS-Ex.Sub"
"b9",8.88535997342075e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,1.37651946208417e-07,"En.CS-Ex.LC"
"b1",1.17764457194442e-07,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.82440630154367e-07,"En.CS"
"b6",8.22066526093478e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.27354499500367e-07,"En.CS-Ex.Sub"
"b9",8.84618476176113e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.37045044052038e-07,"En.CS-Ex.LC"
"b1",1.18900597706806e-07,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.84200738390397e-07,"En.CS"
"b6",8.52381226680066e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.3205085119231e-07,"En.CS-Ex.Sub"
"b9",1.10299606598864e-07,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.70876087854335e-07,"En.CS-Ex.LC"
"b1",5.02297241257088e-08,3.29793994131907e-09,2.56543364899176,"B11_F_To_C01_Z10_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,1.28861024451666e-07,"En.CS"
"b6",4.15593020242236e-08,3.29793994131907e-09,2.56543364899176,"B11_F_To_C01_Z10_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,1.06617631841555e-07,"En.CS-Ex.Sub"
"b9",4.25295074877506e-08,3.29793994131907e-09,2.56543364899176,"B11_F_To_C01_Z10_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,1.09106629584122e-07,"En.CS-Ex.LC"
"b1",5.16038152653813e-08,3.29793994131907e-09,2.56543364899176,"B11_F_To_C01_Z10_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,1.32386164098164e-07,"En.CS"
"b6",4.3122696299837e-08,3.29793994131907e-09,2.56543364899176,"B11_F_To_C01_Z10_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,1.10628416122854e-07,"En.CS-Ex.Sub"
"b9",4.69578618782743e-08,3.29793994131907e-09,2.56543364899176,"B11_F_To_C01_Z10_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,1.20467278947232e-07,"En.CS-Ex.LC"
"b1",6.55060443157913e-08,3.29793994131907e-09,2.56543364899176,"B11_F_To_C01_Z10_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,1.68051410300077e-07,"En.CS"
"b6",5.41123655526919e-08,3.29793994131907e-09,2.56543364899176,"B11_F_To_C01_Z10_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,1.38821683415418e-07,"En.CS-Ex.Sub"
"b9",5.61597075824734e-08,3.29793994131907e-09,2.56543364899176,"B11_F_To_C01_Z10_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,1.44074003549615e-07,"En.CS-Ex.LC"
"b1",6.60793432639187e-08,3.29793994131907e-09,2.56543364899176,"B11_F_To_C01_Z10_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,1.69522170712534e-07,"En.CS"
"b6",5.51140808741201e-08,3.29793994131907e-09,2.56543364899176,"B11_F_To_C01_Z10_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,1.41391517607721e-07,"En.CS-Ex.Sub"
"b9",6.29329089882107e-08,3.29793994131907e-09,2.56543364899176,"B11_F_To_C01_Z10_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,1.61450202347292e-07,"En.CS-Ex.LC"
"b1",7.88382129944424e-08,3.29793994131907e-09,2.56543364899176,"B11_F_To_C01_Z10_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,2.02254204442322e-07,"En.CS"
"b6",6.28581253513735e-08,3.29793994131907e-09,2.56543364899176,"B11_F_To_C01_Z10_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.61258349888956e-07,"En.CS-Ex.Sub"
"b9",6.61452517027323e-08,3.29793994131907e-09,2.56543364899176,"B11_F_To_C01_Z10_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.69691254439219e-07,"En.CS-Ex.LC"
"b1",7.91835324836691e-08,3.29793994131907e-09,2.56543364899176,"B11_F_To_C01_Z10_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,2.03140098679637e-07,"En.CS"
"b6",6.37957676814655e-08,3.29793994131907e-09,2.56543364899176,"B11_F_To_C01_Z10_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.63663809073293e-07,"En.CS-Ex.Sub"
"b9",7.65458637688709e-08,3.29793994131907e-09,2.56543364899176,"B11_F_To_C01_Z10_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.96373334603801e-07,"En.CS-Ex.LC"
"b1",4.55565518795671e-08,2.29525906774499e-09,2.62956241120022,"B11_F_To_C03_Z10_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,1.19793796406402e-07,"En.CS"
"b6",3.8617769453136e-08,2.29525906774499e-09,2.62956241120022,"B11_F_To_C03_Z10_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,1.01547834958362e-07,"En.CS-Ex.Sub"
"b9",3.94086166345857e-08,2.29525906774499e-09,2.62956241120022,"B11_F_To_C03_Z10_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,1.03627416979706e-07,"En.CS-Ex.LC"
"b1",4.64585449054849e-08,2.29525906774499e-09,2.62956241120022,"B11_F_To_C03_Z10_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,1.22165643362521e-07,"En.CS"
"b6",3.97300949448943e-08,2.29525906774499e-09,2.62956241120022,"B11_F_To_C03_Z10_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,1.0447276426051e-07,"En.CS-Ex.Sub"
"b9",4.29243082389517e-08,2.29525906774499e-09,2.62956241120022,"B11_F_To_C03_Z10_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,1.12872147471919e-07,"En.CS-Ex.LC"
"b1",5.82911074667317e-08,2.29525906774499e-09,2.62956241120022,"B11_F_To_C03_Z10_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,1.5328010510175e-07,"En.CS"
"b6",4.93503357358337e-08,2.29525906774499e-09,2.62956241120022,"B11_F_To_C03_Z10_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,1.29769787831059e-07,"En.CS-Ex.Sub"
"b9",5.0985071007886e-08,2.29525906774499e-09,2.62956241120022,"B11_F_To_C03_Z10_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,1.34068426254711e-07,"En.CS-Ex.LC"
"b1",5.86592556014042e-08,2.29525906774499e-09,2.62956241120022,"B11_F_To_C03_Z10_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,1.54248173598438e-07,"En.CS"
"b6",5.00561658145343e-08,2.29525906774499e-09,2.62956241120022,"B11_F_To_C03_Z10_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,1.31625812074705e-07,"En.CS-Ex.Sub"
"b9",5.63710107738353e-08,2.29525906774499e-09,2.62956241120022,"B11_F_To_C03_Z10_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,1.4823109101224e-07,"En.CS-Ex.LC"
"b1",6.94576479080917e-08,2.29525906774499e-09,2.62956241120022,"B11_F_To_C03_Z10_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.82643220109498e-07,"En.CS"
"b6",5.69496495001157e-08,2.29525906774499e-09,2.62956241120022,"B11_F_To_C03_Z10_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.49752657656532e-07,"En.CS-Ex.Sub"
"b9",5.95906311892481e-08,2.29525906774499e-09,2.62956241120022,"B11_F_To_C03_Z10_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.56697283834942e-07,"En.CS-Ex.LC"
"b1",6.96792482864868e-08,2.29525906774499e-09,2.62956241120022,"B11_F_To_C03_Z10_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.83225932134833e-07,"En.CS"
"b6",5.76158537253593e-08,2.29525906774499e-09,2.62956241120022,"B11_F_To_C03_Z10_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.51504483245415e-07,"En.CS-Ex.Sub"
"b9",6.77950844014987e-08,2.29525906774499e-09,2.62956241120022,"B11_F_To_C03_Z10_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.78271405606327e-07,"En.CS-Ex.LC"
"b1",6.66083124588418e-08,1.2712373841418e-11,0.975269243918215,"P01_A_To_C04_Z20_03",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,6.49610385304028e-08,"En.CS"
"b6",4.86550130418111e-08,1.2712373841418e-11,0.975269243918215,"P01_A_To_C04_Z20_03",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,4.7451737782118e-08,"En.CS-Ex.Sub"
"b9",5.03052055967973e-08,1.2712373841418e-11,0.975269243918215,"P01_A_To_C04_Z20_03",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,4.90611198275388e-08,"En.CS-Ex.LC"
"b1",7.58528925839585e-08,1.2712373841418e-11,0.975269243918215,"P01_A_To_C04_Z20_03",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,7.39769931993668e-08,"En.CS"
"b6",5.60517089311242e-08,1.2712373841418e-11,0.975269243918215,"P01_A_To_C04_Z20_03",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,5.46655077895814e-08,"En.CS-Ex.Sub"
"b9",6.26606718907233e-08,1.2712373841418e-11,0.975269243918215,"P01_A_To_C04_Z20_03",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,6.11110260982731e-08,"En.CS-Ex.LC"
"b1",1.02491315030652e-07,1.2712373841418e-11,0.975269243918215,"P01_A_To_C04_Z20_03",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,9.99566273181275e-08,"En.CS"
"b6",7.17152618085027e-08,1.2712373841418e-11,0.975269243918215,"P01_A_To_C04_Z20_03",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,6.99416891613753e-08,"En.CS-Ex.Sub"
"b9",7.61568377716748e-08,1.2712373841418e-11,0.975269243918215,"P01_A_To_C04_Z20_03",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,7.42734215927834e-08,"En.CS-Ex.LC"
"b1",1.07713831582992e-07,1.2712373841418e-11,0.975269243918215,"P01_A_To_C04_Z20_03",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,1.05049987087479e-07,"En.CS"
"b6",7.73388805815475e-08,1.2712373841418e-11,0.975269243918215,"P01_A_To_C04_Z20_03",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,7.5426231590247e-08,"En.CS-Ex.Sub"
"b9",9.4636000011619e-08,1.2712373841418e-11,0.975269243918215,"P01_A_To_C04_Z20_03",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,9.22955801787759e-08,"En.CS-Ex.LC"
"b1",1.3096478019642e-07,1.2712373841418e-11,0.975269243918215,"P01_A_To_C04_Z20_03",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.27725922162078e-07,"En.CS"
"b6",8.64152150510849e-08,1.2712373841418e-11,0.975269243918215,"P01_A_To_C04_Z20_03",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,8.42781014459015e-08,"En.CS-Ex.Sub"
"b9",9.39091728135978e-08,1.2712373841418e-11,0.975269243918215,"P01_A_To_C04_Z20_03",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,9.15867279669025e-08,"En.CS-Ex.LC"
"b1",1.34379055000855e-07,1.2712373841418e-11,0.975269243918215,"P01_A_To_C04_Z20_03",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.31055759369128e-07,"En.CS"
"b6",9.16298048535268e-08,1.2712373841418e-11,0.975269243918215,"P01_A_To_C04_Z20_03",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,8.93637304998727e-08,"En.CS-Ex.Sub"
"b9",1.21714660169187e-07,1.2712373841418e-11,0.975269243918215,"P01_A_To_C04_Z20_03",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.18704564596966e-07,"En.CS-Ex.LC"
"b1",5.22544887333327e-08,1.24995261707945e-11,1.16769674039301,"P04_A_FY_C01_Z20_04",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,6.10173961648158e-08,"En.CS"
"b6",4.10650463056473e-08,1.24995261707945e-11,1.16769674039301,"P04_A_FY_C01_Z20_04",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,4.79515207151924e-08,"En.CS-Ex.Sub"
"b9",4.22685345575892e-08,1.24995261707945e-11,1.16769674039301,"P04_A_FY_C01_Z20_04",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,4.93568300240862e-08,"En.CS-Ex.LC"
"b1",5.75415989590784e-08,1.24995261707945e-11,1.16769674039301,"P04_A_FY_C01_Z20_04",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,6.71911375415176e-08,"En.CS"
"b6",4.55693481165468e-08,1.24995261707945e-11,1.16769674039301,"P04_A_FY_C01_Z20_04",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,5.32111792575261e-08,"En.CS-Ex.Sub"
"b9",5.00777718668314e-08,1.24995261707945e-11,1.16769674039301,"P04_A_FY_C01_Z20_04",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,5.84756509750438e-08,"En.CS-Ex.LC"
