"Barrier","kr","kx","perimeter","CS_id","kAQP","kpl","Simu_ID","Kr","Barrier_Name"
"b5",2.85201607948988e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12",1.18994750027251e-07,"En.CS-Ex.CS"
"b6",2.69496519447445e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12",1.12442111373366e-07,"En.CS-Ex.Sub"
"b7",3.22561142612385e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12",1.34582279566007e-07,"Ex.CS"
"b8",2.41066808710371e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12",1.00580374874635e-07,"En.Sub-Ex.Sub"
"b9",2.72814689950897e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12",1.13826552619842e-07,"En.CS-Ex.LC"
"b0",1.1663132418267e-07,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",4.86621213893947e-07,NA
"b1",3.28807167197859e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",1.37188310224661e-07,"En.CS"
"b2",2.82313691760435e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",1.17789823914009e-07,"En.Sub*"
"b3",2.82313691760435e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",1.17789823914009e-07,"En.Sub"
"b4",2.73301606845602e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",1.14029709097767e-07,"En.Sub-Ex.CS"
"b5",3.16631201301816e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",1.32108128424286e-07,"En.CS-Ex.CS"
"b6",2.96385879473734e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",1.23661166895988e-07,"En.CS-Ex.Sub"
"b7",3.47012909539912e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",1.4478429740942e-07,"Ex.CS"
"b8",2.58096844651853e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",1.07685821735138e-07,"En.Sub-Ex.Sub"
"b9",3.0074283050715e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",1.2547901884581e-07,"En.CS-Ex.LC"
"b0",1.27137076121952e-07,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",5.30454393336845e-07,NA
"b1",3.51186671628041e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",1.46525717382196e-07,"En.CS"
"b2",2.94884050573475e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",1.23034558386116e-07,"En.Sub*"
"b3",2.94884050573475e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",1.23034558386116e-07,"En.Sub"
"b4",2.87565245332422e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",1.19980931141795e-07,"En.Sub-Ex.CS"
"b5",3.40849054637427e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",1.42212550431553e-07,"En.CS-Ex.CS"
"b6",3.16163124263211e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",1.31912832505014e-07,"En.CS-Ex.Sub"
"b7",3.67048361814791e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",1.53143695002854e-07,"Ex.CS"
"b8",2.69800083120351e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",1.12568767333108e-07,"En.Sub-Ex.Sub"
"b9",3.21554822327632e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",1.34162412260234e-07,"En.CS-Ex.LC"
"b0",1.36743568256405e-07,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",5.70535588474511e-07,NA
"b1",3.71269809970971e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",1.54905011047704e-07,"En.CS"
"b2",3.05871587321094e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",1.2761889154644e-07,"En.Sub*"
"b3",3.05871587321094e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",1.2761889154644e-07,"En.Sub"
"b4",2.99615272544005e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",1.25008567508139e-07,"En.Sub-Ex.CS"
"b5",3.62088585861333e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",1.51074326235906e-07,"En.CS-Ex.CS"
"b6",3.33000451677531e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",1.38937875530551e-07,"En.CS-Ex.Sub"
"b7",3.85440158801861e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",1.60817309821392e-07,"Ex.CS"
"b8",2.79424813524734e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",1.16584496405554e-07,"En.Sub-Ex.Sub"
"b9",3.39457437997774e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",1.41631925815303e-07,"En.CS-Ex.LC"
"b0",1.45857401685607e-07,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",6.08561262260052e-07,NA
"b1",3.90080566206238e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",1.62753428355503e-07,"En.CS"
"b2",3.15962937420277e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",1.31829308490178e-07,"En.Sub*"
"b3",3.15962937420277e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",1.31829308490178e-07,"En.Sub"
"b4",3.10451919174805e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",1.29529944741034e-07,"En.Sub-Ex.CS"
"b5",3.81712180384302e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",1.59261884299444e-07,"En.CS-Ex.CS"
"b6",3.48215589683348e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",1.45286091996274e-07,"En.CS-Ex.Sub"
"b7",4.02974489017066e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",1.68133163528734e-07,"Ex.CS"
"b8",2.87931630160729e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",1.20133797990519e-07,"En.Sub-Ex.Sub"
"b9",3.55770817968284e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",1.48438362096117e-07,"En.CS-Ex.LC"
"b0",1.54660666308676e-07,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",6e-04,6.13425925925926e-19,"6e-04_5.3e-12",6.45291148910382e-07,NA
"b1",4.08080911180581e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",6e-04,6.13425925925926e-19,"6e-04_5.3e-12",1.70263717536655e-07,"En.CS"
"b2",3.25449642366035e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",6e-04,6.13425925925926e-19,"6e-04_5.3e-12",1.35787449160285e-07,"En.Sub*"
"b3",3.25449642366035e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",6e-04,6.13425925925926e-19,"6e-04_5.3e-12",1.35787449160285e-07,"En.Sub"
"b4",3.20498048032644e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",6e-04,6.13425925925926e-19,"6e-04_5.3e-12",1.33721494013063e-07,"En.Sub-Ex.CS"
"b5",4.00323232790299e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",6e-04,6.13425925925926e-19,"6e-04_5.3e-12",1.67026979120339e-07,"En.CS-Ex.CS"
"b6",3.62383536265486e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",6e-04,6.13425925925926e-19,"6e-04_5.3e-12",1.51197388479015e-07,"En.CS-Ex.Sub"
"b7",4.19976103993664e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",6e-04,6.13425925925926e-19,"6e-04_5.3e-12",1.75226752301774e-07,"Ex.CS"
"b8",2.95718447325856e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",6e-04,6.13425925925926e-19,"6e-04_5.3e-12",1.23382693986358e-07,"En.Sub-Ex.Sub"
"b9",3.71068291589486e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",6e-04,6.13425925925926e-19,"6e-04_5.3e-12",1.5482093147465e-07,"En.CS-Ex.LC"
"b0",1.63249588246465e-07,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",7e-04,6.13425925925926e-19,"7e-04_5.3e-12",6.81126732950059e-07,NA
"b1",4.25518055654828e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",7e-04,6.13425925925926e-19,"7e-04_5.3e-12",1.77539022408965e-07,"En.CS"
"b2",3.34481870986341e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",7e-04,6.13425925925926e-19,"7e-04_5.3e-12",1.39555968540634e-07,"En.Sub*"
"b3",3.34481870986341e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",7e-04,6.13425925925926e-19,"7e-04_5.3e-12",1.39555968540634e-07,"En.Sub"
"b4",3.29969813663555e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",7e-04,6.13425925925926e-19,"7e-04_5.3e-12",1.37673401548481e-07,"En.Sub-Ex.CS"
"b5",4.18240143686816e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",7e-04,6.13425925925926e-19,"7e-04_5.3e-12",1.74502457076876e-07,"En.CS-Ex.CS"
"b6",3.75804711539554e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",7e-04,6.13425925925926e-19,"7e-04_5.3e-12",1.56797109351189e-07,"En.CS-Ex.Sub"
"b7",4.36609605862904e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",7e-04,6.13425925925926e-19,"7e-04_5.3e-12",1.82166753135718e-07,"Ex.CS"
"b8",3.02985523582707e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",7e-04,6.13425925925926e-19,"7e-04_5.3e-12",1.2641473833152e-07,"En.Sub-Ex.Sub"
"b9",3.85648145519165e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",7e-04,6.13425925925926e-19,"7e-04_5.3e-12",1.60904088180085e-07,"En.CS-Ex.LC"
"b0",1.71680908558118e-07,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12",7.16304755265571e-07,NA
"b1",4.42539590776452e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12",1.84640922469922e-07,"En.CS"
"b2",3.43147680620481e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12",1.43171606820564e-07,"En.Sub*"
"b3",3.43147680620481e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12",1.43171606820564e-07,"En.Sub"
"b4",3.38992547343862e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12",1.41437959352245e-07,"En.Sub-Ex.CS"
"b5",4.35650856331052e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12",1.81766733789046e-07,"En.CS-Ex.CS"
"b6",3.8865552970967e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12",1.6215885996261e-07,"En.CS-Ex.Sub"
"b7",4.52970048423577e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12",1.88992825354745e-07,"Ex.CS"
"b8",3.09847752339454e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12",1.29277868036192e-07,"En.Sub-Ex.Sub"
"b9",3.99684822926767e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12",1.66760615186867e-07,"En.CS-Ex.LC"
"b0",1.79990821494303e-07,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",9e-04,6.13425925925926e-19,"9e-04_5.3e-12",7.50976229234482e-07,NA
"b1",4.59240654124888e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",9e-04,6.13425925925926e-19,"9e-04_5.3e-12",1.91609111999526e-07,"En.CS"
"b2",3.51503808770167e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",9e-04,6.13425925925926e-19,"9e-04_5.3e-12",1.46658036604458e-07,"En.Sub*"
"b3",3.51503808770167e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",9e-04,6.13425925925926e-19,"9e-04_5.3e-12",1.46658036604458e-07,"En.Sub"
"b4",3.47645840966742e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",9e-04,6.13425925925926e-19,"9e-04_5.3e-12",1.4504837557315e-07,"En.Sub-Ex.CS"
"b5",4.52675349240707e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",9e-04,6.13425925925926e-19,"9e-04_5.3e-12",1.88869867928765e-07,"En.CS-Ex.CS"
"b6",4.01048507943563e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",9e-04,6.13425925925926e-19,"9e-04_5.3e-12",1.6732958588397e-07,"En.CS-Ex.Sub"
"b7",4.69117528531176e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",9e-04,6.13425925925926e-19,"9e-04_5.3e-12",1.95730043187393e-07,"Ex.CS"
"b8",3.16377660127111e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",9e-04,6.13425925925926e-19,"9e-04_5.3e-12",1.32002343366051e-07,"En.Sub-Ex.Sub"
"b9",4.13289118621803e-08,6.19668040339262e-09,4.17230291522533,"P11_F2_To_C02_Z10_01",9e-04,6.13425925925926e-19,"9e-04_5.3e-12",1.72436739445665e-07,"En.CS-Ex.LC"
"b0",9.22554313379429e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",0.001,6.13425925925926e-19,"0.001_5.3e-12",1.11246196272373e-07,NA
"b1",1.23285937408786e-07,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",0.001,6.13425925925926e-19,"0.001_5.3e-12",1.48664326768593e-07,"En.CS"
"b2",4.77130017156336e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",0.001,6.13425925925926e-19,"0.001_5.3e-12",5.75347150473778e-08,"En.Sub*"
"b3",4.77130017156336e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",0.001,6.13425925925926e-19,"0.001_5.3e-12",5.75347150473778e-08,"En.Sub"
"b4",4.62777107560084e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",0.001,6.13425925925926e-19,"0.001_5.3e-12",5.58039696865161e-08,"En.Sub-Ex.CS"
"b5",1.14132400563178e-07,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",0.001,6.13425925925926e-19,"0.001_5.3e-12",1.37626535911783e-07,"En.CS-Ex.CS"
"b6",8.31293649075807e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",0.001,6.13425925925926e-19,"0.001_5.3e-12",1.00241530611142e-07,"En.CS-Ex.Sub"
"b7",1.49174094760069e-07,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",0.001,6.13425925925926e-19,"0.001_5.3e-12",1.7988155693124e-07,"Ex.CS"
"b8",4.02007666544921e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",0.001,6.13425925925926e-19,"0.001_5.3e-12",4.84760876697153e-08,"En.Sub-Ex.Sub"
"b9",9.0331963539799e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",0.001,6.13425925925926e-19,"0.001_5.3e-12",1.08926782953367e-07,"En.CS-Ex.LC"
"b0",3.8513685122646e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",1e-04,6.13425925925926e-19,"1e-04_5.3e-12",4.64417206899355e-08,NA
"b1",5.6412178062419e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",1e-04,6.13425925925926e-19,"1e-04_5.3e-12",6.80246153735437e-08,"En.CS"
"b2",3.7647517814853e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",1e-04,6.13425925925926e-19,"1e-04_5.3e-12",4.53972529883593e-08,"En.Sub*"
"b3",3.7647517814853e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",1e-04,6.13425925925926e-19,"1e-04_5.3e-12",4.53972529883593e-08,"En.Sub"
"b4",3.33860489476062e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",1e-04,6.13425925925926e-19,"1e-04_5.3e-12",4.02585614756855e-08,"En.Sub-Ex.CS"
"b5",4.73320511913345e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",1e-04,6.13425925925926e-19,"1e-04_5.3e-12",5.70753459220955e-08,"En.CS-Ex.CS"
"b6",4.22400287271436e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",1e-04,6.13425925925926e-19,"1e-04_5.3e-12",5.09351314950482e-08,"En.CS-Ex.Sub"
"b7",9.13751898013257e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",1e-04,6.13425925925926e-19,"1e-04_5.3e-12",1.10184757164351e-07,"Ex.CS"
"b8",3.07747961499421e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",1e-04,6.13425925925926e-19,"1e-04_5.3e-12",3.71097827313576e-08,"En.Sub-Ex.Sub"
"b9",4.36226584246059e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",1e-04,6.13425925925926e-19,"1e-04_5.3e-12",5.26023752818391e-08,"En.CS-Ex.LC"
"b0",4.85924096348322e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",5.85951489379774e-08,NA
"b1",6.94383176097209e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",8.37321835430774e-08,"En.CS"
"b2",4.10552636913394e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",4.95064827770457e-08,"En.Sub*"
"b3",4.10552636913394e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",4.95064827770457e-08,"En.Sub"
"b4",3.75552079769583e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",4.52859411859498e-08,"En.Sub-Ex.CS"
"b5",5.99764062547492e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",7.23225393363188e-08,"En.CS-Ex.CS"
"b6",5.18038107688168e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",6.24676164521328e-08,"En.CS-Ex.Sub"
"b7",1.04443042193392e-07,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",1.25942624760687e-07,"Ex.CS"
"b8",3.41805914258478e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",4.12166603886636e-08,"En.Sub-Ex.Sub"
"b9",5.39471208780118e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",6.50521265847303e-08,"En.CS-Ex.LC"
"b0",5.65728552913346e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",6.82183679828505e-08,NA
"b1",7.93435193755004e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",9.56763694167189e-08,"En.CS"
"b2",4.29058720467347e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",5.1738038549339e-08,"En.Sub*"
"b3",4.29058720467347e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",5.1738038549339e-08,"En.Sub"
"b4",3.99303433719773e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",4.81499978002411e-08,"En.Sub-Ex.CS"
"b5",6.97303734494975e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",8.40843590280661e-08,"En.CS-Ex.CS"
"b6",5.85205130410665e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",7.05669507508872e-08,"En.CS-Ex.Sub"
"b7",1.13106604894663e-07,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",1.36389580378434e-07,"Ex.CS"
"b8",3.59842198626437e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",4.33915654340613e-08,"En.Sub-Ex.Sub"
"b9",6.13696140428704e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",7.40025387119413e-08,"En.CS-Ex.LC"
"b0",6.33235294681193e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",7.63586672969416e-08,NA
"b1",8.76204419929734e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",1.05657095154825e-07,"En.CS"
"b2",4.41339797330272e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",5.32189519951007e-08,"En.Sub*"
"b3",4.41339797330272e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",5.32189519951007e-08,"En.Sub"
"b4",4.15448324385218e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",5.00968291680171e-08,"En.Sub-Ex.CS"
"b5",7.79697661688909e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",9.40198293449213e-08,"En.CS-Ex.CS"
"b6",6.37769776771288e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",7.69054577430677e-08,"En.CS-Ex.Sub"
"b7",1.19962977806334e-07,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",1.44657336494107e-07,"Ex.CS"
"b8",3.71416521365853e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",4.47872549457956e-08,"En.Sub-Ex.Sub"
"b9",6.73022575263414e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",8.11564158528831e-08,"En.CS-Ex.LC"
"b0",6.9247991501542e-08,4.83483623834111e-11,1.20584983083397,"P12_C_To_C01_Z20_07",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",8.35026788377267e-08,NA
