"Barrier","kr","kx","perimeter","CS_id","kAQP","kpl","Simu_ID","Kr","Barrier_Name"
"b4",4.4136130522199e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",4.89063593100552e-08,"En.Sub-Ex.CS"
"b5",7.01522880969424e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",7.77343407203754e-08,"En.CS-Ex.CS"
"b6",5.92862110090511e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",6.56938590545918e-08,"En.CS-Ex.Sub"
"b7",1.24088864921435e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",1.3750037763669e-07,"Ex.CS"
"b8",3.95878356666583e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",4.38664851792393e-08,"En.Sub-Ex.Sub"
"b9",6.2173391842358e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",6.88930861176844e-08,"En.CS-Ex.LC"
"b0",1.88224419484786e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",2.08567696835578e-07,NA
"b1",9.47364542724158e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",1.04975561237228e-07,"En.CS"
"b2",5.10545239072918e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",5.6572491994013e-08,"En.Sub*"
"b3",5.10545239072918e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",5.6572491994013e-08,"En.Sub"
"b4",4.70625981259996e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",5.2149119254059e-08,"En.Sub-Ex.CS"
"b5",8.18248372884463e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",9.06684579180046e-08,"En.CS-Ex.CS"
"b6",6.68083473598551e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",7.40289871865565e-08,"En.CS-Ex.Sub"
"b7",1.35273746808003e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",1.49894120493461e-07,"Ex.CS"
"b8",4.16829243561682e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",4.61880108549907e-08,"En.Sub-Ex.Sub"
"b9",7.06577691305526e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",7.82944540960082e-08,"En.CS-Ex.LC"
"b0",2.01508648386038e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",2.23287683932654e-07,NA
"b1",1.04584611189876e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",1.15888106017402e-07,"En.CS"
"b2",5.25235372239577e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",5.82002761301866e-08,"En.Sub*"
"b3",5.25235372239577e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",5.82002761301866e-08,"En.Sub"
"b4",4.90573121305029e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",5.43594217583977e-08,"En.Sub-Ex.CS"
"b5",9.16692743437989e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",1.01576880793729e-07,"En.CS-Ex.CS"
"b6",7.2605287382253e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",8.04524599350712e-08,"En.CS-Ex.Sub"
"b7",1.43922411782002e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",1.59477532355041e-07,"Ex.CS"
"b8",4.30180334465024e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",4.76674184087898e-08,"En.Sub-Ex.Sub"
"b9",7.73596046821676e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",8.57206233964486e-08,"En.CS-Ex.LC"
"b0",2.12807948387269e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",2.35808211203036e-07,NA
"b1",1.13136588321675e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",1.25364380023996e-07,"En.CS"
"b2",5.36004279982335e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",5.93935571568938e-08,"En.Sub*"
"b3",5.36004279982335e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",5.93935571568938e-08,"En.Sub"
"b4",5.05441622648417e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",5.60069705138012e-08,"En.Sub-Ex.CS"
"b5",1.00321159212874e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",1.11163860556339e-07,"En.CS-Ex.CS"
"b6",7.73232800345311e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",8.56803727843514e-08,"En.CS-Ex.Sub"
"b7",1.51173508437297e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",1.67512326846993e-07,"Ex.CS"
"b8",4.39602833698031e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",4.87115066141579e-08,"En.Sub-Ex.Sub"
"b9",8.2938177770859e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",9.19021281338365e-08,"En.CS-Ex.LC"
"b0",2.22850164165688e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",6e-04,6.13425925925926e-19,"6e-04_5.3e-12",2.469357887074e-07,NA
"b1",1.20774408059146e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",6e-04,6.13425925925926e-19,"6e-04_5.3e-12",1.33827694592053e-07,"En.CS"
"b2",5.44452413271994e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",6e-04,6.13425925925926e-19,"6e-04_5.3e-12",6.03296778300813e-08,"En.Sub*"
"b3",5.44452413271994e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",6e-04,6.13425925925926e-19,"6e-04_5.3e-12",6.03296778300813e-08,"En.Sub"
"b4",5.17177284894901e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",6e-04,6.13425925925926e-19,"6e-04_5.3e-12",5.730737566436e-08,"En.Sub-Ex.CS"
"b5",1.08118045175991e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",6e-04,6.13425925925926e-19,"6e-04_5.3e-12",1.19803433212576e-07,"En.CS-Ex.CS"
"b6",8.12992113315772e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",6e-04,6.13425925925926e-19,"6e-04_5.3e-12",9.00860223577236e-08,"En.CS-Ex.Sub"
"b7",1.57542344241459e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",6e-04,6.13425925925926e-19,"6e-04_5.3e-12",1.74569505818956e-07,"Ex.CS"
"b8",4.4671313269447e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",6e-04,6.13425925925926e-19,"6e-04_5.3e-12",4.94993845577101e-08,"En.Sub-Ex.Sub"
"b9",8.77367434146077e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",6e-04,6.13425925925926e-19,"6e-04_5.3e-12",9.721932229584e-08,"En.CS-Ex.LC"
"b0",2.32037402490403e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",7e-04,6.13425925925926e-19,"7e-04_5.3e-12",2.57115982876203e-07,NA
"b1",1.2772977750062e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",7e-04,6.13425925925926e-19,"7e-04_5.3e-12",1.41534799701048e-07,"En.CS"
"b2",5.51395269142359e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",7e-04,6.13425925925926e-19,"7e-04_5.3e-12",6.10990017373124e-08,"En.Sub*"
"b3",5.51395269142359e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",7e-04,6.13425925925926e-19,"7e-04_5.3e-12",6.10990017373124e-08,"En.Sub"
"b4",5.26816154037392e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",7e-04,6.13425925925926e-19,"7e-04_5.3e-12",5.83754393845998e-08,"En.Sub-Ex.CS"
"b5",1.15266185670204e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",7e-04,6.13425925925926e-19,"7e-04_5.3e-12",1.2772414405135e-07,"En.CS-Ex.CS"
"b6",8.47332867074552e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",7e-04,6.13425925925926e-19,"7e-04_5.3e-12",9.38912522735186e-08,"En.CS-Ex.Sub"
"b7",1.63304999312256e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",7e-04,6.13425925925926e-19,"7e-04_5.3e-12",1.80954988101563e-07,"Ex.CS"
"b8",4.52339019491876e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",7e-04,6.13425925925926e-19,"7e-04_5.3e-12",5.0122777768434e-08,"En.Sub-Ex.Sub"
"b9",9.19597942463294e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",7e-04,6.13425925925926e-19,"7e-04_5.3e-12",1.01898800059685e-07,"En.CS-Ex.LC"
"b0",2.40612317795049e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12",2.66617674211182e-07,NA
"b1",1.3415554178018e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12",1.48655059972614e-07,"En.CS"
"b2",5.57295041029291e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12",6.17527436044309e-08,"En.Sub*"
"b3",5.57295041029291e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12",6.17527436044309e-08,"En.Sub"
"b4",5.34967307557161e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12",5.92786523262706e-08,"En.Sub-Ex.CS"
"b5",1.21903026801182e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12",1.35078294340354e-07,"En.CS-Ex.CS"
"b6",8.77548060581468e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12",9.72393371481744e-08,"En.CS-Ex.Sub"
"b7",1.6862618154351e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12",1.86851283202129e-07,"Ex.CS"
"b8",4.56950026862298e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12",5.06337142292679e-08,"En.Sub-Ex.Sub"
"b9",9.57400081896258e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12",1.06087579166335e-07,"En.CS-Ex.LC"
"b0",2.48730979011046e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",9e-04,6.13425925925926e-19,"9e-04_5.3e-12",2.75613799559019e-07,NA
"b1",1.40158391002071e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",9e-04,6.13425925925926e-19,"9e-04_5.3e-12",1.55306696567313e-07,"En.CS"
"b2",5.62434722046584e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",9e-04,6.13425925925926e-19,"9e-04_5.3e-12",6.23222613296976e-08,"En.Sub*"
"b3",5.62434722046584e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",9e-04,6.13425925925926e-19,"9e-04_5.3e-12",6.23222613296976e-08,"En.Sub"
"b4",5.42015354660713e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",9e-04,6.13425925925926e-19,"9e-04_5.3e-12",6.00596322626679e-08,"En.Sub-Ex.CS"
"b5",1.28125654004898e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",9e-04,6.13425925925926e-19,"9e-04_5.3e-12",1.41973462500246e-07,"En.CS-Ex.CS"
"b6",9.04522418170092e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",9e-04,6.13425925925926e-19,"9e-04_5.3e-12",1.00228311507229e-07,"En.CS-Ex.Sub"
"b7",1.73611777645074e-07,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",9e-04,6.13425925925926e-19,"9e-04_5.3e-12",1.92375722056035e-07,"Ex.CS"
"b8",4.60833094889256e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",9e-04,6.13425925925926e-19,"9e-04_5.3e-12",5.10639891942567e-08,"En.Sub-Ex.Sub"
"b9",9.91686945214347e-08,7.34357743800161e-11,1.10807990486291,"B11_D_To_C01_Z20_01",9e-04,6.13425925925926e-19,"9e-04_5.3e-12",1.0988683759069e-07,"En.CS-Ex.LC"
"b0",2.65979204705295e-07,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",0.001,6.13425925925926e-19,"0.001_5.3e-12",4.12054832760539e-07,NA
"b1",1.26238913106108e-07,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",0.001,6.13425925925926e-19,"0.001_5.3e-12",1.95569252436276e-07,"En.CS"
"b2",6.22073280558347e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",0.001,6.13425925925926e-19,"0.001_5.3e-12",9.63715572686526e-08,"En.Sub*"
"b3",6.22073280558347e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",0.001,6.13425925925926e-19,"0.001_5.3e-12",9.63715572686526e-08,"En.Sub"
"b4",6.03561131335283e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",0.001,6.13425925925926e-19,"0.001_5.3e-12",9.35036561631508e-08,"En.Sub-Ex.CS"
"b5",1.18787983866768e-07,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",0.001,6.13425925925926e-19,"0.001_5.3e-12",1.84026277093415e-07,"En.CS-Ex.CS"
"b6",8.63222593713901e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",0.001,6.13425925925926e-19,"0.001_5.3e-12",1.33730395157024e-07,"En.CS-Ex.Sub"
"b7",1.36836651151817e-07,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",0.001,6.13425925925926e-19,"0.001_5.3e-12",2.11987262193479e-07,"Ex.CS"
"b8",5.07105662482785e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",0.001,6.13425925925926e-19,"0.001_5.3e-12",7.85607804105548e-08,"En.Sub-Ex.Sub"
"b9",9.36250596673791e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",0.001,6.13425925925926e-19,"0.001_5.3e-12",1.45043889225034e-07,"En.CS-Ex.LC"
"b0",1.57032092177421e-07,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",1e-04,6.13425925925926e-19,"1e-04_5.3e-12",2.43274027952294e-07,NA
"b1",6.91433827192841e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",1e-04,6.13425925925926e-19,"1e-04_5.3e-12",1.07116889211172e-07,"En.CS"
"b2",5.01253549655995e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",1e-04,6.13425925925926e-19,"1e-04_5.3e-12",7.76541714240324e-08,"En.Sub*"
"b3",5.01253549655995e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",1e-04,6.13425925925926e-19,"1e-04_5.3e-12",7.76541714240324e-08,"En.Sub"
"b4",4.429201443333e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",1e-04,6.13425925925926e-19,"1e-04_5.3e-12",6.86171635868113e-08,"En.Sub-Ex.CS"
"b5",5.80815811045431e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",1e-04,6.13425925925926e-19,"1e-04_5.3e-12",8.9979952436574e-08,"En.CS-Ex.CS"
"b6",5.12104727233127e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",1e-04,6.13425925925926e-19,"1e-04_5.3e-12",7.93352352375566e-08,"En.CS-Ex.Sub"
"b7",8.74594145204378e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",1e-04,6.13425925925926e-19,"1e-04_5.3e-12",1.35492075267628e-07,"Ex.CS"
"b8",4.02934805564697e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",1e-04,6.13425925925926e-19,"1e-04_5.3e-12",6.24226371773404e-08,"En.Sub-Ex.Sub"
"b9",5.28749657061186e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",1e-04,6.13425925925926e-19,"1e-04_5.3e-12",8.19138668205073e-08,"En.CS-Ex.LC"
"b0",1.78272715119957e-07,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",2.76179988942792e-07,NA
"b1",8.102019731357e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",1.25516443630469e-07,"En.CS"
"b2",5.38616513969469e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",8.3442439731957e-08,"En.Sub*"
"b3",5.38616513969469e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",8.3442439731957e-08,"En.Sub"
"b4",4.90833122841819e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",7.60398394942237e-08,"En.Sub-Ex.CS"
"b5",7.04288334277226e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",1.091083087181e-07,"En.CS-Ex.CS"
"b6",6.0019405293939e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",9.29820285694266e-08,"En.CS-Ex.Sub"
"b7",9.8630132306305e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",1.52797744912632e-07,"Ex.CS"
"b8",4.38721293532383e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",6.79666778593744e-08,"En.Sub-Ex.Sub"
"b9",6.25588343327568e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",2e-04,6.13425925925926e-19,"2e-04_5.3e-12",9.69161105930821e-08,"En.CS-Ex.LC"
"b0",1.93697072737473e-07,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",3.00075394997437e-07,NA
"b1",8.96509205429793e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",1.3888715515221e-07,"En.CS"
"b2",5.59614512151491e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",8.66954484168976e-08,"En.Sub*"
"b3",5.59614512151491e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",8.66954484168976e-08,"En.Sub"
"b4",5.19362827992162e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",8.04596597946332e-08,"En.Sub-Ex.CS"
"b5",7.95945235200817e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",1.23307790599876e-07,"En.CS-Ex.CS"
"b6",6.59339668247617e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",1.02144863931444e-07,"En.CS-Ex.Sub"
"b7",1.06002415305699e-07,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",1.64218881545267e-07,"Ex.CS"
"b8",4.58122613741617e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",7.09723292835176e-08,"En.Sub-Ex.Sub"
"b9",6.92038634403235e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",3e-04,6.13425925925926e-19,"3e-04_5.3e-12",1.07210585909832e-07,"En.CS-Ex.LC"
"b0",2.06531064734983e-07,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",3.19957808105798e-07,NA
"b1",9.66868256682916e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",1.49787175373497e-07,"En.CS"
"b2",5.74175189596742e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",8.89511877391618e-08,"En.Sub*"
"b3",5.74175189596742e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",8.89511877391618e-08,"En.Sub"
"b4",5.39481065479548e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",8.35763760027618e-08,"En.Sub-Ex.CS"
"b5",8.71286470187109e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",1.34979650441944e-07,"En.CS-Ex.CS"
"b6",7.0426336491714e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",1.09104440466255e-07,"En.CS-Ex.Sub"
"b7",1.11841524033441e-07,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",1.73264825467635e-07,"Ex.CS"
"b8",4.70897524254537e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",7.2951417694119e-08,"En.Sub-Ex.Sub"
"b9",7.4358058674738e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",4e-04,6.13425925925926e-19,"4e-04_5.3e-12",1.15195462237607e-07,"En.CS-Ex.LC"
"b0",2.17935478027012e-07,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",3.37625518696127e-07,NA
"b1",1.02759721255883e-07,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",1.59195301766272e-07,"En.CS"
"b2",5.85432411493872e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",9.06951559156626e-08,"En.Sub*"
"b3",5.85432411493872e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",9.06951559156626e-08,"En.Sub"
"b4",5.55000587324642e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",8.5980659444954e-08,"En.Sub-Ex.CS"
"b5",9.36510949776297e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",1.45084223112877e-07,"En.CS-Ex.CS"
"b6",7.40690745371252e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",1.14747768175861e-07,"En.CS-Ex.Sub"
"b7",1.16863751745483e-07,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",1.81045257784755e-07,"Ex.CS"
"b8",4.80250682590825e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",7.44004084519912e-08,"En.Sub-Ex.Sub"
"b9",7.86205856601761e-08,4.62601515145014e-10,1.54919943165142,"B11_E_To_C01_Z20_02",5e-04,6.13425925925926e-19,"5e-04_5.3e-12",1.21798966620847e-07,"En.CS-Ex.LC"
