"node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","length","R","G","B","time","type","RSA_id","kr","Kx","SUF","RSHA_id","age"
0,1,0,0,0,0,0.0183,0.0049,-0.1968,1,0.197709736735448,0.4314,0.3922,0.1961,0.1492,1,"Tomato_60_1",8.64000304128107e-14,9.15736649589007e-06,7.83462380619214e-08,"Tomato_60_1_30_1A",30
1,2,0,0.0183,0.0049,-0.1968,0.0321,0.0054,-0.3621,1,0.16587579690841,0.4314,0.3922,0.1961,0.2748,1,"Tomato_60_1",8.64000304128107e-14,8.47146391574614e-06,6.39587752779049e-08,"Tomato_60_1_30_1A",30
2,3,0,0.0321,0.0054,-0.3621,0.0497,0.0014,-0.5613,1,0.200015999360051,0.4314,0.3922,0.1961,0.4268,1,"Tomato_60_1",8.64000304128107e-14,7.64139072958469e-06,7.49923515695615e-08,"Tomato_60_1_30_1A",30
3,4,0,0.0497,0.0014,-0.5613,0.0499,0.0014,-0.5637,1,0.00240831891575842,0.4314,0.3922,0.1961,0.4286,1,"Tomato_60_1",8.64000304128107e-14,7.63156091553805e-06,8.88777041184722e-10,"Tomato_60_1_30_1A",30
4,5,0,0.0499,0.0014,-0.5637,0.0562,0.0101,-0.7634,1,0.199988674679343,0.4314,0.3922,0.1961,0.5811,1,"Tomato_60_1",8.64000304128107e-14,6.79875722547476e-06,7.26181910696637e-08,"Tomato_60_1_30_1A",30
5,6,0,0.0562,0.0101,-0.7634,0.0576,0.0117,-0.7806,1,0.0173308972647119,0.4314,0.3922,0.1961,0.5944,1,"Tomato_60_1",8.64000304128107e-14,6.72612582168563e-06,6.18337578377604e-09,"Tomato_60_1_30_1A",30
6,7,0,0.0576,0.0117,-0.7806,0.0618,0.046,-0.9776,1,0.200007824846929,0.4314,0.3922,0.1961,0.7476,1,"Tomato_60_1",8.64000304128107e-14,5.88949942615976e-06,7.00603382557292e-08,"Tomato_60_1_30_1A",30
7,8,0,0.0618,0.046,-0.9776,0.0621,0.0479,-0.989,1,0.0115611418121222,0.4314,0.3922,0.1961,0.7564,1,"Tomato_60_1",8.64000304128107e-14,5.84144255748725e-06,3.97633700552408e-09,"Tomato_60_1_30_1A",30
8,9,0,0.0621,0.0479,-0.989,0.0583,0.0695,-1.1878,1,0.200006099906978,0.4314,0.3922,0.1961,0.9102,1,"Tomato_60_1",8.64000304128107e-14,5.00153955727916e-06,6.74716512153408e-08,"Tomato_60_1_30_1A",30
9,10,0,0.0583,0.0695,-1.1878,0.0581,0.0703,-1.1947,1,0.0069491006612368,0.4314,0.3922,0.1961,0.9156,1,"Tomato_60_1",8.64000304128107e-14,4.9720501151392e-06,2.29928247485428e-09,"Tomato_60_1_30_1A",30
10,11,0,0.0581,0.0703,-1.1947,0.0521,0.0838,-1.3757,1,0.181601899769798,0.4314,0.3922,0.1961,1.0558,1,"Tomato_60_1",8.64000304128107e-14,4.29219449662202e-06,5.89962301726829e-08,"Tomato_60_1_30_1A",30
11,12,0,0.0521,0.0838,-1.3757,0.046,0.0987,-1.575,1,0.199949268565804,0.4314,0.3922,0.1961,1.2107,1,"Tomato_60_1",8.64000304128107e-14,3.66446110284381e-06,6.24962894534291e-08,"Tomato_60_1_30_1A",30
12,13,0,0.046,0.0987,-1.575,0.0459,0.0988,-1.5767,1,0.00170587221092323,0.4314,0.3922,0.1961,1.212,1,"Tomato_60_1",8.64000304128107e-14,3.65919284324464e-06,5.22040346865105e-10,"Tomato_60_1_30_1A",30
13,14,0,0.0459,0.0988,-1.5767,0.0428,0.1146,-1.7606,1,0.18460352109318,0.4314,0.3922,0.1961,1.3556,1,"Tomato_60_1",8.64000304128107e-14,3.07725278290537e-06,5.53624175309014e-08,"Tomato_60_1_30_1A",30
14,15,0,0.0428,0.1146,-1.7606,0.0458,0.1235,-1.9604,1,0.200020623936633,0.4314,0.3922,0.1961,1.5117,1,"Tomato_60_1",8.64000304128107e-14,2.44465638026637e-06,5.73818961972201e-08,"Tomato_60_1_30_1A",30
15,16,0,0.0458,0.1235,-1.9604,0.0465,0.1246,-1.9911,1,0.0307276748225441,0.4314,0.3922,0.1961,1.5358,1,"Tomato_60_1",8.64000304128107e-14,2.34699095231249e-06,8.5740245000369e-09,"Tomato_60_1_30_1A",30
16,17,0,0.0465,0.1246,-1.9911,0.0538,0.1201,-2.1909,1,0.199983949355942,0.4314,0.3922,0.1961,1.6926,1,"Tomato_60_1",8.64000304128107e-14,1.71155779450472e-06,5.40012722964655e-08,"Tomato_60_1_30_1A",30
17,18,0,0.0538,0.1201,-2.1909,0.0543,0.1177,-2.2424,1,0.0515583164969531,0.4314,0.3922,0.1961,1.733,1,"Tomato_60_1",8.64000304128107e-14,1.547836496192e-06,1.34102394719904e-08,"Tomato_60_1_30_1A",30
18,19,0,0.0543,0.1177,-2.2424,0.0649,0.1066,-2.4418,1,0.199989824741161,0.4314,0.3922,0.1961,1.8906,1,"Tomato_60_1",8.64000304128107e-14,9.0916133247704e-07,4.92307803502424e-08,"Tomato_60_1_30_1A",30
19,20,0,0.0649,0.1066,-2.4418,0.0653,0.1061,-2.4564,1,0.014614034350582,0.4314,0.3922,0.1961,1.9022,1,"Tomato_60_1",8.64000304128107e-14,8.62152246822888e-07,3.41012906671773e-09,"Tomato_60_1_30_1A",30
20,21,0,0.0653,0.1061,-2.4564,0.0715,0.0966,-2.6561,1,0.200021948795626,0.4314,0.3922,0.1961,2.0605,1,"Tomato_60_1",8.64000304128107e-14,4.59963050238255e-07,4.28332458079434e-08,"Tomato_60_1_30_1A",30
21,22,0,0.0715,0.0966,-2.6561,0.0707,0.094,-2.6955,1,0.0394937969812983,0.4314,0.3922,0.1961,2.0918,1,"Tomato_60_1",8.64000304128107e-14,4.47308611924043e-07,7.61494979640738e-09,"Tomato_60_1_30_1A",30
22,23,0,0.0707,0.094,-2.6955,0.0755,0.0768,-2.8947,1,0.1999987999964,0.4314,0.3922,0.1961,2.2508,1,"Tomato_60_1",8.64000304128107e-14,3.83025682468458e-07,3.46272567967772e-08,"Tomato_60_1_30_1A",30
23,24,0,0.0755,0.0768,-2.8947,0.0775,0.0729,-2.9215,1,0.0271560306377793,0.4314,0.3922,0.1961,2.2724,1,"Tomato_60_1",8.64000304128107e-14,3.74292907146189e-07,4.19695025028876e-09,"Tomato_60_1_30_1A",30
24,25,0,0.0775,0.0729,-2.9215,0.0564,0.0601,-3.1102,1,0.190306962563118,0.4314,0.3922,0.1961,2.4245,1,"Tomato_60_1",8.64000304128107e-14,3.12799614251883e-07,2.62731111298559e-08,"Tomato_60_1_30_1A",30
25,26,0,0.0564,0.0601,-3.1102,0.0386,0.0519,-3.3093,1,0.200062215323134,0.4314,0.3922,0.1961,2.5848,1,"Tomato_60_1",8.64000304128107e-14,2.47991101096346e-07,2.17685289766855e-08,"Tomato_60_1_30_1A",30
26,27,0,0.0386,0.0519,-3.3093,0.0377,0.0526,-3.3405,0.994341072394515,0.0312208263824007,0.4314,0.3922,0.1961,2.6099,1,"Tomato_60_1",8.64000304128107e-14,2.37843292735748e-07,2.87312934232662e-09,"Tomato_60_1_30_1A",30
27,28,0,0.0377,0.0526,-3.3405,0.0388,0.0717,-3.5204,0.959472619651911,0.180914427285388,0.4314,0.3922,0.1961,2.7556,1,"Tomato_60_1",8.64000304128107e-14,1.78937488825818e-07,1.34260078309787e-08,"Tomato_60_1_30_1A",30
28,29,0,0.0388,0.0717,-3.5204,0.0278,0.0833,-3.7147,0.92313157793201,0.194956533617112,0.4314,0.3922,0.1961,2.9132,1,"Tomato_60_1",8.64000304128107e-14,1.15220572585565e-07,8.39416455092982e-09,"Tomato_60_1_30_1A",30
29,30,0,0.0278,0.0833,-3.7147,0.0155,0.0843,-3.8699,0.895026009710945,0.155689851949316,0.4314,0.3922,0.1961,3.0394,1,"Tomato_60_1",6.79607289835032e-07,7.94145207215553e-08,0.0180808370490321,"Tomato_60_1_30_1A",30
30,31,0,0.0155,0.0843,-3.8699,0.0163,0.0983,-4.0483,0.86366138716459,0.178950272422257,0.4314,0.3922,0.1961,3.185,1,"Tomato_60_1",2.90322097118642e-06,7.03345192976202e-08,0.0120720128826325,"Tomato_60_1_30_1A",30
31,32,0,0.0163,0.0983,-4.0483,0.0049,0.0997,-4.2479,0.829769356950791,0.199930187815647,0.4314,0.3922,0.1961,3.3484,1,"Tomato_60_1",5.39867753391183e-06,6.01444627545502e-08,0.00094253768363486,"Tomato_60_1_30_1A",30
32,33,0,0.0049,0.0997,-4.2479,0.0045,0.0997,-4.2556,0.828489595858035,0.0077103826104812,0.4314,0.3922,0.1961,3.3547,1,"Tomato_60_1",5.49489158743188e-06,5.97515780775528e-08,1.84920091514834e-06,"Tomato_60_1_30_1A",30
33,34,0,0.0045,0.0997,-4.2556,0.0082,0.1086,-4.4196,0.801574788995534,0.164282987555011,0.4314,0.3922,0.1961,3.4895,1,"Tomato_60_1",7.5535668913204e-06,5.13450932427557e-08,1.05737329642456e-05,"Tomato_60_1_30_1A",30
34,35,0,0.0082,0.1086,-4.4196,0.0178,0.1277,-4.6185,0.769892795846998,0.200045444836917,0.4314,0.3922,0.1961,3.6541,1,"Tomato_60_1",1.00673499404306e-05,4.10802015231147e-08,1.19064035316829e-07,"Tomato_60_1_30_1A",30
35,36,0,0.0178,0.1277,-4.6185,0.0195,0.1326,-4.6711,0.76169390764567,0.0528550849020224,0.4314,0.3922,0.1961,3.6978,1,"Tomato_60_1",1.07347394862758e-05,3.83549538429913e-08,1.00942252840946e-10,"Tomato_60_1_30_1A",30
36,37,0,0.0195,0.1326,-4.6711,-0.0152,0.1572,-4.8561,0.732951680103703,0.189826894827893,0.4314,0.3922,0.1961,3.8548,1,"Tomato_60_1",1.31324547882824e-05,2.85640182416326e-08,1.64095152414656e-11,"Tomato_60_1_30_1A",30
37,38,0,-0.0152,0.1572,-4.8561,-0.0743,0.1452,-5.0467,0.703706087038105,0.199912906036605,0.4314,0.3922,0.1961,4.021,1,"Tomato_60_1",1.56969135065283e-05,1.94745006146549e-08,2.38433915444255e-15,"Tomato_60_1_30_1A",30
38,39,0,-0.0743,0.1452,-5.0467,-0.0751,0.145,-5.0493,0.703326891659526,0.00272763633939647,0.4314,0.3922,0.1961,4.0232,1,"Tomato_60_1",1.57327238955019e-05,1.94447870638076e-08,1e-09,"Tomato_60_1_30_1A",30
39,40,0,-0.0751,0.145,-5.0493,-0.0768,0.0963,-5.2432,0.675147563101167,0.199929462561174,0.4314,0.3922,0.1961,4.1901,1,"Tomato_60_1",1.84494302226445e-05,1.71906090472496e-08,0,"Tomato_60_1_30_1A",30
40,41,0,-0.0768,0.0963,-5.2432,-0.0774,0.0903,-5.2704,0.671320910003178,0.0278603661138907,0.4314,0.3922,0.1961,4.2133,1,"Tomato_60_1",1.88270670518219e-05,1.68772661474045e-08,4.92302873016127e-18,"Tomato_60_1_30_1A",30
41,42,0,-0.0774,0.0903,-5.2704,-0.083,0.0493,-5.4446,0.647081840635036,0.179047479736521,0.4314,0.3922,0.1961,4.3634,1,"Tomato_60_1",2.12703122268015e-05,1.48499916100447e-08,0,"Tomato_60_1_30_1A",30
42,43,0,-0.083,0.0493,-5.4446,-0.109,0.0152,-5.64,0.620942992983963,0.20004991877029,0.4314,0.3922,0.1961,4.5317,1,"Tomato_60_1",2.4009806983291e-05,1.25769049702202e-08,0,"Tomato_60_1_30_1A",30
43,44,0,-0.109,0.0152,-5.64,-0.1119,0.0117,-5.6683,0.617287437814969,0.0286626935231153,0.4314,0.3922,0.1961,4.5558,1,"Tomato_60_1",2.44020935170485e-05,1.22514065268466e-08,0,"Tomato_60_1_30_1A",30
44,45,0,-0.1119,0.0117,-5.6683,-0.1281,-0.0039,-5.867,0.592236044351812,0.199968722554303,0.4314,0.3922,0.1961,4.7249,1,"Tomato_60_1",2.71546102331647e-05,9.96751495944127e-09,0,"Tomato_60_1_30_1A",30
45,46,0,-0.1281,-0.0039,-5.867,-0.1288,-0.0042,-5.8805,0.590569767766274,0.0135214644177319,0.4314,0.3922,0.1961,4.7364,1,"Tomato_60_1",2.73418009028001e-05,9.81219412546631e-09,0,"Tomato_60_1_30_1A",30
46,47,0,-0.1288,-0.0042,-5.8805,-0.1133,-0.0065,-6.0661,0.568131711897027,0.186260301728522,0.4314,0.3922,0.1961,4.8945,1,"Tomato_60_1",2.99152656740478e-05,7.67687031229783e-09,1e-09,"Tomato_60_1_30_1A",30
47,48,0,-0.1133,-0.0065,-6.0661,-0.0917,-0.0021,-6.2648,0.544888277906579,0.199919008600984,0.4314,0.3922,0.1961,5.065,1,"Tomato_60_1",3.24305775214671e-05,6.05346372221347e-09,0,"Tomato_60_1_30_1A",30
48,49,0,-0.0917,-0.0021,-6.2648,-0.0875,2e-04,-6.304,0.540407929291222,0.0394913914670021,0.4314,0.3922,0.1961,5.0987,1,"Tomato_60_1",3.28541379253243e-05,5.92491904857993e-09,0,"Tomato_60_1_30_1A",30
49,50,0,-0.0875,2e-04,-6.304,-0.081,0.0238,-6.5025,0.518184459857628,0.200003649966694,0.4314,0.3922,0.1961,5.2701,1,"Tomato_60_1",3.50083887627467e-05,5.27113397259215e-09,8.88106457742347e-18,"Tomato_60_1_30_1A",30
50,51,0,-0.081,0.0238,-6.5025,-0.0809,0.0239,-6.5029,0.518133680268802,0.000424264068711888,0.4314,0.3922,0.1961,5.2705,1,"Tomato_60_1",3.50134161859379e-05,5.26960821978938e-09,5.53919126809274e-19,"Tomato_60_1_30_1A",30
51,52,0,-0.0809,0.0239,-6.5029,-0.0743,0.051,-6.6901,0.497861924719714,0.189266505224775,0.4314,0.3922,0.1961,5.4334,1,"Tomato_60_1",3.70608342805477e-05,4.6482453908605e-09,8.410877799578e-18,"Tomato_60_1_30_1A",30
52,53,0,-0.0743,0.051,-6.6901,-0.0735,0.0593,-6.8366,0.482644944599554,0.146737111870174,0.4314,0.3922,0.1961,5.5601,1,"Tomato_60_1",3.86532705763553e-05,4.16496319058248e-09,0,"Tomato_60_1_30_1A",30
53,54,0,-0.0735,0.0593,-6.8366,-0.0736,0.0585,-6.9974,0.46645090751442,0.160802021131577,0.4314,0.3922,0.1961,5.6994,1,"Tomato_60_1",4.04040707026852e-05,3.63361977701714e-09,0,"Tomato_60_1_30_1A",30
54,55,0,-0.0736,0.0585,-6.9974,-0.0687,0.0531,-7.1973,0.446983990699443,0.200032947286191,0.4314,0.3922,0.1961,5.8734,1,"Tomato_60_1",4.25909997908503e-05,2.96991730781134e-09,0,"Tomato_60_1_30_1A",30
55,56,0,-0.0687,0.0531,-7.1973,-0.071,0.0457,-7.2481,0.442104720835293,0.0513876444293759,0.4314,0.3922,0.1961,5.9182,1,"Tomato_60_1",4.31540711882629e-05,2.79903299390088e-09,0,"Tomato_60_1_30_1A",30
56,57,0,-0.071,0.0457,-7.2481,-0.0777,0.0093,-7.4446,0.423550088142703,0.199955244992474,0.4314,0.3922,0.1961,6.0932,1,"Tomato_60_1",4.50682072517976e-05,2.37598262289298e-09,0,"Tomato_60_1_30_1A",30
57,58,0,-0.0777,0.0093,-7.4446,-0.0777,0.009,-7.4461,0.423415208920286,0.00152970585407789,0.4314,0.3922,0.1961,6.0945,1,"Tomato_60_1",4.50807725210409e-05,2.37425695196318e-09,1e-09,"Tomato_60_1_30_1A",30
58,59,0,-0.0777,0.009,-7.4461,-0.0847,-0.0169,-7.6378,0.406142173355815,0.193568334187181,0.4314,0.3922,0.1961,6.2645,1,"Tomato_60_1",4.67239231143905e-05,2.14859229191248e-09,0,"Tomato_60_1_30_1A",30
59,60,0,-0.0847,-0.0169,-7.6378,-0.0998,-0.029,-7.8351,0.389106380899963,0.198246588873554,0.4314,0.3922,0.1961,6.4394,1,"Tomato_60_1",4.84144351071955e-05,1.91642317989561e-09,0,"Tomato_60_1_30_1A",30
60,61,0,-0.0998,-0.029,-7.8351,-0.0946,-0.0197,-8.0027,0.375185765876155,0.16793835178422,0.4314,0.3922,0.1961,6.5881,1,"Tomato_60_1",4.98517085967902e-05,1.71903297431008e-09,0,"Tomato_60_1_30_1A",30
61,62,0,-0.0946,-0.0197,-8.0027,-0.0881,-0.0087,-8.184,0.360612790064398,0.181749662998311,0.4314,0.3922,0.1961,6.7498,1,"Tomato_60_1",5.14146347788175e-05,1.50438605942656e-09,0,"Tomato_60_1_30_1A",30
62,63,0,-0.0881,-0.0087,-8.184,-0.0809,0.0036,-8.3835,0.345173703587239,0.200008449821502,0.4314,0.3922,0.1961,6.9284,1,"Tomato_60_1",5.31409094610072e-05,1.26730542245564e-09,0,"Tomato_60_1_30_1A",30
63,64,0,-0.0809,0.0036,-8.3835,-0.0794,0.006,-8.4048,0.343553819440092,0.0214872054953641,0.4314,0.3922,0.1961,6.9476,1,"Tomato_60_1",5.33264888221384e-05,1.24181859026168e-09,0,"Tomato_60_1_30_1A",30
64,65,0,-0.0794,0.006,-8.4048,-0.0663,0.0244,-8.5913,0.329651744981454,0.187862769062952,0.4314,0.3922,0.1961,7.1162,1,"Tomato_60_1",5.46804939895426e-05,1.11291073294509e-09,0,"Tomato_60_1_30_1A",30
65,66,0,-0.0663,0.0244,-8.5913,-0.0446,0.0101,-8.7896,0.315414541679755,0.199995674953235,0.4314,0.3922,0.1961,7.2964,1,"Tomato_60_1",5.60127895107038e-05,1.01468467224576e-09,0,"Tomato_60_1_30_1A",30
66,67,0,-0.0446,0.0101,-8.7896,-0.0452,0.0024,-8.8634,0.310271673238906,0.0742030322830546,0.4314,0.3922,0.1961,7.3635,1,"Tomato_60_1",5.65088884533782e-05,9.78108819454836e-10,0,"Tomato_60_1_30_1A",30
67,68,0,-0.0452,0.0024,-8.8634,-0.0431,-0.0197,-9.0622,0.29678420107058,0.20003564682326,0.4314,0.3922,0.1961,7.5449,1,"Tomato_60_1",5.7850056086778e-05,8.79228645143753e-10,0,"Tomato_60_1_30_1A",30
68,69,0,-0.0431,-0.0197,-9.0622,-0.0418,-0.0208,-9.0835,0.295376932785271,0.0213679666791205,0.4314,0.3922,0.1961,7.5643,1,"Tomato_60_1",5.79934885679686e-05,8.68653808420296e-10,0,"Tomato_60_1_30_1A",30
69,70,0,-0.0418,-0.0208,-9.0835,-0.0348,-0.028,-9.2519,0.284460891169078,0.168699140483879,0.4314,0.3922,0.1961,7.718,1,"Tomato_60_1",5.91298582771943e-05,7.84872756647342e-10,0,"Tomato_60_1_30_1A",30
70,71,0,-0.0348,-0.028,-9.2519,-0.0351,-0.0309,-9.4519,0.271988770082458,0.200021248871215,0.4314,0.3922,0.1961,7.901,1,"Tomato_60_1",6.0482855393579e-05,6.8512043085391e-10,0,"Tomato_60_1_30_1A",30
71,72,0,-0.0351,-0.0309,-9.4519,-0.0353,-0.0311,-9.4571,0.271675755266576,0.00520768662651693,0.4314,0.3922,0.1961,7.9057,1,"Tomato_60_1",6.05176044998468e-05,6.82558485874516e-10,0,"Tomato_60_1_30_1A",30
72,73,0,-0.0353,-0.0311,-9.4571,-0.0426,-0.0357,-9.6569,0.259713286673271,0.199986224525591,0.4314,0.3922,0.1961,8.0895,1,"Tomato_60_1",6.17082765251979e-05,6.09767001830266e-10,0,"Tomato_60_1_30_1A",30
73,74,0,-0.0426,-0.0357,-9.6569,-0.0419,-0.0352,-9.6792,0.25840581589329,0.0223165857603707,0.4314,0.3922,0.1961,8.1101,1,"Tomato_60_1",6.18239453834258e-05,6.04503976445381e-10,0,"Tomato_60_1_30_1A",30
74,75,0,-0.0419,-0.0352,-9.6792,-0.0557,-0.0282,-9.8786,0.246967136947866,0.199999499999376,0.4314,0.3922,0.1961,8.2949,1,"Tomato_60_1",6.28615961116061e-05,5.57290039982911e-10,0,"Tomato_60_1_30_1A",30
75,76,0,-0.0557,-0.0282,-9.8786,-0.0575,-0.0274,-9.8986,0.245844268104601,0.0200967659089711,0.4314,0.3922,0.1961,8.3135,1,"Tomato_60_1",6.29660349835982e-05,5.52537987936364e-10,0,"Tomato_60_1_30_1A",30
76,77,0,-0.0575,-0.0274,-9.8986,-0.0593,0.0032,-10.0962,0.234909839536901,0.199963396650487,0.4314,0.3922,0.1961,8.4992,1,"Tomato_60_1",6.40087392055846e-05,5.05094113471641e-10,0,"Tomato_60_1_30_1A",30
77,78,0,-0.0593,0.0032,-10.0962,-0.0586,0.0103,-10.1434,0.232362645632981,0.0477361498237972,0.4314,0.3922,0.1961,8.5437,1,"Tomato_60_1",6.42586063993293e-05,4.93724956693611e-10,0,"Tomato_60_1_30_1A",30
78,79,0,-0.0586,0.0103,-10.1434,-0.0657,0.032,-10.3297,0.222599741815468,0.187693873101922,0.4314,0.3922,0.1961,8.7189,1,"Tomato_60_1",6.52423531935782e-05,4.48963692255167e-10,0,"Tomato_60_1_30_1A",30
79,80,0,-0.0657,0.032,-10.3297,-0.0731,0.035,-10.5238,0.212881629030561,0.194264175801921,0.4314,0.3922,0.1961,8.9011,1,"Tomato_60_1",6.6265404939652e-05,4.02414021132536e-10,0,"Tomato_60_1_30_1A",30
80,81,0,-0.0731,0.035,-10.5238,-0.084,0.0347,-10.7021,0.204282283291727,0.178633115630893,0.4314,0.3922,0.1961,9.0694,1,"Tomato_60_1",6.68930101744265e-05,3.71881397779972e-10,0,"Tomato_60_1_30_1A",30
81,82,0,-0.084,0.0347,-10.7021,-0.1012,0.0316,-10.8858,0.195732763818657,0.184529509835148,0.4314,0.3922,0.1961,9.2439,1,"Tomato_60_1",6.7129390639067e-05,3.56497351801531e-10,0,"Tomato_60_1_30_1A",30
82,83,0,-0.1012,0.0316,-10.8858,-0.1041,0.044,-11.0854,0.1887,0.200005824915176,0.4314,0.3922,0.1961,9.434,1,"Tomato_60_1",6.73869031108615e-05,3.39737998560835e-10,0,"Tomato_60_1_30_1A",30
83,84,0,-0.1041,0.044,-11.0854,-0.1044,0.0457,-11.1,0.1887,0.0147017005819052,0.4314,0.3922,0.1961,9.448,1,"Tomato_60_1",6.74058677326665e-05,3.38503748453682e-10,0,"Tomato_60_1_30_1A",30
84,85,0,-0.1044,0.0457,-11.1,-0.0627,0.0672,-11.2902,0.1887,0.195900944357092,0.4314,0.3922,0.1961,9.6351,1,"Tomato_60_1",6.76593163569314e-05,3.22008877378803e-10,0,"Tomato_60_1_30_1A",30
85,86,0,-0.0627,0.0672,-11.2902,-0.0393,0.0705,-11.4575,0.1887,0.168960764676299,0.4314,0.3922,0.1961,9.7972,1,"Tomato_60_1",6.78788995851161e-05,3.07718024352412e-10,0,"Tomato_60_1_30_1A",30
86,87,0,-0.0393,0.0705,-11.4575,-0.0477,0.077,-11.6307,0.1887,0.173525358377385,0.4314,0.3922,0.1961,9.9644,1,"Tomato_60_1",6.81053913541011e-05,2.9297755164413e-10,0,"Tomato_60_1_30_1A",30
87,88,0,-0.0477,0.077,-11.6307,-0.0496,0.0842,-11.8306,0.1887,0.200038646266167,0.4314,0.3922,0.1961,10.1579,1,"Tomato_60_1",6.80177779384798e-05,2.84149432223997e-10,0,"Tomato_60_1_30_1A",30
88,89,0,-0.0496,0.0842,-11.8306,-0.0498,0.0902,-11.9249,0.1887,0.0944908990326569,0.4314,0.3922,0.1961,10.2496,1,"Tomato_60_1",6.79452453769242e-05,2.80695651637065e-10,0,"Tomato_60_1_30_1A",30
89,90,0,-0.0498,0.0902,-11.9249,-0.0458,0.0934,-12.1248,0.1887,0.199965622045392,0.4314,0.3922,0.1961,10.4445,1,"Tomato_60_1",6.77910840219931e-05,2.73354955493195e-10,0,"Tomato_60_1_30_1A",30
90,91,0,-0.0458,0.0934,-12.1248,-0.0452,0.0935,-12.1425,0.1887,0.0177104488932377,0.4314,0.3922,0.1961,10.4617,1,"Tomato_60_1",6.77774792230972e-05,2.72707136233706e-10,0,"Tomato_60_1_30_1A",30
91,92,0,-0.0452,0.0935,-12.1425,-0.0408,0.0948,-12.3424,0.1887,0.199952644393616,0.4314,0.3922,0.1961,10.6577,1,"Tomato_60_1",6.76224477938181e-05,2.65325009788357e-10,1e-09,"Tomato_60_1_30_1A",30
92,93,0,-0.0408,0.0948,-12.3424,-0.0406,0.0948,-12.3468,0.1887,0.00440454310910945,0.4314,0.3922,0.1961,10.662,1,"Tomato_60_1",6.76190465940941e-05,2.65163054973484e-10,1e-09,"Tomato_60_1_30_1A",30
93,94,0,-0.0406,0.0948,-12.3468,-0.0308,0.1041,-12.5463,0.1887,0.199956945365747,0.4314,0.3922,0.1961,10.8589,1,"Tomato_60_1",6.7463303285803e-05,2.57747031008743e-10,0,"Tomato_60_1_30_1A",30
94,95,0,-0.0308,0.1041,-12.5463,-0.0307,0.1043,-12.5503,0.1887,0.00400624512480159,0.4314,0.3922,0.1961,10.8628,1,"Tomato_60_1",6.7460218476751e-05,2.57600141758045e-10,0,"Tomato_60_1_30_1A",30
95,96,0,-0.0307,0.1043,-12.5503,-0.02,0.113,-12.7498,0.1887,0.199976073568815,0.4314,0.3922,0.1961,11.0607,1,"Tomato_60_1",6.73036841917799e-05,2.50468002506778e-10,8.09909040044454e-19,"Tomato_60_1_30_1A",30
96,97,0,-0.02,0.113,-12.7498,-0.0201,0.1118,-12.7751,0.1887,0.0253286399161104,0.4314,0.3922,0.1961,11.0858,1,"Tomato_60_1",6.7283830677112e-05,2.49645295960625e-10,0,"Tomato_60_1_30_1A",30
97,98,0,-0.0201,0.1118,-12.7751,-0.0202,0.0919,-12.9631,0.1887,0.189050310764093,0.4314,0.3922,0.1961,11.2739,1,"Tomato_60_1",6.71350479636049e-05,2.43479913437461e-10,0,"Tomato_60_1_30_1A",30
98,99,0,-0.0202,0.0919,-12.9631,-0.0339,0.0994,-13.1625,0.1887,0.200010749711108,0.4314,0.3922,0.1961,11.4738,1,"Tomato_60_1",6.69769317252738e-05,2.36927760506146e-10,0,"Tomato_60_1_30_1A",30
99,100,0,-0.0339,0.0994,-13.1625,-0.0351,0.1004,-13.1848,0.1887,0.0223546415761913,0.4314,0.3922,0.1961,11.4962,1,"Tomato_60_1",6.69592138476419e-05,2.36193552273723e-10,0,"Tomato_60_1_30_1A",30
100,101,0,-0.0351,0.1004,-13.1848,-0.0275,0.1139,-13.373,0.1887,0.188836569551557,0.4314,0.3922,0.1961,11.686,1,"Tomato_60_1",6.68090864737788e-05,2.29972448590063e-10,0,"Tomato_60_1_30_1A",30
101,102,0,-0.0275,0.1139,-13.373,-0.0281,0.1183,-13.5648,0.1887,0.191851400828871,0.4314,0.3922,0.1961,11.8798,1,"Tomato_60_1",6.66557951931957e-05,2.23620236293471e-10,0,"Tomato_60_1_30_1A",30
102,103,0,-0.0281,0.1183,-13.5648,-0.0334,0.1207,-13.7455,0.1887,0.180793639268642,0.4314,0.3922,0.1961,12.0632,1,"Tomato_60_1",6.65107300700845e-05,2.17899367029491e-10,0,"Tomato_60_1_30_1A",30
103,104,0,-0.0334,0.1207,-13.7455,-0.04,0.1321,-13.9419,0.1887,0.196841255838303,0.4314,0.3922,0.1961,12.2639,1,"Tomato_60_1",6.63519810504095e-05,2.12174512876979e-10,0,"Tomato_60_1_30_1A",30
1,105,1,0,0,0,0.0068,-0.1906,-0.0602,0.1887,0.1999965999711,0.4314,0.3922,0.1961,12.4113,2,"Tomato_60_1",6.62353910877781e-05,2.07970011122717e-10,0.0919066609744131,"Tomato_60_1_30_1A",30
104,106,0,-0.04,0.1321,-13.9419,-0.0478,0.1577,-14.1156,0.1887,0.175749509245403,0.4314,0.3922,0.1961,12.444,1,"Tomato_60_1",6.62095261503423e-05,2.07037262090394e-10,0,"Tomato_60_1_30_1A",30
105,107,1,0.0068,-0.1906,-0.0602,0.0092,-0.3839,-0.1113,0.1887,0.199954644857278,0.4314,0.3922,0.1961,12.5196,2,"Tomato_60_1",6.61497283133346e-05,2.04880814786309e-10,0,"Tomato_60_1_30_1A",30
