"","root","x","y","Barrier","Kr","Kx","perimeter","Kr2","param_id"
"11732","root3",29,0.0386,"b6",5.13201225612058e-05,1.6042586637311,0.250309969643714,5.93982900013956e-08,"exodermis_cell_diameter"
"11733","root29",20,0.0319,"b5",6.59675904896897e-05,0.68089185341574,0.176623471363608,7.63513778815853e-08,"exodermis_cell_diameter"
"11734","root16",27,0.0487,"b1",0.000108440192773454,3.42884301108287,0.147309290058558,1.25509482376683e-07,"exodermis_cell_diameter"
"11735","root6",29,0.0323,"b6",6.27714948584995e-05,5.49959474796786,0.238291026405666,7.26521931232633e-08,"exodermis_cell_diameter"
"11736","root10",23,0.0326,"b5",7.48346640604124e-05,0.815800503176847,0.158560279674095,8.66141945143662e-08,"exodermis_cell_diameter"
"11737","root10",17,0.0315,"b6",5.6601067993867e-05,0.619456397569034,0.174479722850002,6.5510495363272e-08,"exodermis_cell_diameter"
"11738","root15",21,0.0405,"b5",7.36379411538491e-05,0.656858136898239,0.152942228441851,8.52290985576957e-08,"exodermis_cell_diameter"
"11739","root11",8,0.0321,"b4",3.98255724189997e-05,0.0994860976544647,0.153497792904642,4.60944125219904e-08,"exodermis_cell_diameter"
"11740","root15",6,0.0252,"b6",5.56835700736761e-05,0.171837921025623,0.149168552574733,6.44485764741621e-08,"exodermis_cell_diameter"
"11741","root9",22,0.034,"b6",4.39164107094498e-05,0.252169282298329,0.1521546102974,5.08291790618632e-08,"exodermis_cell_diameter"
"11742","root18",2,0.0284,"b5",7.41306135197843e-05,0.0821064753416343,0.145374090177569,8.5799321203454e-08,"exodermis_cell_diameter"
"11743","root15",21,0.0405,"b4",4.06249825090172e-05,0.656858136898239,0.152942228441851,4.70196556817329e-08,"exodermis_cell_diameter"
"11744","root6",10,0.0379,"b4",4.13760403119268e-05,0.0179657316962253,0.178862889197739,4.78889355462116e-08,"exodermis_cell_diameter"
"11745","root10",23,0.0326,"b6",6.07872683100037e-05,0.815800503176847,0.158560279674095,7.03556346180598e-08,"exodermis_cell_diameter"
"11746","root16",23,0.0302,"b1",6.5436646940693e-05,1.00209324857206,0.236552104847486,7.57368598850613e-08,"exodermis_cell_diameter"
"11747","root3",22,0.0309,"b4",4.29402396678476e-05,0.300048305003919,0.179837126822745,4.96993514674162e-08,"exodermis_cell_diameter"
"11748","root20",29,0.0258,"b5",7.02389630522629e-05,2.12103151973797,0.217046437805251,8.12950961253043e-08,"exodermis_cell_diameter"
"11749","root22",0,0.0277,"b1",7.47594266559269e-05,0.0162213788951375,0.118172254143609,8.65271141851006e-08,"exodermis_cell_diameter"
"11750","root8",25,0.0303,"b4",4.79905388991046e-05,2.24387449463189,0.155762553045567,5.5544605207297e-08,"exodermis_cell_diameter"
"11751","root11",28,0.0314,"b1",6.51463490373413e-05,1.77689364344822,0.233143283661926,7.54008669413672e-08,"exodermis_cell_diameter"
"11752","root14",4,0.0278,"b5",6.22232874313859e-05,0.0237308526711416,0.144815868996401,7.20176937863263e-08,"exodermis_cell_diameter"
"11753","root5",30,0.0273,"b4",6.24849290070105e-05,2.68036997529205,0.15821707360772,7.23205196840399e-08,"exodermis_cell_diameter"
"11754","root5",25,0.0371,"b6",7.07169841285676e-05,2.59686800842921,0.170529541521756,8.18483612599162e-08,"exodermis_cell_diameter"
"11755","root11",24,0.0312,"b5",0.000101111476156628,5.39462286192142,0.197617128729892,1.17027171477579e-07,"exodermis_cell_diameter"
"11756","root15",21,0.0405,"b6",5.99746456254998e-05,0.656858136898239,0.152942228441851,6.94150991035877e-08,"exodermis_cell_diameter"
"11757","root16",0,0.0238,"b1",7.14645735578694e-05,0.0595949569895198,0.148079220947393,8.27136268030896e-08,"exodermis_cell_diameter"
"11758","root8",25,0.0303,"b5",8.69504232999805e-05,2.24387449463189,0.155762553045567,1.00637064004607e-07,"exodermis_cell_diameter"
"11759","root11",28,0.0314,"b5",6.14983515039494e-05,1.77689364344822,0.233143283661926,7.11786475740155e-08,"exodermis_cell_diameter"
"11760","root26",17,0.0443,"b6",5.91064010035808e-05,0.372468355951644,0.16977881936227,6.8410186346737e-08,"exodermis_cell_diameter"
"11761","root15",14,0.0321,"b1",8.33787767905134e-05,0.327063347265164,0.160028631062219,9.6503213877909e-08,"exodermis_cell_diameter"
"11762","root18",30,0.0284,"b1",6.07274485355781e-05,6.22359963444648,0.311615197484187,7.02863987680302e-08,"exodermis_cell_diameter"
"11763","root15",22,0.0348,"b1",7.14345243542951e-05,0.528380905843913,0.163274338792001,8.2678847632286e-08,"exodermis_cell_diameter"
"11764","root26",19,0.0343,"b4",5.34347787222691e-05,1.34012986159306,0.179470087383427,6.184580870633e-08,"exodermis_cell_diameter"
"11765","root21",9,0.0324,"b6",6.56940498006521e-05,0.378645130376095,0.14045728604848,7.60347798618659e-08,"exodermis_cell_diameter"
"11766","root23",3,0.0178,"b5",7.84778731552708e-05,0.0277665489016486,0.103087598506258,9.08308717074893e-08,"exodermis_cell_diameter"
"11767","root9",0,0.0273,"b1",7.31797995035734e-05,0.0963019172261988,0.105851472088531,8.46988420180248e-08,"exodermis_cell_diameter"
"11768","root20",13,0.0364,"b4",3.96971317323438e-05,0.246603695334471,0.176556449643877,4.59457543198424e-08,"exodermis_cell_diameter"
"11769","root25",18,0.0246,"b1",8.92925100122226e-05,0.33999840346875,0.120585727549358,1.03347812514147e-07,"exodermis_cell_diameter"
"11770","root4",22,0.0366,"b1",0.000103410569138832,2.12847395130659,0.211909554833526,1.196881587255e-07,"exodermis_cell_diameter"
"11771","root10",18,0.0441,"b5",8.06492108979517e-05,1.00542864363508,0.24511761734145,9.33439940948515e-08,"exodermis_cell_diameter"
"11772","root18",13,0.0319,"b5",7.72802138237104e-05,0.569631042959961,0.122789810953205,8.94446919255907e-08,"exodermis_cell_diameter"
"11773","root17",23,0.0318,"b6",5.34032748326864e-05,1.3168624895245,0.188921342317577,6.18093458711648e-08,"exodermis_cell_diameter"
"11774","root28",9,0.0233,"b6",5.75647187039698e-05,0.0116814373607165,0.123100646455448,6.66258318332984e-08,"exodermis_cell_diameter"
"11775","root8",14,0.0232,"b6",4.99929511335211e-05,0.00498250638213746,0.126318288313461,5.78622119600939e-08,"exodermis_cell_diameter"
"11776","root3",22,0.0309,"b5",6.63693462314184e-05,0.300048305003919,0.179837126822745,7.68163729530305e-08,"exodermis_cell_diameter"
"11777","root26",25,0.0324,"b5",7.10754940690524e-05,2.4791103884014,0.230955391850655,8.22633033206625e-08,"exodermis_cell_diameter"
"11778","root21",17,0.0279,"b1",7.28702453948196e-05,0.0192329996341387,0.159140505027348,8.43405617995597e-08,"exodermis_cell_diameter"
"11779","root16",27,0.0487,"b4",5.22049511755377e-05,3.42884301108287,0.147309290058558,6.04223971939094e-08,"exodermis_cell_diameter"
"11780","root12",23,0.0368,"b5",6.89059136942672e-05,0.858728649689077,0.175489958870018,7.97522149239204e-08,"exodermis_cell_diameter"
"11781","root4",12,0.0251,"b5",6.60906331970614e-05,0.0573027776824194,0.131565948460825,7.64937884225248e-08,"exodermis_cell_diameter"
"11782","root23",28,0.0306,"b6",5.76514138562226e-05,1.37128961634932,0.192657723262278,6.67261734447021e-08,"exodermis_cell_diameter"
"11783","root28",17,0.0213,"b4",3.81580646513946e-05,0.0999949445208522,0.136412699022329,4.41644266798549e-08,"exodermis_cell_diameter"
"11784","root22",16,0.0274,"b6",5.61481578925292e-05,0.458891154147775,0.180076954040819,6.4986293857094e-08,"exodermis_cell_diameter"
"11785","root10",21,0.0468,"b1",0.000182236376049262,3.44615839666961,0.167037836356068,2.10921731538498e-07,"exodermis_cell_diameter"
"11786","root26",24,0.0372,"b6",6.14063663122368e-05,0.288411028338241,0.130414244047106,7.10721832317556e-08,"exodermis_cell_diameter"
"11787","root10",16,0.0359,"b5",0.000122030988885596,1.64115664733297,0.134028313613611,1.4123957046944e-07,"exodermis_cell_diameter"
"11788","root16",0,0.0238,"b4",3.72979906015406e-05,0.0595949569895198,0.148079220947393,4.3168970603635e-08,"exodermis_cell_diameter"
"11789","root29",17,0.0268,"b5",6.3435978074328e-05,0.0658046540133171,0.14402224064187,7.34212709193611e-08,"exodermis_cell_diameter"
"11790","root6",0,0.0209,"b5",7.76164849012211e-05,0.0291104649488388,0.0911455271073175,8.98338945615985e-08,"exodermis_cell_diameter"
"11791","root22",21,0.0343,"b6",6.38107118110154e-05,1.47546392484208,0.246977983611797,7.38549905220086e-08,"exodermis_cell_diameter"
"11792","root2",30,0.0519,"b5",8.16976941714043e-05,3.95673788162498,0.20523185046263,9.45575164020883e-08,"exodermis_cell_diameter"
"11793","root2",19,0.0385,"b4",4.36553303261262e-05,0.184433321343889,0.132692103563658,5.05270026922757e-08,"exodermis_cell_diameter"
"11794","root9",26,0.0239,"b1",9.45059570613887e-05,1.84169078239105,0.183986819491767,1.09381894746978e-07,"exodermis_cell_diameter"
"11795","root23",26,0.0332,"b4",4.39282043811846e-05,2.16553820492773,0.186213195360888,5.08428291448896e-08,"exodermis_cell_diameter"
"11796","root10",29,0.0469,"b4",4.43260185159841e-05,4.19969882322558,0.233080098951691,5.13032621712779e-08,"exodermis_cell_diameter"
"11797","root11",18,0.0229,"b5",8.26351462929563e-05,0.0852819420434099,0.131926271413738,9.56425304316624e-08,"exodermis_cell_diameter"
"11798","root18",23,0.0291,"b5",7.11964246019307e-05,0.822843156264447,0.157106815435375,8.24032692151976e-08,"exodermis_cell_diameter"
"11799","root4",10,0.0247,"b6",4.74729562868035e-05,0.0174904802958512,0.136648677231682,5.49455512578744e-08,"exodermis_cell_diameter"
"11800","root12",28,0.0441,"b6",6.48008189289336e-05,2.57123978616857,0.210353306689855,7.50009478344139e-08,"exodermis_cell_diameter"
"11801","root30",27,0.0137,"b5",7.48016060975678e-05,5.50862764820885,0.267516645468933,8.6575932983296e-08,"pericycle_cell_diameter"
"11802","root28",15,0.0161,"b6",6.79674586961999e-05,0.322719033334074,0.114014790344449,7.86660401576388e-08,"pericycle_cell_diameter"
"11803","root18",2,0.0128,"b4",4.36196156869267e-05,0.0821064753416343,0.145374090177569,5.04856663043133e-08,"pericycle_cell_diameter"
"11804","root20",6,0.0163,"b5",7.7808646974248e-05,0.147534781825033,0.1493496309713,9.00563043683426e-08,"pericycle_cell_diameter"
"11805","root26",24,0.0209,"b4",4.34420351956093e-05,0.288411028338241,0.130414244047106,5.02801333282515e-08,"pericycle_cell_diameter"
"11806","root30",25,0.0128,"b6",6.48493564081408e-05,1.33448716121073,0.179824435569443,7.50571254723852e-08,"pericycle_cell_diameter"
"11807","root3",30,0.0176,"b5",9.28821935065859e-05,3.85898144418912,0.176492011522585,1.07502538780771e-07,"pericycle_cell_diameter"
"11808","root11",10,0.02,"b6",5.75980025927521e-05,0.28298435537243,0.133991960935948,6.66643548527223e-08,"pericycle_cell_diameter"
"11809","root3",30,0.0176,"b1",0.000102728544684102,3.85898144418912,0.176492011522585,1.18898778569563e-07,"pericycle_cell_diameter"
"11810","root12",15,0.0114,"b1",6.94065337264821e-05,0.00320242900423602,0.118592833973235,8.03316362575024e-08,"pericycle_cell_diameter"
"11811","root30",28,0.0149,"b4",4.65136417611252e-05,1.55658049214467,0.210746092608653,5.38352335198208e-08,"pericycle_cell_diameter"
"11812","root14",12,0.0154,"b1",8.0231905744539e-05,0.123940243971237,0.154568818408627,9.28610020191424e-08,"pericycle_cell_diameter"
"11813","root11",10,0.02,"b4",3.7860104350337e-05,0.28298435537243,0.133991960935948,4.38195652202974e-08,"pericycle_cell_diameter"
"11814","root23",7,0.0144,"b6",5.2558286450168e-05,0.110452641937883,0.151349552788617,6.08313500580648e-08,"pericycle_cell_diameter"
"11815","root17",18,0.0164,"b4",5.18900794135036e-05,0.561113791115722,0.158864289347251,6.00579622841477e-08,"pericycle_cell_diameter"
"11816","root25",9,0.0083,"b4",4.26185708479591e-05,0.178999403222796,0.149202632885668,4.93270495925453e-08,"pericycle_cell_diameter"
"11817","root19",6,0.0099,"b6",5.8440970625648e-05,0.0654337446993128,0.130471479439469,6.76400122982037e-08,"pericycle_cell_diameter"
"11818","root3",30,0.0176,"b4",5.19733675424672e-05,3.85898144418912,0.176492011522585,6.01543605815592e-08,"pericycle_cell_diameter"
"11819","root19",13,0.0164,"b6",5.34332673580198e-05,0.211824752819491,0.166022055062679,6.18440594421525e-08,"pericycle_cell_diameter"
"11820","root6",26,0.0134,"b5",7.28539404230771e-05,2.40326956744656,0.286798846689389,8.43216903044874e-08,"pericycle_cell_diameter"
"11821","root14",13,0.0111,"b5",8.67339534520821e-05,0.221205919867182,0.216618182058622,1.00386520199169e-07,"pericycle_cell_diameter"
"11822","root10",8,0.0183,"b4",2.75398788100323e-05,0.0604847758378469,0.161810543762861,3.18748597338337e-08,"pericycle_cell_diameter"
"11823","root5",14,0.015,"b1",7.47456749357835e-05,0.17799665376745,0.141140825993905,8.6511197842342e-08,"pericycle_cell_diameter"
"11824","root2",23,0.0191,"b6",5.36747730015429e-05,1.29402647428318,0.199599875192445,6.21235798628969e-08,"pericycle_cell_diameter"
"11825","root15",23,0.0149,"b1",8.26275633324731e-05,0.974613072648204,0.205488144943445,9.5633753857029e-08,"pericycle_cell_diameter"
"11826","root8",16,0.0162,"b6",5.64184741435011e-05,0.289945989214134,0.158766017407594,6.52991598883115e-08,"pericycle_cell_diameter"
"11827","root10",8,0.0183,"b1",5.03157107096152e-05,0.0604847758378469,0.161810543762861,5.82357762842768e-08,"pericycle_cell_diameter"
"11828","root21",22,0.0183,"b6",4.7837078550741e-05,0.665825593380017,0.251502382593103,5.53669890633576e-08,"pericycle_cell_diameter"
"11829","root15",21,0.0162,"b6",5.99746456254998e-05,0.656858136898239,0.152942228441851,6.94150991035877e-08,"pericycle_cell_diameter"
"11830","root26",24,0.0209,"b5",7.62427863654351e-05,0.288411028338241,0.130414244047106,8.82439657007351e-08,"pericycle_cell_diameter"
"11831","root15",22,0.0137,"b5",6.67688355069425e-05,0.528380905843913,0.163274338792001,7.7278744799702e-08,"pericycle_cell_diameter"
"11832","root30",25,0.0128,"b5",8.05632325680983e-05,1.33448716121073,0.179824435569443,9.32444821390027e-08,"pericycle_cell_diameter"
"11833","root14",26,0.0171,"b6",5.86037590575288e-05,1.42079051818964,0.215913565421771,6.78284248351028e-08,"pericycle_cell_diameter"
"11834","root16",14,0.0166,"b6",4.94989395397347e-05,0.00199009098586447,0.116767220022804,5.72904392821003e-08,"pericycle_cell_diameter"
"11835","root30",15,0.0161,"b5",6.5829050126738e-05,0.401967142034093,0.170299141499117,7.61910302392801e-08,"pericycle_cell_diameter"
"11836","root6",26,0.0134,"b4",4.96481870159144e-05,2.40326956744656,0.286798846689389,5.74631794165676e-08,"pericycle_cell_diameter"
"11837","root8",13,0.0161,"b5",8.14664946702434e-05,0.46720225258918,0.169473648060271,9.42899243868558e-08,"pericycle_cell_diameter"
"11838","root30",27,0.0137,"b4",4.90904689093481e-05,5.50862764820885,0.267516645468933,5.68176723487825e-08,"pericycle_cell_diameter"
"11839","root16",17,0.0098,"b6",6.7297062919652e-05,0.617929538148062,0.149647582465216,7.78901191199676e-08,"pericycle_cell_diameter"
"11840","root19",22,0.0186,"b4",3.75882345121974e-05,1.05483912163633,0.168488035423213,4.3504901055784e-08,"pericycle_cell_diameter"
"11841","root30",25,0.0128,"b4",4.6570278723682e-05,1.33448716121073,0.179824435569443,5.39007855598171e-08,"pericycle_cell_diameter"
"11842","root15",27,0.0175,"b5",7.18061828956896e-05,0.760223386364455,0.197724191901017,8.31090079811222e-08,"pericycle_cell_diameter"
"11843","root12",15,0.0114,"b4",3.88927787122753e-05,0.00320242900423602,0.118592833973235,4.50147901762446e-08,"pericycle_cell_diameter"
"11844","root14",1,0.015,"b6",5.70749620663933e-05,0.315742336955424,0.134698730721544,6.60589838731404e-08,"pericycle_cell_diameter"
"11845","root20",30,0.0162,"b5",8.5299394521994e-05,2.4830412899199,0.199602116796334,9.87261510671227e-08,"pericycle_cell_diameter"
"11846","root3",7,0.0114,"b4",3.85457539674254e-05,0.00928198219557123,0.147865679864693,4.46131411660016e-08,"pericycle_cell_diameter"
"11847","root30",28,0.0149,"b1",7.72393994910526e-05,1.55658049214467,0.210746092608653,8.93974531146442e-08,"pericycle_cell_diameter"
"11848","root12",22,0.0152,"b4",4.62401823841004e-05,0.354455560237242,0.199890364236319,5.35187296112273e-08,"pericycle_cell_diameter"
"11849","root2",23,0.0191,"b5",6.44888854298005e-05,1.29402647428318,0.199599875192445,7.46399136918987e-08,"pericycle_cell_diameter"
"11850","root30",21,0.011,"b4",4.29355140799633e-05,0.250445678628716,0.153058800498168,4.96938820369946e-08,"pericycle_cell_diameter"
"11851","root8",17,0.0139,"b6",6.62615065558562e-05,0.978663577495824,0.167333350504818,7.66915585137224e-08,"pericycle_cell_diameter"
"11852","root29",12,0.0139,"b5",5.8391701236941e-05,0.125687567444739,0.175780985419734,6.75829875427558e-08,"pericycle_cell_diameter"
"11853","root20",24,0.019,"b1",8.38740878747621e-05,2.45034066409533,0.212808360249544,9.70764905957895e-08,"pericycle_cell_diameter"
"11854","root23",21,0.0094,"b5",7.13290208217309e-05,0.146012952452851,0.159754391790927,8.25567370621885e-08,"pericycle_cell_diameter"
"11855","root24",21,0.0127,"b5",6.64911160383024e-05,0.31358894410235,0.17854350880744,7.69573102295167e-08,"pericycle_cell_diameter"
"11856","root12",24,0.0167,"b5",7.92561811802592e-05,2.04715901500581,0.193571032592242,9.17316911808556e-08,"pericycle_cell_diameter"
"11857","root24",25,0.0191,"b6",5.21334834429751e-05,1.54524486249171,0.183390434174368,6.03396799108508e-08,"pericycle_cell_diameter"
"11858","root6",26,0.0134,"b6",5.93701169659764e-05,2.40326956744656,0.286798846689389,6.87154131550653e-08,"pericycle_cell_diameter"
"11859","root15",27,0.0175,"b6",5.87367804135203e-05,0.760223386364455,0.197724191901017,6.79823847378707e-08,"pericycle_cell_diameter"
"11860","root8",13,0.0161,"b4",4.74657316364736e-05,0.46720225258918,0.169473648060271,5.49371893940667e-08,"pericycle_cell_diameter"
"11861","root4",24,0.0152,"b1",7.86803576223176e-05,1.23985028832186,0.185655070717669,9.10652287295343e-08,"pericycle_cell_diameter"
"11862","root10",9,0.019,"b4",3.66789191101889e-05,0.00254578901589338,0.112627594483361,4.24524526738297e-08,"pericycle_cell_diameter"
"11863","root16",25,0.0139,"b1",9.83396389771467e-05,3.76315581474774,0.183023404249039,1.1381902659392e-07,"pericycle_cell_diameter"
"11864","root26",21,0.022,"b6",4.37553111048112e-05,0.45806177459692,0.232146276933477,5.06427211861241e-08,"pericycle_cell_diameter"
"11865","root3",4,0.0147,"b6",4.8476964380126e-05,0.214088236614779,0.137981060779217,5.61075976621829e-08,"pericycle_cell_diameter"
"11866","root12",3,0.012,"b6",4.05408125973132e-05,0.0873332352245668,0.163149629613289,4.69222368024458e-08,"pericycle_cell_diameter"
"11867","root21",24,0.0133,"b5",8.0517402309913e-05,1.57073906349493,0.148280918631986,9.31914378586956e-08,"pericycle_cell_diameter"
"11868","root26",21,0.022,"b4",3.52181503990266e-05,0.45806177459692,0.232146276933477,4.07617481470215e-08,"pericycle_cell_diameter"
"11869","root20",30,0.0162,"b4",5.18561376486918e-05,2.4830412899199,0.199602116796334,6.0018677834134e-08,"pericycle_cell_diameter"
"11870","root19",22,0.0186,"b5",6.76351140176889e-05,1.05483912163633,0.168488035423213,7.82813819649177e-08,"pericycle_cell_diameter"
"11871","root14",17,0.0148,"b1",8.15896738882059e-05,0.452764719066923,0.164097153136421,9.44324929261642e-08,"pericycle_cell_diameter"
"11872","root24",21,0.0127,"b6",5.50975675256825e-05,0.31358894410235,0.17854350880744,6.37703327843547e-08,"pericycle_cell_diameter"
"11873","root10",6,0.0159,"b4",3.86555039487566e-05,0.0840288437911877,0.153641326307263,4.47401666073572e-08,"pericycle_cell_diameter"
"11874","root29",12,0.0139,"b4",3.73408541021383e-05,0.125687567444739,0.175780985419734,4.32185811367341e-08,"pericycle_cell_diameter"
"11875","root12",16,0.0176,"b1",7.26170032339768e-05,0.229916257827725,0.147751260476497,8.40474574467324e-08,"pericycle_cell_diameter"
"11876","root11",18,0.0166,"b4",4.85392920241343e-05,0.0852819420434099,0.131926271413738,5.61797361390443e-08,"pericycle_cell_diameter"
"11877","root12",21,0.0186,"b5",8.69256671094301e-05,0.630657895002231,0.132893904280482,1.00608411006285e-07,"pericycle_cell_diameter"
"11878","root14",13,0.0111,"b6",6.81977172551736e-05,0.221205919867182,0.216618182058622,7.89325431194139e-08,"pericycle_cell_diameter"
"11879","root21",27,0.0137,"b1",9.44348757111502e-05,4.4908567666694,0.193899284132677,1.09299624665683e-07,"pericycle_cell_diameter"
"11880","root21",12,0.0127,"b5",6.87292709662109e-05,0.187024021071564,0.348996017281832,7.95477673220033e-08,"pericycle_cell_diameter"
"11881","root3",30,0.0176,"b6",7.2293272784867e-05,3.85898144418912,0.176492011522585,8.36727694269294e-08,"pericycle_cell_diameter"
"11882","root14",20,0.0159,"b1",8.96069088542844e-05,1.90557158007307,0.174920255225353,1.03711700062829e-07,"pericycle_cell_diameter"
"11883","root19",13,0.0164,"b1",6.91452074842684e-05,0.211824752819491,0.166022055062679,8.00291753290144e-08,"pericycle_cell_diameter"
"11884","root26",0,0.0146,"b1",5.46922454600801e-05,0.0122682531999408,0.14645747111363,6.33012100232408e-08,"pericycle_cell_diameter"
"11885","root25",9,0.0083,"b5",7.67985858144065e-05,0.178999403222796,0.149202632885668,8.88872521000075e-08,"pericycle_cell_diameter"
"11886","root26",21,0.022,"b5",5.05873371246631e-05,0.45806177459692,0.232146276933477,5.85501587091008e-08,"pericycle_cell_diameter"
"11887","root5",5,0.0141,"b1",6.8424495837138e-05,0.0761736678952752,0.131208213701235,7.91950183300208e-08,"pericycle_cell_diameter"
"11888","root26",21,0.022,"b1",5.36536989477325e-05,0.45806177459692,0.232146276933477,6.20991885969126e-08,"pericycle_cell_diameter"
"11889","root16",17,0.0098,"b5",8.56680389770726e-05,0.617929538148062,0.149647582465216,9.91528228901303e-08,"pericycle_cell_diameter"
"11890","root25",29,0.015,"b4",4.45423332512485e-05,7.73467479813449,0.270353963048316,5.15536264482043e-08,"pericycle_cell_diameter"
"11891","root28",30,0.0159,"b5",7.57951381579023e-05,3.22020164510389,0.294672391156424,8.7725854349424e-08,"pericycle_cell_diameter"
"11892","root21",22,0.0183,"b5",5.5785745464847e-05,0.665825593380017,0.251502382593103,6.45668350287581e-08,"pericycle_cell_diameter"
"11893","root3",4,0.0147,"b1",6.12872689851718e-05,0.214088236614779,0.137981060779217,7.09343391032081e-08,"pericycle_cell_diameter"
"11894","root4",21,0.0163,"b6",6.3596889273329e-05,0.366501692118335,0.132577974770257,7.36075107330197e-08,"pericycle_cell_diameter"
"11895","root28",28,0.0142,"b6",8.5682587727323e-05,2.92279924120313,0.154291603008581,9.91696617214386e-08,"pericycle_cell_diameter"
"11896","root19",23,0.0162,"b1",0.000116442582991993,0.889506905162978,0.134362521388283,1.34771508092584e-07,"pericycle_cell_diameter"
"11897","root12",24,0.0167,"b4",4.82125417208818e-05,2.04715901500581,0.193571032592242,5.58015529176873e-08,"pericycle_cell_diameter"
"11898","root3",29,0.0149,"b4",4.0563463779808e-05,1.6042586637311,0.250309969643714,4.69484534488518e-08,"pericycle_cell_diameter"
"11899","root19",30,0.016,"b4",5.25834251724791e-05,4.4908543134494,0.212427623388423,6.08604458014804e-08,"pericycle_cell_diameter"
"11900","root18",17,0.0202,"b1",6.85842279204234e-05,0.406776915904938,0.201671955512863,7.9379893426416e-08,"pericycle_cell_diameter"
"11901","root14",26,0.0171,"b5",7.10118018773914e-05,1.42079051818964,0.215913565421771,8.218958550624e-08,"pericycle_cell_diameter"
"11902","root16",23,0.02,"b4",4.1630387213809e-05,1.00209324857206,0.236552104847486,4.81833185345012e-08,"pericycle_cell_diameter"
"11903","root11",2,0.0135,"b4",2.93672314346281e-05,0.0212468458940574,0.122338122725758,3.39898511974862e-08,"pericycle_cell_diameter"
"11904","root30",15,0.0161,"b4",3.90811391959803e-05,0.401967142034093,0.170299141499117,4.52327999953476e-08,"pericycle_cell_diameter"
"11905","root3",28,0.0129,"b4",4.87852799443925e-05,1.64808872236367,0.197303516034587,5.64644443800839e-08,"pericycle_cell_diameter"
"11906","root15",27,0.0175,"b4",4.71886353908579e-05,0.760223386364455,0.197724191901017,5.46164761468263e-08,"pericycle_cell_diameter"
"11907","root1",16,0.0229,"b1",6.35743361579514e-05,0.0200548700127587,0.155565754331803,7.35814075902215e-08,"pericycle_cell_diameter"
"11908","root30",25,0.0128,"b1",8.70067088210046e-05,1.33448716121073,0.179824435569443,1.0070220928357e-07,"pericycle_cell_diameter"
"11909","root25",15,0.0172,"b1",7.791598305924e-05,0.122294075469897,0.120806373650188,9.01805359481944e-08,"pericycle_cell_diameter"
"11910","root26",11,0.0106,"b4",4.08484480330228e-05,0.228999571595895,0.119199163761613,4.72782963345171e-08,"pericycle_cell_diameter"
"11911","root11",10,0.02,"b5",7.06353051304248e-05,0.28298435537243,0.133991960935948,8.17538253824361e-08,"pericycle_cell_diameter"
"11912","root18",30,0.0201,"b6",4.90132236910181e-05,6.22359963444648,0.311615197484187,5.67282681609006e-08,"pericycle_cell_diameter"
"11913","root23",21,0.0094,"b6",5.8616976510459e-05,0.146012952452851,0.159754391790927,6.78437228130312e-08,"pericycle_cell_diameter"
"11914","root30",27,0.0137,"b6",6.11982813716209e-05,5.50862764820885,0.267516645468933,7.08313441801168e-08,"pericycle_cell_diameter"
"11915","root18",2,0.0128,"b1",8.20836477658707e-05,0.0821064753416343,0.145374090177569,9.50042219512392e-08,"pericycle_cell_diameter"
"11916","root18",20,0.0119,"b6",6.90845849117472e-05,0.793895633071559,0.132552889184042,7.99590103145222e-08,"pericycle_cell_diameter"
"11917","root25",28,0.0164,"b5",7.24644772414024e-05,6.65683002726819,0.301905240054769,8.38709227331046e-08,"pericycle_cell_diameter"
"11918","root18",17,0.0202,"b4",4.12667746597216e-05,0.406776915904938,0.201671955512863,4.77624706709741e-08,"pericycle_cell_diameter"
"11919","root20",6,0.0163,"b4",4.2088254135061e-05,0.147534781825033,0.1493496309713,4.8713257100765e-08,"pericycle_cell_diameter"
"11920","root26",7,0.0151,"b5",6.27961145644716e-05,0.0231176726171759,0.127106430940676,7.26806881533236e-08,"pericycle_cell_diameter"
"11921","root28",15,0.0161,"b4",4.55615121381548e-05,0.322719033334074,0.114014790344449,5.27332316413829e-08,"pericycle_cell_diameter"
"11922","root5",7,0.0153,"b6",6.77604289062041e-05,0.0444883417607344,0.115426637460779,7.84264223451436e-08,"pericycle_cell_diameter"
"11923","root23",7,0.0144,"b4",3.59398284239828e-05,0.110452641937883,0.151349552788617,4.1597023638869e-08,"pericycle_cell_diameter"
"11924","root2",25,0.0125,"b5",7.17365397589054e-05,1.35527349435911,0.215223260981927,8.30284024987331e-08,"pericycle_cell_diameter"
"11925","root21",28,0.0136,"b1",8.53856484325697e-05,3.66811906000608,0.220179533966006,9.88259819821409e-08,"pericycle_cell_diameter"
"11926","root25",0,0.0122,"b5",6.26405559492273e-05,0.112541660561909,0.120407656554929,7.25006434597538e-08,"pericycle_cell_diameter"
"11927","root14",1,0.015,"b5",7.00679885040434e-05,0.315742336955424,0.134698730721544,8.10972089167169e-08,"pericycle_cell_diameter"
"11928","root2",19,0.0138,"b6",6.11903449211486e-05,0.184433321343889,0.132692103563658,7.08221584735516e-08,"pericycle_cell_diameter"
"11929","root15",22,0.0137,"b6",5.53928001195994e-05,0.528380905843913,0.163274338792001,6.41120371754623e-08,"pericycle_cell_diameter"
"11930","root23",24,0.0167,"b6",5.63417773605622e-05,0.764813631613268,0.211998650165494,6.52103904636136e-08,"pericycle_cell_diameter"
