"Root","X","Barrier","Kr","Kx","kAQP","perimeter"
"root6",23,"b0",0.000118937998138149,0.665452327192728,1e-04,0.177063109301812
"root6",23,"b1",5.49000408816251e-05,0.665452327192728,1e-04,0.177063109301812
"root6",23,"b2",3.98449061396884e-05,0.665452327192728,1e-04,0.177063109301812
"root6",23,"b3",3.98449061396884e-05,0.665452327192728,1e-04,0.177063109301812
"root6",23,"b4",3.57379911365548e-05,0.665452327192728,1e-04,0.177063109301812
"root6",23,"b5",4.73266822417847e-05,0.665452327192728,1e-04,0.177063109301812
"root6",23,"b6",4.21579659983747e-05,0.665452327192728,1e-04,0.177063109301812
"root6",23,"b7",7.48871784037124e-05,0.665452327192728,1e-04,0.177063109301812
"root6",23,"b8",3.27295863396286e-05,0.665452327192728,1e-04,0.177063109301812
"root6",23,"b9",4.34879431323793e-05,4.34879431323793e-05,1e-04,0.177063109301812
"root6",23,"b0",0.00013490397326125,0.665452327192728,2e-04,0.177063109301812
"root6",23,"b1",6.4634586783164e-05,0.665452327192728,2e-04,0.177063109301812
"root6",23,"b2",4.28934691580316e-05,0.665452327192728,2e-04,0.177063109301812
"root6",23,"b3",4.28934691580316e-05,0.665452327192728,2e-04,0.177063109301812
"root6",23,"b4",3.96973292032753e-05,0.665452327192728,2e-04,0.177063109301812
"root6",23,"b5",5.76141797820043e-05,0.665452327192728,2e-04,0.177063109301812
"root6",23,"b6",4.97122003610909e-05,0.665452327192728,2e-04,0.177063109301812
"root6",23,"b7",8.3854171595865e-05,0.665452327192728,2e-04,0.177063109301812
"root6",23,"b8",3.57891627126759e-05,0.665452327192728,2e-04,0.177063109301812
"root6",23,"b9",5.16794642252009e-05,5.16794642252009e-05,2e-04,0.177063109301812
"root6",23,"b0",0.000146538548331289,0.665452327192728,3e-04,0.177063109301812
"root6",23,"b1",7.17606843742361e-05,0.665452327192728,3e-04,0.177063109301812
"root6",23,"b2",4.46169711955317e-05,0.665452327192728,3e-04,0.177063109301812
"root6",23,"b3",4.46169711955317e-05,0.665452327192728,3e-04,0.177063109301812
"root6",23,"b4",4.19963878009311e-05,0.665452327192728,3e-04,0.177063109301812
"root6",23,"b5",6.51989219443654e-05,0.665452327192728,3e-04,0.177063109301812
"root6",23,"b6",5.4750995391622e-05,0.665452327192728,3e-04,0.177063109301812
"root6",23,"b7",8.97486510084361e-05,0.665452327192728,3e-04,0.177063109301812
"root6",23,"b8",3.7407249440901e-05,0.665452327192728,3e-04,0.177063109301812
"root6",23,"b9",5.72820686846426e-05,5.72820686846426e-05,3e-04,0.177063109301812
"root6",23,"b0",0.000156238788995444,0.665452327192728,4e-04,0.177063109301812
"root6",23,"b1",7.75794873047943e-05,0.665452327192728,4e-04,0.177063109301812
"root6",23,"b2",4.5811901507453e-05,0.665452327192728,4e-04,0.177063109301812
"root6",23,"b3",4.5811901507453e-05,0.665452327192728,4e-04,0.177063109301812
"root6",23,"b4",4.35930164962114e-05,0.665452327192728,4e-04,0.177063109301812
"root6",23,"b5",7.14095929197978e-05,0.665452327192728,4e-04,0.177063109301812
"root6",23,"b6",5.85623592159372e-05,0.665452327192728,4e-04,0.177063109301812
"root6",23,"b7",9.44014073519883e-05,0.665452327192728,4e-04,0.177063109301812
"root6",23,"b8",3.84521382287531e-05,0.665452327192728,4e-04,0.177063109301812
"root6",23,"b9",6.16201516028259e-05,6.16201516028259e-05,4e-04,0.177063109301812
"root6",23,"b0",0.000164872725080158,0.665452327192728,5e-04,0.177063109301812
"root6",23,"b1",8.25957370782452e-05,0.665452327192728,5e-04,0.177063109301812
"root6",23,"b2",4.67331786170384e-05,0.665452327192728,5e-04,0.177063109301812
"root6",23,"b3",4.67331786170384e-05,0.665452327192728,5e-04,0.177063109301812
"root6",23,"b4",4.4812653741938e-05,0.665452327192728,5e-04,0.177063109301812
"root6",23,"b5",7.67672176905113e-05,0.665452327192728,5e-04,0.177063109301812
"root6",23,"b6",6.16410815620307e-05,0.665452327192728,5e-04,0.177063109301812
"root6",23,"b7",9.83875489249098e-05,0.665452327192728,5e-04,0.177063109301812
"root6",23,"b8",3.92061434980271e-05,0.665452327192728,5e-04,0.177063109301812
"root6",23,"b9",6.51995347604107e-05,6.51995347604107e-05,5e-04,0.177063109301812
"root6",23,"b0",0.000172844460793961,0.665452327192728,6e-04,0.177063109301812
"root6",23,"b1",8.70647125428771e-05,0.665452327192728,6e-04,0.177063109301812
"root6",23,"b2",4.74901062508631e-05,0.665452327192728,6e-04,0.177063109301812
"root6",23,"b3",4.74901062508631e-05,0.665452327192728,6e-04,0.177063109301812
"root6",23,"b4",4.58007592900285e-05,0.665452327192728,6e-04,0.177063109301812
