"Root","X","Barrier","Kr","Kx","kAQP","perimeter"
"root17",6,"b0",3.11344801390731e-05,0.0490907214329147,1e-04,0.110235844857175
"root17",6,"b1",4.94831247400655e-05,0.0490907214329147,1e-04,0.110235844857175
"root17",6,"b2",3.27974287890088e-05,0.0490907214329147,1e-04,0.110235844857175
"root17",6,"b3",3.27974287890088e-05,0.0490907214329147,1e-04,0.110235844857175
"root17",6,"b4",2.93055845730268e-05,0.0490907214329147,1e-04,0.110235844857175
"root17",6,"b5",4.18664858109679e-05,0.0490907214329147,1e-04,0.110235844857175
"root17",6,"b6",3.7355861869487e-05,0.0490907214329147,1e-04,0.110235844857175
"root17",6,"b7",7.73501866569527e-05,0.0490907214329147,1e-04,0.110235844857175
"root17",6,"b8",2.70391648128313e-05,0.0490907214329147,1e-04,0.110235844857175
"root17",6,"b9",3.85873899584809e-05,3.85873899584809e-05,1e-04,0.110235844857175
"root17",6,"b0",3.88388369323494e-05,0.0490907214329147,2e-04,0.110235844857175
"root17",6,"b1",6.11248242060281e-05,0.0490907214329147,2e-04,0.110235844857175
"root17",6,"b2",3.59073082983426e-05,0.0490907214329147,2e-04,0.110235844857175
"root17",6,"b3",3.59073082983426e-05,0.0490907214329147,2e-04,0.110235844857175
"root17",6,"b4",3.30244754162938e-05,0.0490907214329147,2e-04,0.110235844857175
"root17",6,"b5",5.31868045650018e-05,0.0490907214329147,2e-04,0.110235844857175
"root17",6,"b6",4.58490453240519e-05,0.0490907214329147,2e-04,0.110235844857175
"root17",6,"b7",8.84737980722753e-05,0.0490907214329147,2e-04,0.110235844857175
"root17",6,"b8",3.00474396232569e-05,0.0490907214329147,2e-04,0.110235844857175
"root17",6,"b9",4.77940206291385e-05,4.77940206291385e-05,2e-04,0.110235844857175
"root17",6,"b0",4.50554390270272e-05,0.0490907214329147,3e-04,0.110235844857175
"root17",6,"b1",6.9979348903428e-05,0.0490907214329147,3e-04,0.110235844857175
"root17",6,"b2",3.75904395426505e-05,0.0490907214329147,3e-04,0.110235844857175
"root17",6,"b3",3.75904395426505e-05,0.0490907214329147,3e-04,0.110235844857175
"root17",6,"b4",3.51484062829852e-05,0.0490907214329147,3e-04,0.110235844857175
"root17",6,"b5",6.19506148013525e-05,0.0490907214329147,3e-04,0.110235844857175
"root17",6,"b6",5.18211621009668e-05,0.0490907214329147,3e-04,0.110235844857175
"root17",6,"b7",9.60096577236475e-05,0.0490907214329147,3e-04,0.110235844857175
"root17",6,"b8",3.16436698445109e-05,0.0490907214329147,3e-04,0.110235844857175
"root17",6,"b9",5.44235181827186e-05,5.44235181827186e-05,3e-04,0.110235844857175
"root17",6,"b0",5.04359588935704e-05,0.0490907214329147,4e-04,0.110235844857175
"root17",6,"b1",7.7402528628029e-05,0.0490907214329147,4e-04,0.110235844857175
"root17",6,"b2",3.87029819933691e-05,0.0490907214329147,4e-04,0.110235844857175
"root17",6,"b3",3.87029819933691e-05,0.0490907214329147,4e-04,0.110235844857175
"root17",6,"b4",3.65891756768231e-05,0.0490907214329147,4e-04,0.110235844857175
"root17",6,"b5",6.93782970618233e-05,0.0490907214329147,4e-04,0.110235844857175
"root17",6,"b6",5.64968701322115e-05,0.0490907214329147,4e-04,0.110235844857175
"root17",6,"b7",0.000102087187384204,0.0490907214329147,4e-04,0.110235844857175
"root17",6,"b8",3.2664118463435e-05,0.0490907214329147,4e-04,0.110235844857175
"root17",6,"b9",5.97299877421898e-05,5.97299877421898e-05,4e-04,0.110235844857175
"root17",6,"b0",5.52658407885497e-05,0.0490907214329147,5e-04,0.110235844857175
"root17",6,"b1",8.39332596799454e-05,0.0490907214329147,5e-04,0.110235844857175
"root17",6,"b2",3.95223890783229e-05,0.0490907214329147,5e-04,0.110235844857175
"root17",6,"b3",3.95223890783229e-05,0.0490907214329147,5e-04,0.110235844857175
"root17",6,"b4",3.7662489678011e-05,0.0490907214329147,5e-04,0.110235844857175
"root17",6,"b5",7.59618217332565e-05,0.0490907214329147,5e-04,0.110235844857175
"root17",6,"b6",6.0369323816561e-05,0.0490907214329147,5e-04,0.110235844857175
"root17",6,"b7",0.000107387750986063,0.0490907214329147,5e-04,0.110235844857175
"root17",6,"b8",3.3388441727945e-05,0.0490907214329147,5e-04,0.110235844857175
"root17",6,"b9",6.42148336779622e-05,6.42148336779622e-05,5e-04,0.110235844857175
"root17",6,"b0",5.97012197904782e-05,0.0490907214329147,6e-04,0.110235844857175
"root17",6,"b1",8.98497898490971e-05,0.0490907214329147,6e-04,0.110235844857175
"root17",6,"b2",4.01681895831491e-05,0.0490907214329147,6e-04,0.110235844857175
"root17",6,"b3",4.01681895831491e-05,0.0490907214329147,6e-04,0.110235844857175
"root17",6,"b4",3.85108243976997e-05,0.0490907214329147,6e-04,0.110235844857175
"root17",6,"b5",8.1956976960619e-05,0.0490907214329147,6e-04,0.110235844857175
"root17",6,"b6",6.36916415133259e-05,0.0490907214329147,6e-04,0.110235844857175
"root17",6,"b7",0.000112209988944814,0.0490907214329147,6e-04,0.110235844857175
"root17",6,"b8",3.39386030976482e-05,0.0490907214329147,6e-04,0.110235844857175
"root17",6,"b9",6.81346062743454e-05,6.81346062743454e-05,6e-04,0.110235844857175
"root17",6,"b0",6.38385986744045e-05,0.0490907214329147,7e-04,0.110235844857175
"root17",6,"b1",9.53170953246525e-05,0.0490907214329147,7e-04,0.110235844857175
"root17",6,"b2",4.07010166752469e-05,0.0490907214329147,7e-04,0.110235844857175
"root17",6,"b3",4.07010166752469e-05,0.0490907214329147,7e-04,0.110235844857175
"root17",6,"b4",3.92091480117446e-05,0.0490907214329147,7e-04,0.110235844857175
"root17",6,"b5",8.75165654309479e-05,0.0490907214329147,7e-04,0.110235844857175
"root17",6,"b6",6.66123585916969e-05,0.0490907214329147,7e-04,0.110235844857175
"root17",6,"b7",0.000116709686157501,0.0490907214329147,7e-04,0.110235844857175
"root17",6,"b8",3.437673761052e-05,0.0490907214329147,7e-04,0.110235844857175
"root17",6,"b9",7.16397675552947e-05,7.16397675552947e-05,7e-04,0.110235844857175
"root17",6,"b0",6.77424410622959e-05,0.0490907214329147,8e-04,0.110235844857175
"root17",6,"b1",0.000100441724984529,0.0490907214329147,8e-04,0.110235844857175
"root17",6,"b2",4.1155171248935e-05,0.0490907214329147,8e-04,0.110235844857175
"root17",6,"b3",4.1155171248935e-05,0.0490907214329147,8e-04,0.110235844857175
"root17",6,"b4",3.98011623597448e-05,0.0490907214329147,8e-04,0.110235844857175
"root17",6,"b5",9.27401318552716e-05,0.0490907214329147,8e-04,0.110235844857175
"root17",6,"b6",6.9226438816388e-05,0.0490907214329147,8e-04,0.110235844857175
"root17",6,"b7",0.000120977693162183,0.0490907214329147,8e-04,0.110235844857175
"root17",6,"b8",3.47379979979961e-05,0.0490907214329147,8e-04,0.110235844857175
"root17",6,"b9",7.48265920940401e-05,7.48265920940401e-05,8e-04,0.110235844857175
