node1ID node2ID branchID x1 y1 z1 x2 y2 z2 radius length R G B time type 
0 1 0 0.0000 0.0000 -3.0000 0.0026 -0.0004 -3.0096 0.1037 0.0100 0.0000 0.0000 205.0000 0.0029 1.0000 
1 2 0 0.0026 -0.0004 -3.0096 0.0448 0.0057 -3.1945 0.1037 0.1897 0.0000 0.0000 205.0000 0.0585 1.0000 
2 3 0 0.0448 0.0057 -3.1945 0.0869 0.0112 -3.3789 0.1037 0.1893 0.0000 0.0000 205.0000 0.1139 1.0000 
3 4 0 0.0869 0.0112 -3.3789 0.1158 0.0215 -3.5651 0.1037 0.1887 0.0000 0.0000 205.0000 0.1692 1.0000 
4 5 0 0.1158 0.0215 -3.5651 0.1383 0.0383 -3.7589 0.1037 0.1958 0.0000 0.0000 205.0000 0.2267 1.0000 
5 6 0 0.1383 0.0383 -3.7589 0.1547 0.0526 -3.9404 0.1037 0.1828 0.0000 0.0000 205.0000 0.2803 1.0000 
6 7 0 0.1547 0.0526 -3.9404 0.1736 0.0649 -4.1260 0.1037 0.1871 0.0000 0.0000 205.0000 0.3353 1.0000 
7 8 0 0.1736 0.0649 -4.1260 0.1873 0.0762 -4.3274 0.1037 0.2022 0.0000 0.0000 205.0000 0.3947 1.0000 
8 9 0 0.1873 0.0762 -4.3274 0.2015 0.0882 -4.5216 0.1037 0.1951 0.0000 0.0000 205.0000 0.4521 1.0000 
9 10 0 0.2015 0.0882 -4.5216 0.2154 0.0992 -4.7161 0.1037 0.1953 0.0000 0.0000 205.0000 0.5097 1.0000 
10 11 0 0.2154 0.0992 -4.7161 0.2203 0.1158 -4.8987 0.1037 0.1833 0.0000 0.0000 205.0000 0.5637 1.0000 
11 12 0 0.2203 0.1158 -4.8987 0.2158 0.1324 -5.0980 0.1037 0.2000 0.0000 0.0000 205.0000 0.6227 1.0000 
12 13 0 0.2158 0.1324 -5.0980 0.2069 0.1509 -5.2908 0.1037 0.1939 0.0000 0.0000 205.0000 0.6799 1.0000 
13 14 0 0.2069 0.1509 -5.2908 0.1930 0.1529 -5.4952 0.1037 0.2049 0.0000 0.0000 205.0000 0.7405 1.0000 
14 15 0 0.1930 0.1529 -5.4952 0.1812 0.1524 -5.6885 0.1037 0.1937 0.0000 0.0000 205.0000 0.7977 1.0000 
15 16 0 0.1812 0.1524 -5.6885 0.1645 0.1633 -5.8815 0.1037 0.1940 0.0000 0.0000 205.0000 0.8552 1.0000 
16 17 0 0.1645 0.1633 -5.8815 0.1347 0.1715 -6.0925 0.1037 0.2132 0.0000 0.0000 205.0000 0.9183 1.0000 
17 18 0 0.1347 0.1715 -6.0925 0.1215 0.1747 -6.3064 0.1037 0.2143 0.0000 0.0000 205.0000 0.9818 1.0000 
18 19 0 0.1215 0.1747 -6.3064 0.1117 0.1759 -6.5059 0.1037 0.1997 0.0000 0.0000 205.0000 1.0411 1.0000 
19 20 0 0.1117 0.1759 -6.5059 0.1019 0.1881 -6.7107 0.1037 0.2054 0.0000 0.0000 205.0000 1.1021 1.0000 
20 21 0 0.1019 0.1881 -6.7107 0.0992 0.2015 -6.9080 0.1037 0.1978 0.0000 0.0000 205.0000 1.1609 1.0000 
21 22 0 0.0992 0.2015 -6.9080 0.0979 0.2114 -7.1026 0.1037 0.1949 0.0000 0.0000 205.0000 1.2188 1.0000 
22 23 0 0.0979 0.2114 -7.1026 0.0932 0.2225 -7.3032 0.1037 0.2010 0.0000 0.0000 205.0000 1.2786 1.0000 
23 24 0 0.0932 0.2225 -7.3032 0.0911 0.2354 -7.5017 0.1037 0.1989 0.0000 0.0000 205.0000 1.3379 1.0000 
24 25 0 0.0911 0.2354 -7.5017 0.0907 0.2484 -7.7063 0.1037 0.2050 0.0000 0.0000 205.0000 1.3990 1.0000 
25 26 0 0.0907 0.2484 -7.7063 0.0911 0.2686 -7.9055 0.1037 0.2002 0.0000 0.0000 205.0000 1.4587 1.0000 
26 27 0 0.0911 0.2686 -7.9055 0.0862 0.2921 -8.0981 0.1037 0.1941 0.0000 0.0000 205.0000 1.5167 1.0000 
27 28 0 0.0862 0.2921 -8.0981 0.0805 0.3139 -8.2827 0.1037 0.1860 0.0000 0.0000 205.0000 1.5723 1.0000 
28 29 0 0.0805 0.3139 -8.2827 0.0733 0.3517 -8.4896 0.1037 0.2104 0.0000 0.0000 205.0000 1.6352 1.0000 
29 30 0 0.0733 0.3517 -8.4896 0.0690 0.3750 -8.6901 0.1037 0.2019 0.0000 0.0000 205.0000 1.6956 1.0000 
30 31 0 0.0690 0.3750 -8.6901 0.0632 0.4025 -8.8966 0.1037 0.2084 0.0000 0.0000 205.0000 1.7581 1.0000 
31 32 0 0.0632 0.4025 -8.8966 0.0629 0.4278 -9.0893 0.1037 0.1944 0.0000 0.0000 205.0000 1.8163 1.0000 
32 33 0 0.0629 0.4278 -9.0893 0.0625 0.4539 -9.2822 0.1037 0.1946 0.0000 0.0000 205.0000 1.8747 1.0000 
