"node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","length","R","G","B","time","type","z3","time2"
0,1,0,0,0,-3,0.5866,0.008,-3.8098,0.534731514557256,1,0,0,205,0.143,1,-81.9453,29.857
1,2,0,0.5866,0.008,-3.8098,0.983,0.1002,-4.5684,0.51795599089194,0.8608,0,0,205,0.2675,1,-81.1867,29.7325
2,3,0,0.983,0.1002,-4.5684,1.08,0.1413,-4.7555,0.514377164263497,0.2148,0,0,205,0.2988,1,-80.9996,29.7012
3,4,0,1.08,0.1413,-4.7555,1.1807,0.1747,-4.9448,0.510360214314802,0.217,0,0,205,0.3304,1,-80.8103,29.6696
4,5,0,1.1807,0.1747,-4.9448,1.2527,0.2073,-5.1148,0.506548350413721,0.1874,0,0,205,0.3578,1,-80.6403,29.6422
5,6,0,1.2527,0.2073,-5.1148,1.3255,0.2352,-5.2973,0.502617166029533,0.1985,0,0,205,0.3869,1,-80.4578,29.6131
6,7,0,1.3255,0.2352,-5.2973,1.3867,0.2426,-5.4914,0.498936472976192,0.2036,0,0,205,0.4168,1,-80.2637,29.5832
7,8,0,1.3867,0.2426,-5.4914,1.461,0.2485,-5.7195,0.49530700328836,0.24,0,0,205,0.4521,1,-80.0356,29.5479
8,9,0,1.461,0.2485,-5.7195,1.5111,0.2347,-5.9319,0.491258408208051,0.2187,0,0,205,0.4844,1,-79.8232,29.5156
9,10,0,1.5111,0.2347,-5.9319,1.5506,0.262,-6.1307,0.487445884919067,0.2045,0,0,205,0.5147,1,-79.6244,29.4853
10,11,0,1.5506,0.262,-6.1307,1.5856,0.2862,-6.3061,0.483603704506978,0.1805,0,0,205,0.5415,1,-79.449,29.4585
11,12,0,1.5856,0.2862,-6.3061,1.6384,0.3057,-6.5227,0.480344607681878,0.2238,0,0,205,0.5747,1,-79.2324,29.4253
12,13,0,1.6384,0.3057,-6.5227,1.6658,0.3159,-6.7306,0.476651816060241,0.2099,0,0,205,0.606,1,-79.0245,29.394
13,14,0,1.6658,0.3159,-6.7306,1.6901,0.3263,-6.8959,0.47304535837655,0.1674,0,0,205,0.631,1,-78.8592,29.369
14,15,0,1.6901,0.3263,-6.8959,1.7218,0.3277,-7.1059,0.469098270735335,0.2124,0,0,205,0.6628,1,-78.6492,29.3372
15,16,0,1.7218,0.3277,-7.1059,1.7751,0.3419,-7.317,0.464728460443033,0.2182,0,0,205,0.6956,1,-78.4381,29.3044
16,17,0,1.7751,0.3419,-7.317,1.8,0.3539,-7.4974,0.460963691219241,0.1824,0,0,205,0.7231,1,-78.2577,29.2769
17,18,0,1.8,0.3539,-7.4974,1.8285,0.368,-7.6991,0.457263028020523,0.2042,0,0,205,0.7539,1,-78.056,29.2461
18,19,0,1.8285,0.368,-7.6991,1.8662,0.3905,-7.8921,0.453736566205511,0.198,0,0,205,0.7838,1,-77.863,29.2162
19,20,0,1.8662,0.3905,-7.8921,1.8889,0.4155,-8.0782,0.44979628442307,0.1891,0,0,205,0.8125,1,-77.6769,29.1875
20,21,0,1.8889,0.4155,-8.0782,1.8993,0.4345,-8.3293,0.446327406940412,0.252,0,0,205,0.8508,1,-77.4258,29.1492
21,22,0,1.8993,0.4345,-8.3293,1.9077,0.4483,-8.5264,0.44311320492091,0.1978,0,0,205,0.8809,1,-77.2287,29.1191
22,23,0,1.9077,0.4483,-8.5264,1.9329,0.4394,-8.7337,0.439405105432157,0.2089,0,0,205,0.9128,1,-77.0214,29.0872
23,24,0,1.9329,0.4394,-8.7337,1.9516,0.4254,-8.9382,0.436059097540853,0.2058,0,0,205,0.9444,1,-76.8169,29.0556
24,25,0,1.9516,0.4254,-8.9382,1.9667,0.4179,-9.1054,0.433088579633404,0.1681,0,0,205,0.9702,1,-76.6497,29.0298
25,26,0,1.9667,0.4179,-9.1054,1.9838,0.4166,-9.3016,0.429443325870597,0.1969,0,0,205,1.0005,1,-76.4535,28.9995
26,27,0,1.9838,0.4166,-9.3016,1.9799,0.4194,-9.4551,0.425557587223764,0.1536,0,0,205,1.0241,1,-76.3,28.9759
27,28,0,1.9799,0.4194,-9.4551,1.9743,0.4441,-9.7053,0.422275641189488,0.2515,0,0,205,1.063,1,-76.0498,28.937
28,29,0,1.9743,0.4441,-9.7053,1.98,0.474,-9.9022,0.418854782616739,0.1992,0,0,205,1.0939,1,-75.8529,28.9061
29,30,0,1.98,0.474,-9.9022,1.9851,0.5006,-10.0791,0.415543074909931,0.179,0,0,205,1.1217,1,-75.676,28.8783
30,31,0,1.9851,0.5006,-10.0791,1.9915,0.5291,-10.2892,0.412429292508805,0.2121,0,0,205,1.1547,1,-75.4659,28.8453
31,32,0,1.9915,0.5291,-10.2892,1.9995,0.5556,-10.486,0.409088199290742,0.1988,0,0,205,1.1858,1,-75.2691,28.8142
32,33,0,1.9995,0.5556,-10.486,2.0075,0.5757,-10.6552,0.406301412296564,0.1705,0,0,205,1.2124,1,-75.0999,28.7876
33,34,0,2.0075,0.5757,-10.6552,2.0174,0.5926,-10.8688,0.403217363062955,0.2145,0,0,205,1.2461,1,-74.8863,28.7539
34,35,0,2.0174,0.5926,-10.8688,2.0241,0.6109,-11.0586,0.399823531687446,0.1908,0,0,205,1.2761,1,-74.6965,28.7239
35,36,0,2.0241,0.6109,-11.0586,2.0283,0.6255,-11.2528,0.396225216839598,0.1947,0,0,205,1.3068,1,-74.5023,28.6932
36,37,0,2.0283,0.6255,-11.2528,2.023,0.6414,-11.4812,0.392890237506211,0.2291,0,0,205,1.343,1,-74.2739,28.657
37,38,0,2.023,0.6414,-11.4812,2.0194,0.6451,-11.7165,0.389564239171798,0.2354,0,0,205,1.3803,1,-74.0386,28.6197
38,39,0,2.0194,0.6451,-11.7165,1.9946,0.6364,-11.904,0.386948372207574,0.1893,0,0,205,1.4104,1,-73.8511,28.5896
39,40,0,1.9946,0.6364,-11.904,1.9623,0.6288,-12.1009,0.383738480028895,0.1997,0,0,205,1.4422,1,-73.6542,28.5578
40,41,0,1.9623,0.6288,-12.1009,1.9227,0.6225,-12.3357,0.380583187031472,0.2382,0,0,205,1.4803,1,-73.4194,28.5197
41,42,0,1.9227,0.6225,-12.3357,1.9091,0.6173,-12.5039,0.377213476926405,0.1689,0,0,205,1.5073,1,-73.2512,28.4927
42,43,0,1.9091,0.6173,-12.5039,1.9021,0.629,-12.7088,0.374157667330887,0.2053,0,0,205,1.5403,1,-73.0463,28.4597
43,44,0,1.9021,0.629,-12.7088,1.891,0.6327,-12.9,0.370772170758065,0.1916,0,0,205,1.5712,1,-72.8551,28.4288
44,45,0,1.891,0.6327,-12.9,1.8951,0.6546,-13.1098,0.367723493351659,0.211,0,0,205,1.6052,1,-72.6453,28.3948
45,46,0,1.8951,0.6546,-13.1098,1.9039,0.6778,-13.2808,0.364762435115493,0.1728,0,0,205,1.6332,1,-72.4743,28.3668
46,47,0,1.9039,0.6778,-13.2808,1.9116,0.6904,-13.4869,0.361630249272989,0.2067,0,0,205,1.6667,1,-72.2682,28.3333
47,48,0,1.9116,0.6904,-13.4869,1.9124,0.6988,-13.6522,0.35846347750138,0.1655,0,0,205,1.6936,1,-72.1029,28.3064
48,49,0,1.9124,0.6988,-13.6522,1.8965,0.7034,-13.8317,0.355733828688391,0.1802,0,0,205,1.723,1,-71.9234,28.277
49,50,0,1.8965,0.7034,-13.8317,1.8856,0.7046,-13.991,0.35289525292732,0.1597,0,0,205,1.749,1,-71.7641,28.251
50,51,0,1.8856,0.7046,-13.991,1.8752,0.7183,-14.1913,0.349633610481734,0.201,0,0,205,1.782,1,-71.5638,28.218
51,52,0,1.8752,0.7183,-14.1913,1.8654,0.7297,-14.3652,0.347149762474099,0.1746,0,0,205,1.8106,1,-71.3899,28.1894
52,53,0,1.8654,0.7297,-14.3652,1.8533,0.7409,-14.5401,0.343966503464352,0.1756,0,0,205,1.8395,1,-71.215,28.1605
53,54,0,1.8533,0.7409,-14.5401,1.8373,0.7509,-14.717,0.34104631152375,0.1779,0,0,205,1.8688,1,-71.0381,28.1312
54,55,0,1.8373,0.7509,-14.717,1.8353,0.7506,-14.9149,0.338225481799391,0.1979,0,0,205,1.9015,1,-70.8402,28.0985
55,56,0,1.8353,0.7506,-14.9149,1.8367,0.7537,-15.1023,0.335584161526733,0.1874,0,0,205,1.9326,1,-70.6528,28.0674
56,57,0,1.8367,0.7537,-15.1023,1.8321,0.7424,-15.289,0.33239292527397,0.1871,0,0,205,1.9637,1,-70.4661,28.0363
57,58,0,1.8321,0.7424,-15.289,1.8285,0.7336,-15.4517,0.329684052435501,0.163,0,0,205,1.9908,1,-70.3034,28.0092
58,59,0,1.8285,0.7336,-15.4517,1.8241,0.7236,-15.6373,0.326237054769465,0.186,0,0,205,2.0218,1,-70.1178,27.9782
59,60,0,1.8241,0.7236,-15.6373,1.8086,0.7056,-15.8494,0.323253478618695,0.2134,0,0,205,2.0575,1,-69.9057,27.9425
60,61,0,1.8086,0.7056,-15.8494,1.7922,0.7154,-16.0159,0.320148124892488,0.1676,0,0,205,2.0857,1,-69.7392,27.9143
61,62,0,1.7922,0.7154,-16.0159,1.7755,0.7152,-16.1846,0.317375710589867,0.1695,0,0,205,2.1142,1,-69.5705,27.8858
62,63,0,1.7755,0.7152,-16.1846,1.7631,0.7051,-16.3624,0.314727529558791,0.1785,0,0,205,2.1442,1,-69.3927,27.8558
63,64,0,1.7631,0.7051,-16.3624,1.7414,0.6972,-16.5579,0.312024989446572,0.1969,0,0,205,2.1775,1,-69.1972,27.8225
64,65,0,1.7414,0.6972,-16.5579,1.6903,0.6823,-16.7591,0.309383552994036,0.2082,0,0,205,2.2128,1,-68.996,27.7872
65,66,0,1.6903,0.6823,-16.7591,1.6344,0.6684,-16.9641,0.306546598777167,0.2129,0,0,205,2.2489,1,-68.791,27.7511
66,67,0,1.6344,0.6684,-16.9641,1.592,0.661,-17.1464,0.304137766790243,0.1873,0,0,205,2.2808,1,-68.6087,27.7192
67,68,0,1.592,0.661,-17.1464,1.5506,0.6541,-17.3252,0.302132535078921,0.1837,0,0,205,2.3122,1,-68.4299,27.6878
68,69,0,1.5506,0.6541,-17.3252,1.5235,0.6607,-17.5144,0.299905306245771,0.1912,0,0,205,2.3449,1,-68.2407,27.6551
69,70,0,1.5235,0.6607,-17.5144,1.5028,0.6629,-17.6897,0.297300906462567,0.1766,0,0,205,2.3753,1,-68.0654,27.6247
70,71,0,1.5028,0.6629,-17.6897,1.4985,0.6685,-17.9078,0.294892469282307,0.2182,0,0,205,2.4128,1,-67.8473,27.5872
71,72,0,1.4985,0.6685,-17.9078,1.5125,0.6521,-18.0956,0.291823532545163,0.1891,0,0,205,2.4454,1,-67.6595,27.5546
72,73,0,1.5125,0.6521,-18.0956,1.5243,0.6386,-18.3168,0.288998870263553,0.2219,0,0,205,2.4838,1,-67.4383,27.5162
73,74,0,1.5243,0.6386,-18.3168,1.5415,0.6141,-18.5149,0.286061344472396,0.2004,0,0,205,2.5186,1,-67.2402,27.4814
74,75,0,1.5415,0.6141,-18.5149,1.5594,0.5977,-18.7029,0.284036081885032,0.1896,0,0,205,2.5516,1,-67.0522,27.4484
75,76,0,1.5594,0.5977,-18.7029,1.5924,0.5926,-18.8985,0.28130747240795,0.1985,0,0,205,2.5863,1,-66.8566,27.4137
76,77,0,1.5924,0.5926,-18.8985,1.6353,0.5791,-19.0918,0.278352634415018,0.1984,0,0,205,2.621,1,-66.6633,27.379
77,78,0,1.6353,0.5791,-19.0918,1.659,0.5566,-19.306,0.276117991274858,0.2166,0,0,205,2.659,1,-66.4491,27.341
78,79,0,1.659,0.5566,-19.306,1.6789,0.5361,-19.4903,0.273472147390666,0.1866,0,0,205,2.6918,1,-66.2648,27.3082
79,80,0,1.6789,0.5361,-19.4903,1.6953,0.513,-19.7128,0.271196941672036,0.2242,0,0,205,2.7314,1,-66.0423,27.2686
80,81,0,1.6953,0.513,-19.7128,1.731,0.5088,-19.901,0.268775989258,0.1917,0,0,205,2.7654,1,-65.8541,27.2346
81,82,0,1.731,0.5088,-19.901,1.7642,0.5026,-20.0762,0.266415808729199,0.1784,0,0,205,2.797,1,-65.6789,27.203
82,83,0,1.7642,0.5026,-20.0762,1.7891,0.5179,-20.2732,0.264205782580653,0.1992,0,0,205,2.8325,1,-65.4819,27.1675
83,84,0,1.7891,0.5179,-20.2732,1.8096,0.5357,-20.4579,0.261988413364122,0.1866,0,0,205,2.8658,1,-65.2972,27.1342
84,85,0,1.8096,0.5357,-20.4579,1.8324,0.5642,-20.6441,0.259503393341808,0.1897,0,0,205,2.8997,1,-65.111,27.1003
85,86,0,1.8324,0.5642,-20.6441,1.8478,0.5788,-20.8342,0.25689714196905,0.1913,0,0,205,2.934,1,-64.9209,27.066
86,87,0,1.8478,0.5788,-20.8342,1.863,0.6,-21.0365,0.254697426778065,0.2041,0,0,205,2.9708,1,-64.7186,27.0292
87,88,0,1.863,0.6,-21.0365,1.8741,0.6263,-21.2845,0.252801293507454,0.2496,0,0,205,3.0158,1,-64.4706,26.9842
88,89,0,1.8741,0.6263,-21.2845,1.872,0.6479,-21.5063,0.250790211523044,0.2228,0,0,205,3.0562,1,-64.2488,26.9438
89,90,0,1.872,0.6479,-21.5063,1.8587,0.6557,-21.6928,0.24842358146369,0.1871,0,0,205,3.0902,1,-64.0623,26.9098
90,91,0,1.8587,0.6557,-21.6928,1.8462,0.6634,-21.901,0.246236087004551,0.2087,0,0,205,3.1282,1,-63.8541,26.8718
91,92,0,1.8462,0.6634,-21.901,1.8581,0.6645,-22.0831,0.243954267386439,0.1825,0,0,205,3.1616,1,-63.672,26.8384
92,93,0,1.8581,0.6645,-22.0831,1.8735,0.6638,-22.3283,0.241492345993611,0.2456,0,0,205,3.2066,1,-63.4268,26.7934
93,94,0,1.8735,0.6638,-22.3283,1.9174,0.6662,-22.5634,0.239694519931413,0.2392,0,0,205,3.2506,1,-63.1917,26.7494
94,95,0,1.9174,0.6662,-22.5634,1.9252,0.6916,-22.7493,0.237892592307392,0.1878,0,0,205,3.2852,1,-63.0058,26.7148
95,96,0,1.9252,0.6916,-22.7493,1.9493,0.7141,-22.96,0.23601167614257,0.2133,0,0,205,3.3247,1,-62.7951,26.6753
96,97,0,1.9493,0.7141,-22.96,1.9782,0.7237,-23.1734,0.233383909755512,0.2155,0,0,205,3.3647,1,-62.5817,26.6353
97,98,0,1.9782,0.7237,-23.1734,1.9997,0.7092,-23.355,0.231073947647863,0.1834,0,0,205,3.3989,1,-62.4001,26.6011
98,99,0,1.9997,0.7092,-23.355,2.0228,0.6857,-23.5508,0.228758824161757,0.1986,0,0,205,3.4359,1,-62.2043,26.5641
99,100,0,2.0228,0.6857,-23.5508,2.0403,0.6655,-23.733,0.226711158781567,0.1841,0,0,205,3.4704,1,-62.0221,26.5296
100,101,0,2.0403,0.6655,-23.733,2.056,0.6227,-23.9412,0.224637789136503,0.2132,0,0,205,3.5104,1,-61.8139,26.4896
101,102,0,2.056,0.6227,-23.9412,2.0661,0.5943,-24.1253,0.222687018019278,0.1866,0,0,205,3.5456,1,-61.6298,26.4544
102,103,0,2.0661,0.5943,-24.1253,2.071,0.5696,-24.2833,0.220504538839713,0.16,0,0,205,3.5758,1,-61.4718,26.4242
103,104,0,2.071,0.5696,-24.2833,2.092,0.5378,-24.4889,0.218273918075773,0.2091,0,0,205,3.6154,1,-61.2662,26.3846
104,105,0,2.092,0.5378,-24.4889,2.1166,0.4989,-24.7312,0.215753764658607,0.2466,0,0,205,3.6623,1,-61.0239,26.3377
105,106,0,2.1166,0.4989,-24.7312,2.1445,0.4613,-24.9183,0.213440430349875,0.1929,0,0,205,3.6991,1,-60.8368,26.3009
106,107,0,2.1445,0.4613,-24.9183,2.1679,0.4305,-25.0722,0.211638743062387,0.1587,0,0,205,3.7294,1,-60.6829,26.2706
107,108,0,2.1679,0.4305,-25.0722,2.195,0.3883,-25.2852,0.209374660059613,0.2188,0,0,205,3.7714,1,-60.4699,26.2286
108,109,0,2.195,0.3883,-25.2852,2.2247,0.3475,-25.4883,0.207414100192206,0.2092,0,0,205,3.8116,1,-60.2668,26.1884
109,110,0,2.2247,0.3475,-25.4883,2.2571,0.3042,-25.7004,0.205210294256876,0.2189,0,0,205,3.8539,1,-60.0547,26.1461
110,111,0,2.2571,0.3042,-25.7004,2.2874,0.2648,-25.8886,0.203109507413908,0.1947,0,0,205,3.8916,1,-59.8665,26.1084
111,112,0,2.2874,0.2648,-25.8886,2.3204,0.2277,-26.0981,0.200946515172785,0.2152,0,0,205,3.9334,1,-59.657,26.0666
112,113,0,2.3204,0.2277,-26.0981,2.3542,0.1954,-26.2962,0.19896735757477,0.2035,0,0,205,3.973,1,-59.4589,26.027
113,114,0,2.3542,0.1954,-26.2962,2.3905,0.1694,-26.5139,0.19716220764146,0.2223,0,0,205,4.0165,1,-59.2412,25.9835
114,115,0,2.3905,0.1694,-26.5139,2.4032,0.1705,-26.7262,0.1950052105512,0.2128,0,0,205,4.0582,1,-59.0289,25.9418
115,116,0,2.4032,0.1705,-26.7262,2.4181,0.158,-26.9326,0.192890713838214,0.2072,0,0,205,4.099,1,-58.8225,25.901
116,117,0,2.4181,0.158,-26.9326,2.421,0.1451,-27.1878,0.191187530030017,0.2556,0,0,205,4.1495,1,-58.5673,25.8505
117,118,0,2.421,0.1451,-27.1878,2.4102,0.1268,-27.3617,0.189272027458098,0.1752,0,0,205,4.1842,1,-58.3934,25.8158
118,119,0,2.4102,0.1268,-27.3617,2.4008,0.1122,-27.5272,0.187247220591133,0.1664,0,0,205,4.2173,1,-58.2279,25.7827
119,120,0,2.4008,0.1122,-27.5272,2.3951,0.116,-27.7323,0.185135183338793,0.2052,0,0,205,4.2582,1,-58.0228,25.7418
120,121,0,2.3951,0.116,-27.7323,2.4025,0.1205,-27.9337,0.183334211396453,0.2016,0,0,205,4.2985,1,-57.8214,25.7015
121,122,0,2.4025,0.1205,-27.9337,2.4056,0.1259,-28.0969,0.18167534563328,0.1633,0,0,205,4.3312,1,-57.6582,25.6688
122,123,0,2.4056,0.1259,-28.0969,2.4115,0.1286,-28.3117,0.179872772041505,0.2149,0,0,205,4.3745,1,-57.4434,25.6255
123,124,0,2.4115,0.1286,-28.3117,2.4142,0.1339,-28.4649,0.178258327978877,0.1534,0,0,205,4.4054,1,-57.2902,25.5946
124,125,0,2.4142,0.1339,-28.4649,2.3697,0.1401,-28.6644,0.176316782721414,0.2045,0,0,205,4.4468,1,-57.0907,25.5532
125,126,0,2.3697,0.1401,-28.6644,2.3349,0.1435,-28.8383,0.174469035513371,0.1773,0,0,205,4.4828,1,-56.9168,25.5172
126,127,0,2.3349,0.1435,-28.8383,2.3026,0.1551,-29.0125,0.172488450219776,0.1776,0,0,205,4.5189,1,-56.7426,25.4811
127,128,0,2.3026,0.1551,-29.0125,2.2669,0.1703,-29.2097,0.171003116072382,0.2009,0,0,205,4.56,1,-56.5454,25.44
128,129,0,2.2669,0.1703,-29.2097,2.2209,0.1896,-29.4243,0.169248369654718,0.2203,0,0,205,4.6051,1,-56.3308,25.3949
129,130,0,2.2209,0.1896,-29.4243,2.1824,0.1998,-29.6045,0.167540360254357,0.1846,0,0,205,4.643,1,-56.1506,25.357
130,131,0,2.1824,0.1998,-29.6045,2.1611,0.2136,-29.8201,0.165573512250916,0.217,0,0,205,4.6878,1,-55.935,25.3122
131,132,0,2.1611,0.2136,-29.8201,2.1543,0.2234,-29.9891,0.163878496621508,0.1694,0,0,205,4.7229,1,-55.766,25.2771
132,133,0,2.1543,0.2234,-29.9891,2.1429,0.2294,-30.1941,0.1887,0.2055,0,0,205,4.7655,1,-55.561,25.2345
133,134,0,2.1429,0.2294,-30.1941,2.1325,0.2347,-30.4114,0.1887,0.2176,0,0,205,4.8108,1,-55.3437,25.1892
134,135,0,2.1325,0.2347,-30.4114,2.125,0.2367,-30.5885,0.1887,0.1773,0,0,205,4.8478,1,-55.1666,25.1522
135,136,0,2.125,0.2367,-30.5885,2.1149,0.2316,-30.7865,0.1887,0.1983,0,0,205,4.8894,1,-54.9686,25.1106
136,137,0,2.1149,0.2316,-30.7865,2.1167,0.2385,-30.9778,0.1887,0.1915,0,0,205,4.9297,1,-54.7773,25.0703
137,138,0,2.1167,0.2385,-30.9778,2.1229,0.2343,-31.2175,0.1887,0.2398,0,0,205,4.9803,1,-54.5376,25.0197
138,139,0,2.1229,0.2343,-31.2175,2.1376,0.2314,-31.4117,0.1887,0.1948,0,0,205,5.0215,1,-54.3434,24.9785
139,140,0,2.1376,0.2314,-31.4117,2.154,0.2301,-31.6717,0.1887,0.2606,0,0,205,5.077,1,-54.0834,24.923
140,141,0,2.154,0.2301,-31.6717,2.1628,0.2327,-31.8652,0.1887,0.1937,0,0,205,5.1183,1,-53.8899,24.8817
141,142,0,2.1628,0.2327,-31.8652,2.1699,0.2388,-32.0664,0.1887,0.2014,0,0,205,5.1614,1,-53.6887,24.8386
142,143,0,2.1699,0.2388,-32.0664,2.1896,0.2533,-32.2483,0.1887,0.1836,0,0,205,5.2009,1,-53.5068,24.7991
143,144,0,2.1896,0.2533,-32.2483,2.2088,0.2886,-32.4395,0.1887,0.1954,0,0,205,5.243,1,-53.3156,24.757
144,145,0,2.2088,0.2886,-32.4395,2.2181,0.3285,-32.6325,0.1887,0.1973,0,0,205,5.2857,1,-53.1226,24.7143
145,146,0,2.2181,0.3285,-32.6325,2.2326,0.3694,-32.8159,0.1887,0.1884,0,0,205,5.3266,1,-52.9392,24.6734
146,147,0,2.2326,0.3694,-32.8159,2.257,0.4066,-32.981,0.1887,0.171,0,0,205,5.3638,1,-52.7741,24.6362
147,148,0,2.257,0.4066,-32.981,2.292,0.4329,-33.1762,0.1887,0.2001,0,0,205,5.4075,1,-52.5789,24.5925
148,149,0,2.292,0.4329,-33.1762,2.3302,0.449,-33.375,0.1887,0.203,0,0,205,5.452,1,-52.3801,24.548
149,150,0,2.3302,0.449,-33.375,2.3624,0.4508,-33.559,0.1887,0.1868,0,0,205,5.4931,1,-52.1961,24.5069
150,151,0,2.3624,0.4508,-33.559,2.3987,0.4703,-33.7505,0.1887,0.1959,0,0,205,5.5363,1,-52.0046,24.4637
151,152,0,2.3987,0.4703,-33.7505,2.4374,0.4732,-33.9465,0.1887,0.1998,0,0,205,5.5805,1,-51.8086,24.4195
152,153,0,2.4374,0.4732,-33.9465,2.4705,0.4825,-34.1399,0.1887,0.1965,0,0,205,5.6242,1,-51.6152,24.3758
153,154,0,2.4705,0.4825,-34.1399,2.5053,0.494,-34.3414,0.1887,0.2048,0,0,205,5.6699,1,-51.4137,24.3301
154,155,0,2.5053,0.494,-34.3414,2.5357,0.5039,-34.527,0.1887,0.1883,0,0,205,5.712,1,-51.2281,24.288
155,156,0,2.5357,0.5039,-34.527,2.5493,0.5228,-34.7344,0.1887,0.2087,0,0,205,5.7589,1,-51.0207,24.2411
156,157,0,2.5493,0.5228,-34.7344,2.5713,0.5416,-34.9304,0.1887,0.1981,0,0,205,5.8035,1,-50.8247,24.1965
157,158,0,2.5713,0.5416,-34.9304,2.5959,0.565,-35.1598,0.1887,0.232,0,0,205,5.856,1,-50.5953,24.144
158,159,0,2.5959,0.565,-35.1598,2.6155,0.5834,-35.3536,0.1887,0.1956,0,0,205,5.9005,1,-50.4015,24.0995
159,160,0,2.6155,0.5834,-35.3536,2.6448,0.5886,-35.6,0.1887,0.2482,0,0,205,5.9571,1,-50.1551,24.0429
160,161,0,2.6448,0.5886,-35.6,2.6712,0.5934,-35.8145,0.1887,0.2161,0,0,205,6.0066,1,-49.9406,23.9934
161,162,0,2.6712,0.5934,-35.8145,2.6873,0.607,-36.006,0.1887,0.1927,0,0,205,6.0509,1,-49.7491,23.9491
162,163,0,2.6873,0.607,-36.006,2.7018,0.6191,-36.1775,0.1887,0.1725,0,0,205,6.0906,1,-49.5776,23.9094
163,164,0,2.7018,0.6191,-36.1775,2.7227,0.621,-36.4035,0.1887,0.227,0,0,205,6.1432,1,-49.3516,23.8568
164,165,0,2.7227,0.621,-36.4035,2.7462,0.6153,-36.5993,0.1887,0.1973,0,0,205,6.189,1,-49.1558,23.811
165,166,0,2.7462,0.6153,-36.5993,2.7683,0.5916,-36.8298,0.1887,0.2328,0,0,205,6.2434,1,-48.9253,23.7566
166,167,0,2.7683,0.5916,-36.8298,2.7844,0.5863,-37.047,0.1887,0.2179,0,0,205,6.2944,1,-48.7081,23.7056
167,168,0,2.7844,0.5863,-37.047,2.7984,0.5795,-37.2257,0.1887,0.1793,0,0,205,6.3366,1,-48.5294,23.6634
168,169,0,2.7984,0.5795,-37.2257,2.8102,0.5928,-37.3844,0.1887,0.1597,0,0,205,6.3743,1,-48.3707,23.6257
169,170,0,2.8102,0.5928,-37.3844,2.8191,0.6045,-37.5896,0.1887,0.2057,0,0,205,6.423,1,-48.1655,23.577
170,171,0,2.8191,0.6045,-37.5896,2.8244,0.6132,-37.7659,0.1887,0.1766,0,0,205,6.4649,1,-47.9892,23.5351
171,172,0,2.8244,0.6132,-37.7659,2.8052,0.6452,-37.9796,0.1887,0.2169,0,0,205,6.5167,1,-47.7755,23.4833
172,173,0,2.8052,0.6452,-37.9796,2.8076,0.6939,-38.1651,0.1887,0.1918,0,0,205,6.5626,1,-47.59,23.4374
173,174,0,2.8076,0.6939,-38.1651,2.8137,0.7413,-38.3722,0.1887,0.2126,0,0,205,6.6137,1,-47.3829,23.3863
174,175,0,2.8137,0.7413,-38.3722,2.823,0.8085,-38.5723,0.1887,0.2113,0,0,205,6.6647,1,-47.1828,23.3353
175,176,0,2.823,0.8085,-38.5723,2.8751,0.8268,-38.7985,0.1887,0.2328,0,0,205,6.7211,1,-46.9566,23.2789
176,177,0,2.8751,0.8268,-38.7985,2.9159,0.8401,-38.975,0.1887,0.1817,0,0,205,6.7653,1,-46.7801,23.2347
177,178,0,2.9159,0.8401,-38.975,2.9684,0.8649,-39.1722,0.1887,0.2056,0,0,205,6.8155,1,-46.5829,23.1845
178,179,0,2.9684,0.8649,-39.1722,3.0253,0.8616,-39.3846,0.1887,0.2199,0,0,205,6.8695,1,-46.3705,23.1305
179,180,0,3.0253,0.8616,-39.3846,3.0744,0.86,-39.6041,0.1887,0.225,0,0,205,6.9249,1,-46.151,23.0751
180,181,0,3.0744,0.86,-39.6041,3.114,0.8617,-39.7969,0.1887,0.1969,0,0,205,6.9736,1,-45.9582,23.0264
181,182,0,3.114,0.8617,-39.7969,3.1563,0.8596,-40.0128,0.1887,0.22,0,0,205,7.0282,1,-45.7423,22.9718
182,183,0,3.1563,0.8596,-40.0128,3.1863,0.8569,-40.2161,0.1887,0.2055,0,0,205,7.0795,1,-45.539,22.9205
183,184,0,3.1863,0.8569,-40.2161,3.2174,0.856,-40.4349,0.1887,0.221,0,0,205,7.1348,1,-45.3202,22.8652
184,185,0,3.2174,0.856,-40.4349,3.2484,0.8384,-40.6397,0.1887,0.2079,0,0,205,7.1871,1,-45.1154,22.8129
185,186,0,3.2484,0.8384,-40.6397,3.3028,0.8299,-40.8527,0.1887,0.22,0,0,205,7.2427,1,-44.9024,22.7573
186,187,0,3.3028,0.8299,-40.8527,3.3424,0.8041,-41.068,0.1887,0.2205,0,0,205,7.2987,1,-44.6871,22.7013
187,188,0,3.3424,0.8041,-41.068,3.3784,0.7773,-41.2996,0.1887,0.2359,0,0,205,7.3588,1,-44.4555,22.6412
188,189,0,3.3784,0.7773,-41.2996,3.4103,0.7575,-41.4922,0.1887,0.1962,0,0,205,7.4091,1,-44.2629,22.5909
189,190,0,3.4103,0.7575,-41.4922,3.4469,0.7418,-41.685,0.1887,0.1969,0,0,205,7.4597,1,-44.0701,22.5403
190,191,0,3.4469,0.7418,-41.685,3.4779,0.7271,-41.8519,0.1887,0.1703,0,0,205,7.5037,1,-43.9032,22.4963
