"Barrier","kr","Kx","perimeter","CS_id","kAQP","kpl","Simu_ID"
"b0",0.000177119043000141,15.9927234303891,0.529574706061997,"P12_F_To_C01_Z10_01",0.001,5.3e-12,"0.001_5.3e-12"
"b1",3.62224177681483e-05,15.9927234303891,0.529574706061997,"P12_F_To_C01_Z10_01",0.001,5.3e-12,"0.001_5.3e-12"
"b2",2.89048703816671e-05,15.9927234303891,0.529574706061997,"P12_F_To_C01_Z10_01",0.001,5.3e-12,"0.001_5.3e-12"
"b3",2.89048703816671e-05,15.9927234303891,0.529574706061997,"P12_F_To_C01_Z10_01",0.001,5.3e-12,"0.001_5.3e-12"
"b4",2.87060599896421e-05,15.9927234303891,0.529574706061997,"P12_F_To_C01_Z10_01",0.001,5.3e-12,"0.001_5.3e-12"
"b5",3.59106567050673e-05,15.9927234303891,0.529574706061997,"P12_F_To_C01_Z10_01",0.001,5.3e-12,"0.001_5.3e-12"
"b6",3.21696744613396e-05,15.9927234303891,0.529574706061997,"P12_F_To_C01_Z10_01",0.001,5.3e-12,"0.001_5.3e-12"
"b7",3.65799708054032e-05,15.9927234303891,0.529574706061997,"P12_F_To_C01_Z10_01",0.001,5.3e-12,"0.001_5.3e-12"
"b8",2.62651498126424e-05,15.9927234303891,0.529574706061997,"P12_F_To_C01_Z10_01",0.001,5.3e-12,"0.001_5.3e-12"
"b9",3.30821174015921e-05,15.9927234303891,0.529574706061997,"P12_F_To_C01_Z10_01",0.001,5.3e-12,"0.001_5.3e-12"
